pv_kwh,ev_kwh,mall_kwh,load_kwh,pv_to_ev_kwh,pv_to_bess_kwh,pv_to_mall_kwh,grid_export_kwh,bess_action_kwh,bess_mode,bess_to_ev_kwh,bess_to_mall_kwh,grid_import_ev_kwh,grid_import_mall_kwh,grid_import_kwh,soc_percent,soc_kwh,co2_avoided_indirect_kg,tariff_period,tariff_rate_soles_kwh,cost_if_grid_import_soles,cost_avoided_by_bess_soles,cost_savings_hp_soles,cost_savings_hfp_soles,tariff_index_hp_hfp,ev_demand_after_bess_kwh,mall_demand_after_bess_kwh,load_after_bess_kwh,bess_energy_stored_hourly_kwh,bess_energy_delivered_hourly_kwh,bess_balance_error_hourly_kwh,bess_balance_error_hourly_percent,bess_validation_status_hourly,mall_grid_import_kwh,pv_generation_kw,mall_demand_kw,ev_demand_kw,total_demand_kw,bess_charge_kw,bess_discharge_kw,ev_demand_after_bess_kw,mall_demand_after_bess_kw,demand_from_grid_kw,grid_export_kw,pv_to_ev_kw,pv_to_bess_kw,pv_to_mall_kw,pv_to_demand_kw,bess_soc_percent,bess_soc_kwh,pv_to_grid_kw,ev_from_grid_kw,mall_from_grid_kw,co2_avoided_kg,co2_from_grid_kg,co2_from_grid_ev_kg,co2_from_grid_mall_kg
1866.4993784318,0.0,897,897.0,0.0,389.8717737923585,897.0,569.4993784318001,400.0,charge,0.0,0.0,0.0,0.0,0.0,58.987177379235845,1179.743547584717,0.0,HFP,0.28,251.16000000000005,0.0,0.0,109.1640966618604,1.0,0.0,897.0,897.0,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL,0.0,1866.4993784318,897,0.0,897.0,389.8717737923585,0.0,0.0,897.0,0.0,569.4993784318001,0.0,389.8717737923585,897.0,897.0,58.987177379235845,1179.743547584717,569.4993784318001,0.0,897.0,0.0,0.0,0.0,0.0
2886.689477778584,32.116,1210,1242.116,32.116,389.8717737923585,1210.0,1244.5734777785842,400.0,charge,0.0,0.0,0.0,0.0,0.0,78.48076606885377,1569.6153213770754,0.0,HFP,0.28,347.79248,0.0,0.0,109.1640966618604,1.0,32.116,1210.0,1242.116,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL,0.0,2886.689477778584,1210,32.116,1242.116,389.8717737923585,0.0,32.116,1210.0,0.0,1244.5734777785842,32.116,389.8717737923585,1210.0,1242.116,78.48076606885377,1569.6153213770754,1244.5734777785842,32.116,1210.0,0.0,0.0,0.0,0.0
2886.689477778584,36.704,1714,1750.704,36.704,389.8717737923585,1714.0,735.985477778584,400.0,charge,0.0,0.0,0.0,0.0,0.0,97.97435475847168,1959.4870951694336,0.0,HFP,0.28,490.19712,0.0,0.0,109.1640966618604,1.0,36.704,1714.0,1750.704,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL,0.0,2886.689477778584,1714,36.704,1750.704,389.8717737923585,0.0,36.704,1714.0,0.0,735.985477778584,36.704,389.8717737923585,1714.0,1750.704,97.97435475847168,1959.4870951694336,735.985477778584,36.704,1714.0,0.0,0.0,0.0,0.0
2886.689477778584,55.056,2092,2147.056,55.056,40.51290483056613,2092.0,698.0681144423374,41.56536333624692,charge,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,601.17568,0.0,0.0,11.343613352558515,1.0,55.056,2092.0,2147.056,40.51290483056613,0.0,-40.51290483056613,100.0,CRITICAL,0.0,2886.689477778584,2092,55.056,2147.056,40.51290483056613,0.0,55.056,2092.0,0.0,698.0681144423374,55.056,40.51290483056613,2092.0,2147.056,100.0,2000.0,698.0681144423374,55.056,2092.0,0.0,0.0,0.0,0.0
2886.689477778584,64.232,2150,2214.232,64.232,0.0,2150.0,672.4574777785842,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,619.98496,0.0,0.0,0.0,1.0,64.232,2150.0,2214.232,0.0,0.0,0.0,0.0,OK,0.0,2886.689477778584,2150,64.232,2214.232,0.0,0.0,64.232,2150.0,0.0,672.4574777785842,64.232,0.0,2150.0,2214.232,100.0,2000.0,672.4574777785842,64.232,2150.0,0.0,0.0,0.0,0.0
2886.689477778584,100.93599999999996,2205,2305.936,100.93599999999996,0.0,2205.0,580.753477778584,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,645.6620800000001,0.0,0.0,0.0,1.0,100.93599999999996,2205.0,2305.936,0.0,0.0,0.0,0.0,OK,0.0,2886.689477778584,2205,100.93599999999996,2305.936,0.0,0.0,100.93599999999996,2205.0,0.0,580.753477778584,100.93599999999996,0.0,2205.0,2305.936,100.0,2000.0,580.753477778584,100.93599999999996,2205.0,0.0,0.0,0.0,0.0
2652.981644151828,91.75999999999996,2249,2340.76,91.75999999999996,0.0,2249.0,312.22164415182806,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,655.4128,0.0,0.0,0.0,1.0,91.75999999999996,2249.0,2340.76,0.0,0.0,0.0,0.0,OK,0.0,2652.981644151828,2249,91.75999999999996,2340.76,0.0,0.0,91.75999999999996,2249.0,0.0,312.22164415182806,91.75999999999996,0.0,2249.0,2340.7599999999998,100.0,2000.0,312.22164415182806,91.75999999999996,2249.0,0.0,0.0,0.0,0.0
1485.727782183203,110.11199999999994,2320,2430.112,110.11199999999994,0.0,1375.6157821832032,0.0,400.0,discharge,0.0,389.8717737923585,0.0,944.3842178167968,944.3842178167968,80.0,1600.0,176.2610289315253,HFP,0.28,680.43136,109.1640966618604,0.0,0.0,1.0,110.11199999999994,1930.128226207641,2040.2402262076412,0.0,389.8717737923585,389.8717737923585,38987.17737923585,CRITICAL,944.3842178167968,1485.727782183203,2320,110.11199999999994,2430.112,0.0,389.8717737923585,110.11199999999994,1930.128226207641,944.3842178167968,0.0,110.11199999999994,0.0,1375.6157821832032,1485.727782183203,80.0,1600.0,0.0,110.11199999999994,1930.128226207641,176.2610289315253,426.95610487497385,0.0,426.95610487497385
785.5594077031127,96.34799999999996,2319,2415.348,96.34799999999996,0.0,689.2114077031127,0.0,400.0,discharge,0.0,389.8717737923585,0.0,1629.7885922968871,1629.7885922968871,60.00000000000001,1200.0000000000002,176.2610289315253,HFP,0.28,676.29744,109.1640966618604,0.0,0.0,1.0,96.34799999999996,1929.128226207641,2025.4762262076413,0.0,389.8717737923585,389.8717737923585,38987.17737923585,CRITICAL,1629.7885922968871,785.5594077031127,2319,96.34799999999996,2415.348,0.0,389.8717737923585,96.34799999999996,1929.128226207641,1629.7885922968871,0.0,96.34799999999996,0.0,689.2114077031127,785.5594077031127,60.00000000000001,1200.0000000000002,0.0,96.34799999999996,1929.128226207641,176.2610289315253,736.8274225774227,0.0,736.8274225774227
162.8584395848143,119.28799999999993,2239,2358.288,119.28799999999993,0.0,43.57043958481438,0.0,400.0,discharge,0.0,389.8717737923585,0.0,2195.4295604151857,2195.4295604151857,40.00000000000001,800.0000000000001,176.2610289315253,HFP,0.28,660.32064,109.1640966618604,0.0,0.0,1.0,119.28799999999993,1849.128226207641,1968.4162262076416,0.0,389.8717737923585,389.8717737923585,38987.17737923585,CRITICAL,2195.4295604151857,162.8584395848143,2239,119.28799999999993,2358.288,0.0,389.8717737923585,119.28799999999993,1849.128226207641,2195.4295604151857,0.0,119.28799999999993,0.0,43.57043958481438,162.8584395848143,40.00000000000001,800.0000000000001,0.0,119.28799999999993,1849.128226207641,176.2610289315253,992.5537042637055,0.0,992.5537042637055
0.0,133.0519999999999,2285,2418.052,0.0,0.0,0.0,0.0,400.0000000000001,discharge,133.0519999999999,256.8197737923588,0.0,2285.0,2285.0,20.0,400.0,176.26102893152537,HP,0.45,1088.1234,175.44229820656142,66.27820154470096,0.0,1.607142857142857,0.0,2028.1802262076408,2028.1802262076408,0.0,389.8717737923586,389.8717737923586,38987.177379235865,CRITICAL,2285.0,0.0,2285,133.0519999999999,2418.052,0.0,389.8717737923586,0.0,2028.1802262076408,2285.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,2028.1802262076408,176.26102893152537,1033.0485,0.0,1033.0485
0.0,133.0519999999999,2209,2342.052,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,133.0519999999999,2209.0,2342.052,20.0,400.0,0.0,HP,0.45,1053.9234,0.0,0.0,0.0,1.607142857142857,133.0519999999999,2209.0,2342.052,0.0,0.0,0.0,0.0,OK,2209.0,0.0,2209,133.0519999999999,2342.052,0.0,0.0,133.0519999999999,2209.0,2342.052,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,133.0519999999999,2209.0,0.0,1058.8417092,60.15280919999996,998.6889
0.0,142.2279999999999,2162,2304.228,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,142.2279999999999,2162.0,2304.228,20.0,400.0,0.0,HP,0.45,1036.9026,0.0,0.0,0.0,1.607142857142857,142.2279999999999,2162.0,2304.228,0.0,0.0,0.0,0.0,OK,2162.0,0.0,2162,142.2279999999999,2304.228,0.0,0.0,142.2279999999999,2162.0,2304.228,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,142.2279999999999,2162.0,0.0,1041.7414788,64.30127879999995,977.4402
0.0,0.0,1954,1954.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,1954.0,1954.0,20.0,400.0,0.0,HP,0.45,879.3000000000001,0.0,0.0,0.0,1.607142857142857,0.0,1954.0,1954.0,0.0,0.0,0.0,0.0,OK,1954.0,0.0,1954,0.0,1954.0,0.0,0.0,0.0,1954.0,1954.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,1954.0,0.0,883.4034,0.0,883.4034
0.0,0.0,1137,1137.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,1137.0,1137.0,20.0,400.0,0.0,HP,0.45,511.65,0.0,0.0,0.0,1.607142857142857,0.0,1137.0,1137.0,0.0,0.0,0.0,0.0,OK,1137.0,0.0,1137,0.0,1137.0,0.0,0.0,0.0,1137.0,1137.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,1137.0,0.0,514.0377,0.0,514.0377
0.0,0.0,721,721.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,721.0,721.0,20.0,400.0,0.0,HFP,0.28,201.88,0.0,0.0,0.0,1.0,0.0,721.0,721.0,0.0,0.0,0.0,0.0,OK,721.0,0.0,721,0.0,721.0,0.0,0.0,0.0,721.0,721.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,721.0,0.0,325.9641,0.0,325.9641
0.0,0.0,663,663.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,663.0,663.0,20.0,400.0,0.0,HFP,0.28,185.64,0.0,0.0,0.0,1.0,0.0,663.0,663.0,0.0,0.0,0.0,0.0,OK,663.0,0.0,663,0.0,663.0,0.0,0.0,0.0,663.0,663.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,663.0,0.0,299.7423,0.0,299.7423
0.0,0.0,611,611.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,611.0,611.0,20.0,400.0,0.0,HFP,0.28,171.08,0.0,0.0,0.0,1.0,0.0,611.0,611.0,0.0,0.0,0.0,0.0,OK,611.0,0.0,611,0.0,611.0,0.0,0.0,0.0,611.0,611.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,611.0,0.0,276.2331,0.0,276.2331
0.0,0.0,640,640.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,640.0,640.0,20.0,400.0,0.0,HFP,0.28,179.20000000000002,0.0,0.0,0.0,1.0,0.0,640.0,640.0,0.0,0.0,0.0,0.0,OK,640.0,0.0,640,0.0,640.0,0.0,0.0,0.0,640.0,640.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,640.0,0.0,289.344,0.0,289.344
0.0,0.0,652,652.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,652.0,652.0,20.0,400.0,0.0,HFP,0.28,182.56000000000003,0.0,0.0,0.0,1.0,0.0,652.0,652.0,0.0,0.0,0.0,0.0,OK,652.0,0.0,652,0.0,652.0,0.0,0.0,0.0,652.0,652.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,652.0,0.0,294.7692,0.0,294.7692
0.0,0.0,645,645.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,645.0,645.0,20.0,400.0,0.0,HFP,0.28,180.6,0.0,0.0,0.0,1.0,0.0,645.0,645.0,0.0,0.0,0.0,0.0,OK,645.0,0.0,645,0.0,645.0,0.0,0.0,0.0,645.0,645.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,645.0,0.0,291.6045,0.0,291.6045
0.0,0.0,595,595.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,595.0,595.0,20.0,400.0,0.0,HFP,0.28,166.60000000000002,0.0,0.0,0.0,1.0,0.0,595.0,595.0,0.0,0.0,0.0,0.0,OK,595.0,0.0,595,0.0,595.0,0.0,0.0,0.0,595.0,595.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,595.0,0.0,268.9995,0.0,268.9995
0.0,0.0,638,638.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,638.0,638.0,20.0,400.0,0.0,HFP,0.28,178.64,0.0,0.0,0.0,1.0,0.0,638.0,638.0,0.0,0.0,0.0,0.0,OK,638.0,0.0,638,0.0,638.0,0.0,0.0,0.0,638.0,638.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,638.0,0.0,288.4398,0.0,288.4398
244.86170004758748,0.0,765,765.0,0.0,238.66166332841345,0.0,0.0,244.86170004758748,charge,0.0,0.0,0.0,765.0,765.0,31.933083166420676,638.6616633284134,0.0,HFP,0.28,214.2,0.0,0.0,66.82526573195577,1.0,0.0,765.0,765.0,238.66166332841345,0.0,-238.66166332841345,100.0,CRITICAL,765.0,244.86170004758748,765,0.0,765.0,238.66166332841345,0.0,0.0,765.0,765.0,0.0,0.0,238.66166332841345,0.0,0.0,31.933083166420676,638.6616633284134,0.0,0.0,765.0,0.0,345.8565,0.0,345.8565
598.2359260529367,0.0,959,959.0,0.0,389.8717737923585,198.23592605293675,0.0,400.0,charge,0.0,0.0,0.0,760.7640739470633,760.7640739470633,51.4266718560386,1028.533437120772,0.0,HFP,0.28,268.52000000000004,0.0,0.0,109.1640966618604,1.0,0.0,959.0,959.0,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL,760.7640739470633,598.2359260529367,959,0.0,959.0,389.8717737923585,0.0,0.0,959.0,760.7640739470633,0.0,0.0,389.8717737923585,198.23592605293675,198.23592605293675,51.4266718560386,1028.533437120772,0.0,0.0,959.0,0.0,343.9414378314673,0.0,343.9414378314673
1205.377325509092,36.704,1113,1149.704,36.704,389.8717737923585,768.6733255090921,0.0,400.0,charge,0.0,0.0,0.0,344.32667449090786,344.32667449090786,70.92026054565652,1418.4052109131303,0.0,HFP,0.28,321.91712,0.0,0.0,109.1640966618604,1.0,36.704,1113.0,1149.704,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL,344.32667449090786,1205.377325509092,1113,36.704,1149.704,389.8717737923585,0.0,36.704,1113.0,344.32667449090786,0.0,36.704,389.8717737923585,768.6733255090921,805.3773255090921,70.92026054565652,1418.4052109131303,0.0,36.704,1113.0,0.0,155.67008953733944,0.0,155.67008953733944
1545.5650038316649,41.292,1676,1717.292,41.292,389.8717737923585,1104.273003831665,0.0,400.0,charge,0.0,0.0,0.0,571.7269961683351,571.7269961683351,90.41384923527444,1808.276984705489,0.0,HFP,0.28,480.84176,0.0,0.0,109.1640966618604,1.0,41.292,1676.0,1717.292,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL,571.7269961683351,1545.5650038316649,1676,41.292,1717.292,389.8717737923585,0.0,41.292,1676.0,571.7269961683351,0.0,41.292,389.8717737923585,1104.273003831665,1145.5650038316649,90.41384923527444,1808.276984705489,0.0,41.292,1676.0,0.0,258.4777749677043,0.0,258.4777749677043
2722.0571212957307,64.232,1989,2053.232,64.232,191.72301529451107,1989.0,472.1214580070714,196.70366328865927,charge,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,574.9049600000001,0.0,0.0,53.6824442824631,1.0,64.232,1989.0,2053.232,191.72301529451107,0.0,-191.72301529451107,100.0,CRITICAL,0.0,2722.0571212957307,1989,64.232,2053.232,191.72301529451107,0.0,64.232,1989.0,0.0,472.1214580070714,64.232,191.72301529451107,1989.0,2053.232,100.0,2000.0,472.1214580070714,64.232,1989.0,0.0,0.0,0.0,0.0
2289.666216716042,73.40799999999999,2074,2147.408,73.40799999999999,0.0,2074.0,142.25821671604217,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,601.2742400000001,0.0,0.0,0.0,1.0,73.40799999999999,2074.0,2147.408,0.0,0.0,0.0,0.0,OK,0.0,2289.666216716042,2074,73.40799999999999,2147.408,0.0,0.0,73.40799999999999,2074.0,0.0,142.25821671604217,73.40799999999999,0.0,2074.0,2147.408,100.0,2000.0,142.25821671604217,73.40799999999999,2074.0,0.0,0.0,0.0,0.0
2886.689477778584,68.82,2092,2160.82,68.82,0.0,2092.0,725.869477778584,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,605.0296000000001,0.0,0.0,0.0,1.0,68.82,2092.0,2160.82,0.0,0.0,0.0,0.0,OK,0.0,2886.689477778584,2092,68.82,2160.82,0.0,0.0,68.82,2092.0,0.0,725.869477778584,68.82,0.0,2092.0,2160.82,100.0,2000.0,725.869477778584,68.82,2092.0,0.0,0.0,0.0,0.0
2886.689477778584,96.34799999999996,2157,2253.348,96.34799999999996,0.0,2157.0,633.3414777785842,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,630.93744,0.0,0.0,0.0,1.0,96.34799999999996,2157.0,2253.348,0.0,0.0,0.0,0.0,OK,0.0,2886.689477778584,2157,96.34799999999996,2253.348,0.0,0.0,96.34799999999996,2157.0,0.0,633.3414777785842,96.34799999999996,0.0,2157.0,2253.348,100.0,2000.0,633.3414777785842,96.34799999999996,2157.0,0.0,0.0,0.0,0.0
2333.4795584825392,105.52399999999994,2074,2179.524,105.52399999999994,0.0,2074.0,153.95555848253937,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,610.2667200000001,0.0,0.0,0.0,1.0,105.52399999999994,2074.0,2179.524,0.0,0.0,0.0,0.0,OK,0.0,2333.4795584825392,2074,105.52399999999994,2179.524,0.0,0.0,105.52399999999994,2074.0,0.0,153.95555848253937,105.52399999999994,0.0,2074.0,2179.524,100.0,2000.0,153.95555848253937,105.52399999999994,2074.0,0.0,0.0,0.0,0.0
1718.3081031611414,100.93599999999996,2261,2361.936,100.93599999999996,0.0,1617.3721031611417,0.0,400.0,discharge,0.0,389.8717737923585,0.0,643.6278968388585,643.6278968388585,80.0,1600.0,176.2610289315253,HFP,0.28,661.3420800000001,109.1640966618604,0.0,0.0,1.0,100.93599999999996,1871.128226207641,1972.0642262076412,0.0,389.8717737923585,389.8717737923585,38987.17737923585,CRITICAL,643.6278968388585,1718.3081031611414,2261,100.93599999999996,2361.936,0.0,389.8717737923585,100.93599999999996,1871.128226207641,643.6278968388585,0.0,100.93599999999996,0.0,1617.3721031611417,1718.3081031611416,80.0,1600.0,0.0,100.93599999999996,1871.128226207641,176.2610289315253,290.98417216084795,0.0,290.98417216084795
338.719284677051,105.52399999999994,2260,2365.524,105.52399999999994,0.0,233.19528467705103,0.0,400.0,discharge,0.0,389.8717737923585,0.0,2026.804715322949,2026.804715322949,60.00000000000001,1200.0000000000002,176.2610289315253,HFP,0.28,662.34672,109.1640966618604,0.0,0.0,1.0,105.52399999999994,1870.128226207641,1975.6522262076412,0.0,389.8717737923585,389.8717737923585,38987.17737923585,CRITICAL,2026.804715322949,338.719284677051,2260,105.52399999999994,2365.524,0.0,389.8717737923585,105.52399999999994,1870.128226207641,2026.804715322949,0.0,105.52399999999994,0.0,233.19528467705103,338.71928467705095,60.00000000000001,1200.0000000000002,0.0,105.52399999999994,1870.128226207641,176.2610289315253,916.3184117975053,0.0,916.3184117975053
0.0,119.28799999999993,2212,2331.288,0.0,0.0,0.0,0.0,522.3869056635338,discharge,119.28799999999993,389.8717737923585,0.0,2212.0,2212.0,33.880654716823315,677.6130943364664,230.19113373152527,HP,0.45,1049.0796,229.12189820656133,86.55716154470093,0.0,1.607142857142857,0.0,1822.128226207641,1822.128226207641,0.0,509.1597737923584,509.1597737923584,50915.97737923584,CRITICAL,2212.0,0.0,2212,119.28799999999993,2331.288,0.0,509.1597737923584,0.0,1822.128226207641,2212.0,0.0,0.0,0.0,0.0,0.0,33.880654716823315,677.6130943364664,0.0,0.0,1822.128226207641,230.19113373152527,1000.0452,0.0,1000.0452
0.0,123.87599999999992,2164,2287.876,0.0,0.0,0.0,0.0,277.61309433646625,discharge,123.87599999999992,146.70777379235875,0.0,2164.0,2164.0,20.0,400.0,122.33092413152536,HP,0.45,1029.5441999999998,121.7626982065614,45.99924154470097,0.0,1.607142857142857,0.0,2017.2922262076413,2017.2922262076413,0.0,270.58377379235867,270.58377379235867,27058.377379235862,CRITICAL,2164.0,0.0,2164,123.87599999999992,2287.876,0.0,270.58377379235867,0.0,2017.2922262076413,2164.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,2017.2922262076413,122.33092413152536,978.3444,0.0,978.3444
0.0,114.69999999999992,2105,2219.7,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,114.69999999999992,2105.0,2219.7,20.0,400.0,0.0,HP,0.45,998.865,0.0,0.0,0.0,1.607142857142857,114.69999999999992,2105.0,2219.7,0.0,0.0,0.0,0.0,OK,2105.0,0.0,2105,114.69999999999992,2219.7,0.0,0.0,114.69999999999992,2105.0,2219.7,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,114.69999999999992,2105.0,0.0,1003.5263699999999,51.85586999999996,951.6705
0.0,0.0,1914,1914.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,1914.0,1914.0,20.0,400.0,0.0,HP,0.45,861.3000000000001,0.0,0.0,0.0,1.607142857142857,0.0,1914.0,1914.0,0.0,0.0,0.0,0.0,OK,1914.0,0.0,1914,0.0,1914.0,0.0,0.0,0.0,1914.0,1914.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,1914.0,0.0,865.3194,0.0,865.3194
0.0,0.0,1223,1223.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,1223.0,1223.0,20.0,400.0,0.0,HP,0.45,550.35,0.0,0.0,0.0,1.607142857142857,0.0,1223.0,1223.0,0.0,0.0,0.0,0.0,OK,1223.0,0.0,1223,0.0,1223.0,0.0,0.0,0.0,1223.0,1223.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,1223.0,0.0,552.9183,0.0,552.9183
0.0,0.0,732,732.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,732.0,732.0,20.0,400.0,0.0,HFP,0.28,204.96,0.0,0.0,0.0,1.0,0.0,732.0,732.0,0.0,0.0,0.0,0.0,OK,732.0,0.0,732,0.0,732.0,0.0,0.0,0.0,732.0,732.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,732.0,0.0,330.9372,0.0,330.9372
0.0,0.0,611,611.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,611.0,611.0,20.0,400.0,0.0,HFP,0.28,171.08,0.0,0.0,0.0,1.0,0.0,611.0,611.0,0.0,0.0,0.0,0.0,OK,611.0,0.0,611,0.0,611.0,0.0,0.0,0.0,611.0,611.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,611.0,0.0,276.2331,0.0,276.2331
0.0,0.0,635,635.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,635.0,635.0,20.0,400.0,0.0,HFP,0.28,177.8,0.0,0.0,0.0,1.0,0.0,635.0,635.0,0.0,0.0,0.0,0.0,OK,635.0,0.0,635,0.0,635.0,0.0,0.0,0.0,635.0,635.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,635.0,0.0,287.0835,0.0,287.0835
0.0,0.0,653,653.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,653.0,653.0,20.0,400.0,0.0,HFP,0.28,182.84,0.0,0.0,0.0,1.0,0.0,653.0,653.0,0.0,0.0,0.0,0.0,OK,653.0,0.0,653,0.0,653.0,0.0,0.0,0.0,653.0,653.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,653.0,0.0,295.2213,0.0,295.2213
0.0,0.0,612,612.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,612.0,612.0,20.0,400.0,0.0,HFP,0.28,171.36,0.0,0.0,0.0,1.0,0.0,612.0,612.0,0.0,0.0,0.0,0.0,OK,612.0,0.0,612,0.0,612.0,0.0,0.0,0.0,612.0,612.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,612.0,0.0,276.6852,0.0,276.6852
0.0,0.0,585,585.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,585.0,585.0,20.0,400.0,0.0,HFP,0.28,163.8,0.0,0.0,0.0,1.0,0.0,585.0,585.0,0.0,0.0,0.0,0.0,OK,585.0,0.0,585,0.0,585.0,0.0,0.0,0.0,585.0,585.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,585.0,0.0,264.4785,0.0,264.4785
0.0,0.0,542,542.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,542.0,542.0,20.0,400.0,0.0,HFP,0.28,151.76000000000002,0.0,0.0,0.0,1.0,0.0,542.0,542.0,0.0,0.0,0.0,0.0,OK,542.0,0.0,542,0.0,542.0,0.0,0.0,0.0,542.0,542.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,542.0,0.0,245.0382,0.0,245.0382
0.0,0.0,595,595.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,595.0,595.0,20.0,400.0,0.0,HFP,0.28,166.60000000000002,0.0,0.0,0.0,1.0,0.0,595.0,595.0,0.0,0.0,0.0,0.0,OK,595.0,0.0,595,0.0,595.0,0.0,0.0,0.0,595.0,595.0,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,0.0,595.0,0.0,268.9995,0.0,268.9995
446.0822894103145,0.0,679,679.0,0.0,389.8717737923585,46.0822894103145,0.0,400.0,charge,0.0,0.0,0.0,632.9177105896855,632.9177105896855,39.49358868961792,789.8717737923586,0.0,HFP,0.28,190.12,0.0,0.0,109.1640966618604,1.0,0.0,679.0,679.0,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL,632.9177105896855,446.0822894103145,679,0.0,679.0,389.8717737923585,0.0,0.0,679.0,632.9177105896855,0.0,0.0,389.8717737923585,46.0822894103145,46.0822894103145,39.49358868961792,789.8717737923586,0.0,0.0,679.0,0.0,286.14209695759683,0.0,286.14209695759683
