ev_is_hora_punta,ev_tarifa_aplicada_soles,ev_energia_total_kwh,ev_costo_carga_soles,ev_energia_motos_kwh,ev_energia_mototaxis_kwh,ev_co2_reduccion_motos_kg,ev_co2_reduccion_mototaxis_kg,ev_reduccion_directa_co2_kg,ev_demand_kwh,solar_is_hora_punta,solar_tarifa_aplicada_soles,solar_ahorro_soles,solar_reduccion_indirecta_co2_kg,solar_co2_mall_kg,solar_co2_ev_kg,bess_soc_percent,bess_charge_kwh,bess_discharge_kwh,bess_to_mall_kwh,bess_to_ev_kwh,mall_demand_kwh,mall_demand_reduction_kwh,mall_cost_soles,total_reduccion_co2_kg,total_costo_soles,total_ahorro_soles
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.896,0.0,0.8532,0.0,904.815,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.096,0.0,0.49319997,0.0,330.0035,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.57,0.0,0.1596,0.0,159.6,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.501,0.0,0.14028,0.0,140.28,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.477,0.0,0.13356,0.0,133.56,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.464,0.0,0.12991999,0.0,129.92,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.452,0.0,0.12656,0.0,126.56,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.453,0.0,0.12684,0.0,126.84,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.422,0.0,0.118159994,0.0,118.16,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,34.96235,56.451706,0.0,0.0,27.15905,124.865524,0.0,0.0,0.0,0.505,0.0,0.1414,0.0,141.4,34.96235
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,246.06546,397.30786,216.46785,0.0,50.092686,400.0,0.0,0.0,0.0,0.595,478.80524,0.1666,0.0,32.534534,246.06546
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,531.7084,858.51917,419.0967,0.0,73.02632,400.0,0.0,0.0,0.0,0.927,927.0,0.25956,0.0,0.0,531.7084
0,0.28,281.20000000000005,78.736,222.0,59.2,5.8078575,2.4890819,8.29694,281.20000000000005,0,0.28,740.2366,1195.2178,467.4714,8.296939,95.95995,400.0,0.0,0.0,0.0,1.034,1034.0,0.28952003,0.0,0.0,740.2366
0,0.28,281.20000000000005,78.736,222.0,59.2,10.163751,4.355893,14.519644,281.20000000000005,0,0.28,527.8034,852.21405,656.8544,14.519644,100.0,400.0,0.0,0.0,0.0,1.463,1452.8962,0.40964,0.0,2.8290565,527.8034
0,0.28,281.20000000000005,78.736,222.0,59.2,21.779465,9.334057,31.113522,281.20000000000005,0,0.28,708.1354,1143.3857,902.3916,31.113522,100.0,0.0,0.0,0.0,0.0,1.996,1996.0,0.55888003,0.0,0.0,708.1354
0,0.28,281.20000000000005,78.736,222.0,59.2,14.519644,6.2227044,20.742348,281.20000000000005,0,0.28,496.77725,802.11786,781.3755,20.742348,75.85933,0.0,400.0,400.0,0.0,2.027,1728.3246,0.56755996,180.84,0.0,496.77725
0,0.28,281.20000000000005,78.736,222.0,59.2,17.423573,7.467245,24.890818,281.20000000000005,0,0.28,808.2731,1305.0723,913.242,24.890818,98.79297,400.0,0.0,0.0,0.0,2.02,2020.0,0.5656,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,23.23143,9.956327,33.18776,281.20000000000005,0,0.28,808.2731,1305.0723,913.6941,33.187756,100.0,400.0,0.0,0.0,0.0,2.021,2021.0,0.56588,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,23.23143,9.956327,33.18776,281.20000000000005,0,0.28,654.5646,1056.8881,938.5596,33.187756,100.0,0.0,0.0,0.0,0.0,2.076,2076.0,0.58128,0.0,0.0,654.5646
0,0.28,281.20000000000005,78.736,222.0,59.2,21.779465,9.334057,31.113522,281.20000000000005,0,0.28,273.23755,441.18106,410.06754,31.113522,75.85933,0.0,400.0,400.0,0.0,2.147,907.0284,0.60116005,180.84,235.19205,273.23755
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,47.542084,76.76349,0.0,0.0,85.59427,169.79317,0.0,0.0,0.0,2.158,0.0,0.60424,0.0,629.9328,47.542084
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,61.4536,0.0,400.0,276.124,123.876,2.134,0.0,0.9603,180.84,836.0442,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,37.312935,0.0,400.0,285.3,114.7,2.115,0.0,0.95175,180.84,823.365,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,400.0,172.16754,114.7,2.099,0.0,0.94455,129.69281,867.0746,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.935,0.0,0.87074995,0.0,928.5588,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.062,0.0,0.47790003,0.0,320.48352,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.574,0.0,0.16072,0.0,160.72,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.495,0.0,0.1386,0.0,138.6,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.47,0.0,0.13159999,0.0,131.6,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.484,0.0,0.13552,0.0,135.52,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.471,0.0,0.13188,0.0,131.88,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.46,0.0,0.1288,0.0,128.8,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.436,0.0,0.12208,0.0,122.08,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,44.019844,71.07633,0.0,0.0,29.013706,157.21373,0.0,0.0,0.0,0.521,0.0,0.14588001,0.0,145.88,44.019844
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,356.6401,575.8464,320.0868,0.0,51.94734,400.0,0.0,0.0,0.0,0.708,708.0,0.19824,0.0,0.0,356.6401
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,675.50183,1090.6942,449.8395,0.0,74.880974,400.0,0.0,0.0,0.0,0.995,995.0,0.2786,0.0,0.0,675.50183
0,0.28,281.20000000000005,78.736,222.0,59.2,10.163751,4.355893,14.519644,281.20000000000005,0,0.28,790.6032,1276.5419,561.9603,14.519644,97.814606,400.0,0.0,0.0,0.0,1.243,1243.0,0.34804,0.0,0.0,790.6032
0,0.28,281.20000000000005,78.736,222.0,59.2,10.163751,4.355893,14.519644,281.20000000000005,0,0.28,808.2731,1305.0723,809.259,14.519644,100.0,400.0,0.0,0.0,0.0,1.79,1790.0,0.50119996,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,14.519644,6.2227044,20.742348,281.20000000000005,0,0.28,808.2731,1305.0723,1065.1476,20.742348,100.0,0.0,0.0,0.0,0.0,2.356,2356.0,0.65968,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,17.423573,7.467245,24.890818,281.20000000000005,0,0.28,808.2731,1305.0723,1076.4501,24.890818,100.0,0.0,0.0,0.0,0.0,2.381,2381.0,0.66668004,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,20.327501,8.711786,29.039288,281.20000000000005,0,0.28,808.2731,1305.0723,1065.5997,29.039288,100.0,0.0,0.0,0.0,0.0,2.357,2357.0,0.65996003,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,26.135359,11.200868,37.336227,281.20000000000005,0,0.28,808.2731,1305.0723,1061.9829,37.336227,100.0,0.0,0.0,0.0,0.0,2.349,2349.0,0.65771997,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,26.135359,11.200868,37.336227,281.20000000000005,0,0.28,766.9267,1238.3127,1059.2703,37.336227,100.0,0.0,0.0,0.0,0.0,2.343,2343.0,0.65603995,0.0,0.0,766.9267
0,0.28,281.20000000000005,78.736,222.0,59.2,29.039288,12.445409,41.484695,281.20000000000005,0,0.28,383.84357,619.77026,578.2856,41.484695,75.85933,0.0,400.0,400.0,0.0,2.339,1279.1099,0.65492,180.84,184.76923,383.84357
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,50.31384,81.238884,0.0,0.0,86.16183,179.69229,0.0,0.0,0.0,2.263,0.0,0.63364,0.0,661.9021,50.31384
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,62.02116,0.0,400.0,289.888,110.112,2.253,0.0,1.01385,180.84,883.4004,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,37.880493,0.0,400.0,285.3,114.7,2.211,0.0,0.99495,180.84,866.565,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,400.0,195.33571,100.936,2.175,0.0,0.97875,133.94444,890.84894,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.965,0.0,0.88425004,0.0,942.0588,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.113,0.0,0.50085,0.0,336.04816,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.567,0.0,0.15876,0.0,158.76,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.502,0.0,0.14055999,0.0,140.56,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.471,0.0,0.13188,0.0,131.88,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.482,0.0,0.13496,0.0,134.96,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.492,0.0,0.13776,0.0,137.76,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.473,0.0,0.13244,0.0,132.44,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.436,0.0,0.12208,0.0,122.08,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,21.655577,34.966022,0.0,0.0,24.434296,77.34134,0.0,0.0,0.0,0.549,0.0,0.15372,0.0,153.72,21.655577
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,120.67964,194.85452,14.014519,0.0,47.367928,400.0,0.0,0.0,0.0,0.779,30.998714,0.21812,0.0,209.44035,120.67964
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,342.95837,553.7553,372.9153,0.0,70.30156,400.0,0.0,0.0,0.0,0.965,824.8514,0.27019998,0.0,39.24162,342.95837
0,0.28,281.20000000000005,78.736,222.0,59.2,8.711786,3.7336226,12.445409,281.20000000000005,0,0.28,696.9308,1125.2943,542.0679,12.445409,93.2352,400.0,0.0,0.0,0.0,1.199,1199.0,0.33572,0.0,0.0,696.9308
0,0.28,281.20000000000005,78.736,222.0,59.2,5.8078575,2.4890819,8.29694,281.20000000000005,0,0.28,808.2731,1305.0723,785.7498,8.296939,100.0,400.0,0.0,0.0,0.0,1.738,1738.0,0.48664,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,17.423573,7.467245,24.890818,281.20000000000005,0,0.28,808.2731,1305.0723,1031.2401,24.890818,100.0,0.0,0.0,0.0,0.0,2.281,2281.0,0.63868,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,15.971608,6.844975,22.816584,281.20000000000005,0,0.28,808.2731,1305.0723,1031.2401,22.816584,100.0,0.0,0.0,0.0,0.0,2.281,2281.0,0.63868,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,26.135359,11.200868,37.336227,281.20000000000005,0,0.28,808.2731,1305.0723,1029.4316,37.336227,100.0,0.0,0.0,0.0,0.0,2.277,2277.0,0.63756,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,26.135359,11.200868,37.336227,281.20000000000005,0,0.28,762.0073,1230.3696,1028.0754,37.336227,100.0,0.0,0.0,0.0,0.0,2.274,2274.0,0.63672,0.0,0.0,762.0073
0,0.28,281.20000000000005,78.736,222.0,59.2,21.779465,9.334057,31.113522,281.20000000000005,0,0.28,678.88464,1096.1562,1018.5813,31.113522,100.0,0.0,0.0,0.0,0.0,2.253,2253.0,0.63084,0.0,0.0,678.88464
0,0.28,281.20000000000005,78.736,222.0,59.2,29.039288,12.445409,41.484695,281.20000000000005,0,0.28,371.0481,599.11017,557.6255,41.484695,75.85933,0.0,400.0,400.0,0.0,2.202,1233.4119,0.61656,180.84,159.2047,371.0481
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,69.0674,111.51919,0.0,0.0,90.00189,246.66928,0.0,0.0,0.0,2.199,0.0,0.61572,0.0,640.1282,69.0674
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,65.86122,0.0,400.0,285.3,114.7,2.202,0.0,0.9909,180.84,862.515,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,41.72056,0.0,400.0,271.536,128.464,2.175,0.0,0.97875,180.84,856.5588,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,400.0,236.02385,123.876,2.158,0.0,0.9711,162.71072,864.8893,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.065,0.0,0.92925,0.0,987.0588,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.209,0.0,0.54405,0.0,371.92065,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.56,0.0,0.1568,0.0,156.8,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.515,0.0,0.1442,0.0,144.2,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.488,0.0,0.13664,0.0,136.64,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.484,0.0,0.13552,0.0,135.52,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.478,0.0,0.13384,0.0,133.84,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.46,0.0,0.1288,0.0,128.8,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.432,0.0,0.120960005,0.0,120.96,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,39.533134,63.831894,0.0,0.0,28.094986,141.18977,0.0,0.0,0.0,0.467,0.0,0.13076,0.0,130.76,39.533134
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,413.96234,668.4013,290.2482,0.0,51.02862,400.0,0.0,0.0,0.0,0.642,642.0,0.17976001,0.0,0.0,413.96234
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,808.2731,1305.0723,448.4832,0.0,73.96226,400.0,0.0,0.0,0.0,0.992,992.0,0.27776,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,8.711786,3.7336226,12.445409,281.20000000000005,0,0.28,808.2731,1305.0723,522.1755,12.445409,96.89589,400.0,0.0,0.0,0.0,1.155,1155.0,0.3234,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,14.519644,6.2227044,20.742348,281.20000000000005,0,0.28,808.2731,1305.0723,714.7701,20.742348,100.0,400.0,0.0,0.0,0.0,1.581,1581.0,0.44268,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,15.971608,6.844975,22.816584,281.20000000000005,0,0.28,808.2731,1305.0723,934.9428,22.816584,100.0,0.0,0.0,0.0,0.0,2.068,2068.0,0.57904005,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,13.067679,5.600434,18.668114,281.20000000000005,0,0.28,808.2731,1305.0723,975.1797,18.668114,100.0,0.0,0.0,0.0,0.0,2.157,2157.0,0.60396004,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,23.23143,9.956327,33.18776,281.20000000000005,0,0.28,808.2731,1305.0723,962.5209,33.187756,100.0,0.0,0.0,0.0,0.0,2.129,2129.0,0.59612,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,17.423573,7.467245,24.890818,281.20000000000005,0,0.28,808.2731,1305.0723,980.1528,24.890818,100.0,0.0,0.0,0.0,0.0,2.168,2168.0,0.60704,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,30.491251,13.067679,43.55893,281.20000000000005,0,0.28,778.4996,1256.9988,1009.5393,43.55893,100.0,0.0,0.0,0.0,0.0,2.233,2233.0,0.62524,0.0,0.0,778.4996
0,0.28,281.20000000000005,78.736,222.0,59.2,34.847145,14.93449,49.781635,281.20000000000005,0,0.28,379.10773,612.1236,562.342,49.781635,75.85933,0.0,400.0,400.0,0.0,2.215,1243.8442,0.6202,180.84,159.92361,379.10773
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,70.037476,113.0855,0.0,0.0,90.20052,250.13383,0.0,0.0,0.0,2.175,0.0,0.60899997,0.0,642.40063,70.037476
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,66.05986,0.0,400.0,262.36,137.64,2.112,0.0,0.9504,180.84,832.338,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,41.919193,0.0,400.0,289.888,110.112,2.116,0.0,0.9522,180.84,821.7504,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,400.0,253.07916,110.112,2.103,0.0,0.94635,164.19873,832.46436,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.916,0.0,0.8622,0.0,913.815,0.0
1,0.45,281.20000000000005,126.54,222.0,59.2,0.0,0.0,0.0,281.20000000000005,1,0.45,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.096,0.0,0.49319997,0.0,332.5728,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.588,0.0,0.16464,0.0,164.64,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.516,0.0,0.14447999,0.0,144.48,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.488,0.0,0.13664,0.0,136.64,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.481,0.0,0.13468,0.0,134.68,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.48,0.0,0.1344,0.0,134.4,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.481,0.0,0.13468,0.0,134.68,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.452,0.0,0.12656,0.0,126.56,0.0
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,52.635986,84.98832,0.0,0.0,30.777987,187.98567,0.0,0.0,0.0,0.491,0.0,0.13748,0.0,137.48,52.635986
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,417.79266,674.58594,246.8466,0.0,53.71162,400.0,0.0,0.0,0.0,0.546,546.0,0.15288,0.0,0.0,417.79266
0,0.28,281.20000000000005,78.736,222.0,59.2,0.0,0.0,0.0,281.20000000000005,0,0.28,803.06055,1296.656,335.9103,0.0,76.645256,400.0,0.0,0.0,0.0,0.743,743.0,0.20804,0.0,0.0,803.06055
0,0.28,281.20000000000005,78.736,222.0,59.2,5.8078575,2.4890819,8.29694,281.20000000000005,0,0.28,808.2731,1305.0723,485.5554,8.296939,99.57889,400.0,0.0,0.0,0.0,1.074,1074.0,0.30072,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,13.067679,5.600434,18.668114,281.20000000000005,0,0.28,808.2731,1305.0723,732.8541,18.668114,100.0,400.0,0.0,0.0,0.0,1.621,1621.0,0.45388,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,10.163751,4.355893,14.519644,281.20000000000005,0,0.28,808.2731,1305.0723,989.1948,14.519644,100.0,0.0,0.0,0.0,0.0,2.188,2188.0,0.61263996,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,18.875536,8.089516,26.965052,281.20000000000005,0,0.28,808.2731,1305.0723,1021.746,26.965052,100.0,0.0,0.0,0.0,0.0,2.26,2260.0,0.6328,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,14.519644,6.2227044,20.742348,281.20000000000005,0,0.28,808.2731,1305.0723,998.2368,20.742348,100.0,0.0,0.0,0.0,0.0,2.208,2208.0,0.61824,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,20.327501,8.711786,29.039288,281.20000000000005,0,0.28,808.2731,1305.0723,968.8503,29.039288,100.0,0.0,0.0,0.0,0.0,2.143,2143.0,0.60003996,0.0,0.0,808.2731
0,0.28,281.20000000000005,78.736,222.0,59.2,26.135359,11.200868,37.336227,281.20000000000005,0,0.28,603.3657,974.2201,936.8839,37.336227,100.0,0.0,0.0,0.0,0.0,2.12,2072.2935,0.5936,0.0,13.357818,603.3657
