pv_kwh,ev_kwh,mall_kwh,load_kwh,pv_to_ev_kwh,pv_to_bess_kwh,pv_to_mall_kwh,grid_export_kwh,bess_action_kwh,bess_mode,bess_to_ev_kwh,bess_to_mall_kwh,grid_import_ev_kwh,grid_import_mall_kwh,grid_import_kwh,soc_percent,soc_kwh,co2_avoided_indirect_kg,tariff_period,tariff_rate_soles_kwh,cost_if_grid_import_soles,cost_avoided_by_bess_soles,cost_savings_hp_soles,cost_savings_hfp_soles,tariff_index_hp_hfp,ev_demand_after_bess_kwh,mall_demand_after_bess_kwh,load_after_bess_kwh,bess_energy_stored_hourly_kwh,bess_energy_delivered_hourly_kwh,bess_balance_error_hourly_kwh,bess_balance_error_hourly_percent,bess_validation_status_hourly,pv_generation_kw,mall_demand_kw,ev_demand_kw,total_demand_kw,bess_charge_kw,bess_discharge_kw,ev_demand_after_bess_kw,mall_demand_after_bess_kw,demand_from_grid_kw,grid_export_kw,pv_to_ev_kw,pv_to_bess_kw,pv_to_mall_kw,pv_to_demand_kw,bess_soc_percent,bess_soc_kwh,pv_to_grid_kw,ev_from_grid_kw,mall_from_grid_kw,co2_avoided_kg,co2_from_grid_kg,co2_from_grid_ev_kg,co2_from_grid_mall_kg
2886.689477778584,87.82083333333333,100.0,187.82083333333333,87.82083333333333,117.50655961002604,100.0,2578.3094580573606,120.55918638789043,charge,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,32.90183669080729,1.0,87.82083333333333,100.0,187.82083333333333,117.50655961002604,0.0,-117.50655961002604,100.0,CRITICAL,2886.689477778584,100.0,87.82083333333333,187.82083333333333,120.55918638789043,-0.0,87.82083333333333,100.0,0.0,2578.3094580573606,87.82083333333333,117.50655961002604,100.0,187.82083333333333,100.0,1700.0,2578.3094580573606,87.82083333333333,100.0,0.0,0.0,0.0,0.0
2886.689477778584,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,2698.868644445251,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,2886.689477778584,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,2698.868644445251,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,2698.868644445251,87.82083333333333,100.0,0.0,0.0,0.0,0.0
2886.689477778584,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,2698.868644445251,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,2886.689477778584,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,2698.868644445251,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,2698.868644445251,87.82083333333333,100.0,0.0,0.0,0.0,0.0
1407.6952566845382,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,1219.8744233512048,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,1407.6952566845382,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,1219.8744233512048,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,1219.8744233512048,87.82083333333333,100.0,0.0,0.0,0.0,0.0
1357.888944350109,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,1170.0681110167757,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,1357.888944350109,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,1170.0681110167757,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,1170.0681110167757,87.82083333333333,100.0,0.0,0.0,0.0,0.0
1578.0332718828888,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,1390.2124385495554,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,1578.0332718828888,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,1390.2124385495554,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,1390.2124385495554,87.82083333333333,100.0,0.0,0.0,0.0,0.0
873.4389981102496,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,685.6181647769163,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,873.4389981102496,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,685.6181647769163,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,685.6181647769163,87.82083333333333,100.0,0.0,0.0,0.0,0.0
179.73766390238518,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,91.91683056905184,0.0,0.0,idle,0.0,0.0,0.0,8.083169430948146,8.083169430948146,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,179.73766390238518,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,8.083169430948146,0.0,87.82083333333333,0.0,91.91683056905184,179.73766390238518,100.0,1700.0,0.0,87.82083333333333,100.0,0.0,3.654400899731657,0.0,3.654400899731657
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,90.1022738620783,discharge,87.82083333333333,0.0,0.0,100.0,100.0,94.69986624340716,1609.8977261379218,39.70379875,HP,0.45,84.519375,39.519375,14.929541666666664,0.0,1.607142857142857,0.0,100.0,100.0,0.0,87.82083333333333,87.82083333333333,8782.083333333332,CRITICAL,0.0,100.0,87.82083333333333,187.82083333333333,90.1022738620783,-0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,94.69986624340716,1609.8977261379218,0.0,0.0,100.0,39.70379875,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,90.1022738620783,discharge,87.82083333333333,0.0,0.0,100.0,100.0,89.39973248681432,1519.7954522758434,39.70379875,HP,0.45,84.519375,39.519375,14.929541666666664,0.0,1.607142857142857,0.0,100.0,100.0,0.0,87.82083333333333,87.82083333333333,8782.083333333332,CRITICAL,0.0,100.0,87.82083333333333,187.82083333333333,90.1022738620783,-0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,89.39973248681432,1519.7954522758434,0.0,0.0,100.0,39.70379875,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,90.1022738620783,discharge,87.82083333333333,0.0,0.0,100.0,100.0,84.09959873022149,1429.6931784137653,39.70379875,HP,0.45,84.519375,39.519375,14.929541666666664,0.0,1.607142857142857,0.0,100.0,100.0,0.0,87.82083333333333,87.82083333333333,8782.083333333332,CRITICAL,0.0,100.0,87.82083333333333,187.82083333333333,90.1022738620783,-0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,84.09959873022149,1429.6931784137653,0.0,0.0,100.0,39.70379875,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,90.1022738620783,discharge,87.82083333333333,0.0,0.0,100.0,100.0,78.79946497362864,1339.590904551687,39.70379875,HP,0.45,84.519375,39.519375,14.929541666666664,0.0,1.607142857142857,0.0,100.0,100.0,0.0,87.82083333333333,87.82083333333333,8782.083333333332,CRITICAL,0.0,100.0,87.82083333333333,187.82083333333333,90.1022738620783,-0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,78.79946497362864,1339.590904551687,0.0,0.0,100.0,39.70379875,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,100.0,100.0,55.270053208922754,939.5909045516868,0.0,HP,0.45,84.519375,0.0,0.0,0.0,1.607142857142857,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,0.0,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,55.270053208922754,939.5909045516868,0.0,87.82083333333333,100.0,0.0,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,100.0,100.0,31.740641444216877,539.5909045516868,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,0.0,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,31.740641444216877,539.5909045516868,0.0,87.82083333333333,100.0,0.0,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,100.0,100.0,20.0,340.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,0.0,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,340.0,0.0,87.82083333333333,100.0,0.0,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,100.0,100.0,20.0,340.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,0.0,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,340.0,0.0,87.82083333333333,100.0,0.0,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,100.0,100.0,20.0,340.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,0.0,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,340.0,0.0,87.82083333333333,100.0,0.0,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,100.0,100.0,20.0,340.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,0.0,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,340.0,0.0,87.82083333333333,100.0,0.0,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,100.0,100.0,20.0,340.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,0.0,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,340.0,0.0,87.82083333333333,100.0,0.0,45.21,0.0,45.21
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,100.0,100.0,20.0,340.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,0.0,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,340.0,0.0,87.82083333333333,100.0,0.0,45.21,0.0,45.21
68.20770202924705,87.82083333333333,100.0,187.82083333333333,0.0,66.480644441108,0.0,0.0,68.20770202924705,charge,64.79731692778466,0.0,23.023516405548666,100.0,123.02351640554866,20.0,340.0,29.294866983051445,HFP,0.28,52.58983333333334,18.143248739779708,0.0,18.61458044351024,1.0,23.023516405548666,100.0,123.02351640554866,66.480644441108,64.79731692778466,-1.6833275133233343,2.532056551910403,OK,68.20770202924705,100.0,87.82083333333333,187.82083333333333,68.20770202924705,-0.0,23.023516405548666,100.0,123.02351640554866,0.0,0.0,66.480644441108,0.0,0.0,20.0,340.0,0.0,23.023516405548666,100.0,29.294866983051445,55.61893176694855,10.408931766948552,45.21
298.49403324612945,87.82083333333333,100.0,187.82083333333333,0.0,290.9359955202593,0.0,0.0,298.49403324612945,charge,87.82083333333333,0.0,0.0,100.0,100.0,31.81374833283418,540.833721658181,39.70379875,HFP,0.28,52.58983333333334,24.58983333333333,0.0,81.46207874567261,1.0,0.0,100.0,100.0,290.9359955202593,87.82083333333333,-203.115162186926,69.81438024666222,CRITICAL,298.49403324612945,100.0,87.82083333333333,187.82083333333333,298.49403324612945,-0.0,0.0,100.0,100.0,0.0,0.0,290.9359955202593,0.0,0.0,31.81374833283418,540.833721658181,0.0,0.0,100.0,39.70379875,45.21,0.0,45.21
980.999339150895,87.82083333333333,100.0,187.82083333333333,87.82083333333333,389.8717737923585,100.0,393.1785058175617,400.0,charge,0.0,0.0,0.0,0.0,0.0,54.74738208532586,930.7054954505396,0.0,HFP,0.28,52.58983333333334,0.0,0.0,109.1640966618604,1.0,87.82083333333333,100.0,187.82083333333333,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL,980.999339150895,100.0,87.82083333333333,187.82083333333333,400.0,-0.0,87.82083333333333,100.0,0.0,393.1785058175617,87.82083333333333,389.8717737923585,100.0,187.82083333333333,54.74738208532586,930.7054954505396,393.1785058175617,87.82083333333333,100.0,0.0,0.0,0.0,0.0
2079.424659559644,87.82083333333333,100.0,187.82083333333333,87.82083333333333,389.8717737923585,100.0,1491.603826226311,400.0,charge,0.0,0.0,0.0,0.0,0.0,77.68101583781754,1320.5772692428982,0.0,HFP,0.28,52.58983333333334,0.0,0.0,109.1640966618604,1.0,87.82083333333333,100.0,187.82083333333333,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL,2079.424659559644,100.0,87.82083333333333,187.82083333333333,400.0,-0.0,87.82083333333333,100.0,0.0,1491.603826226311,87.82083333333333,389.8717737923585,100.0,187.82083333333333,77.68101583781754,1320.5772692428982,1491.603826226311,87.82083333333333,100.0,0.0,0.0,0.0,0.0
2886.689477778584,87.82083333333333,100.0,187.82083333333333,87.82083333333333,379.4227307571019,100.0,2309.5891363994306,389.2795080458205,charge,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,106.23836461198852,1.0,87.82083333333333,100.0,187.82083333333333,379.4227307571019,0.0,-379.4227307571019,100.0,CRITICAL,2886.689477778584,100.0,87.82083333333333,187.82083333333333,389.2795080458205,-0.0,87.82083333333333,100.0,0.0,2309.5891363994306,87.82083333333333,379.4227307571019,100.0,187.82083333333333,100.0,1700.0,2309.5891363994306,87.82083333333333,100.0,0.0,0.0,0.0,0.0
2886.689477778584,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,2698.868644445251,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,2886.689477778584,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,2698.868644445251,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,2698.868644445251,87.82083333333333,100.0,0.0,0.0,0.0,0.0
2886.689477778584,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,2698.868644445251,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,2886.689477778584,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,2698.868644445251,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,2698.868644445251,87.82083333333333,100.0,0.0,0.0,0.0,0.0
1558.8509539256966,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,1371.0301205923631,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,1558.8509539256966,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,1371.0301205923631,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,1371.0301205923631,87.82083333333333,100.0,0.0,0.0,0.0,0.0
2184.4023082260496,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,1996.5814748927164,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,2184.4023082260496,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,1996.5814748927164,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,1996.5814748927164,87.82083333333333,100.0,0.0,0.0,0.0,0.0
1558.7103466248775,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,1370.889513291544,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,1558.7103466248775,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,1370.889513291544,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,1370.889513291544,87.82083333333333,100.0,0.0,0.0,0.0,0.0
1105.4315951702931,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,917.6107618369598,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,1105.4315951702931,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,917.6107618369598,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,917.6107618369598,87.82083333333333,100.0,0.0,0.0,0.0,0.0
241.8706750951441,87.82083333333333,100.0,187.82083333333333,87.82083333333333,0.0,100.0,54.04984176181077,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,1700.0,0.0,HFP,0.28,52.58983333333334,0.0,0.0,0.0,1.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,OK,241.8706750951441,100.0,87.82083333333333,187.82083333333333,0.0,-0.0,87.82083333333333,100.0,0.0,54.04984176181077,87.82083333333333,0.0,100.0,187.82083333333333,100.0,1700.0,54.04984176181077,87.82083333333333,100.0,0.0,0.0,0.0,0.0
0.0,87.82083333333333,100.0,187.82083333333333,0.0,0.0,0.0,0.0,90.1022738620783,discharge,87.82083333333333,0.0,0.0,100.0,100.0,94.69986624340716,1609.8977261379218,39.70379875,HP,0.45,84.519375,39.519375,14.929541666666664,0.0,1.607142857142857,0.0,100.0,100.0,0.0,87.82083333333333,87.82083333333333,8782.083333333332,CRITICAL,0.0,100.0,87.82083333333333,187.82083333333333,90.1022738620783,-0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,94.69986624340716,1609.8977261379218,0.0,0.0,100.0,39.70379875,45.21,0.0,45.21
