soc_stored_kwh
2260.0
2260.0
2260.0
2260.0
2260.0
2260.0
2374.4702165695726
3248.49446278961
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4258.660245384575
4024.0602184115637
3829.7774187389186
3672.2613593704077
3541.761184629325
3541.761184629325
3541.761184629325
3541.761184629325
3541.761184629325
3541.761184629325
3541.761184629325
3541.761184629325
3557.4334972437
3777.336285664884
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4256.727130036807
4018.4739953228614
3818.8238019314817
3663.9124576216195
3533.5281569387857
3533.5281569387857
3533.5281569387857
3533.5281569387857
3533.5281569387857
3533.5281569387857
3533.5281569387857
3533.5281569387857
3624.747929180253
4459.903641937121
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4253.99027690993
4019.0202153912824
3824.365608041749
3668.8088505341943
3537.169545078782
3537.169545078782
3537.169545078782
3537.169545078782
3537.169545078782
3537.169545078782
3537.169545078782
3537.169545078782
3626.639084807706
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4259.3339622179365
4024.227047323599
3828.9816282932293
3672.4604127883995
3540.876198510541
3540.876198510541
3540.876198510541
3540.876198510541
3540.876198510541
3540.876198510541
3540.876198510541
3540.876198510541
3652.164450047792
4410.677931188594
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4256.317908361249
4018.4394460493986
3822.511884631801
3664.627075202344
3534.41779014602
3534.41779014602
3534.41779014602
3534.41779014602
3534.41779014602
3534.41779014602
3534.41779014602
3534.41779014602
3562.3667538922896
3900.492524083384
4233.783673922005
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4333.547989897679
4165.7534305801755
4025.720891198722
3914.273338555105
3821.8049870266277
3821.8049870266277
3821.8049870266277
3821.8049870266277
3821.8049870266277
3821.8049870266277
3821.8049870266277
3821.8049870266277
3917.6493501450664
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4337.600240639543
4173.066722853937
4034.649202029815
3925.2962951464688
3834.8106561232844
3834.8106561232844
3834.8106561232844
3834.8106561232844
3834.8106561232844
3834.8106561232844
3834.8106561232844
3834.8106561232844
3881.5446421625497
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4259.316486691121
4019.659698984502
3821.758889152602
3664.9793542306697
3532.96660549885
3532.96660549885
3532.96660549885
3532.96660549885
3532.96660549885
3532.96660549885
3532.96660549885
3532.96660549885
3554.2543826094156
3984.780374484474
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4252.386678324856
4013.590400872554
3814.43526373962
3656.936555832175
3525.7247751872383
3525.7247751872383
3525.7247751872383
3525.7247751872383
3525.7247751872383
3525.7247751872383
3525.7247751872383
3525.7247751872383
3529.052469971853
3668.5460831562723
4166.4870323337545
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4259.686752855675
4026.1479551391085
3829.794433453872
3674.962117876468
3544.5533449635795
3544.5533449635795
3544.5533449635795
3544.5533449635795
3544.5533449635795
3544.5533449635795
3544.5533449635795
3544.5533449635795
3567.071414904504
4130.18443103211
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4255.530377264264
4019.917391680358
3823.626885830555
3664.8269169215328
3532.822454279857
3532.822454279857
3532.822454279857
3532.822454279857
3532.822454279857
3532.822454279857
3532.822454279857
3532.822454279857
3607.984106745671
4479.9191555208945
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4252.823995110858
4018.2933527139667
3821.79175139547
3663.092869978995
3530.5065870956455
3530.5065870956455
3530.5065870956455
3530.5065870956455
3530.5065870956455
3530.5065870956455
3530.5065870956455
3530.5065870956455
3622.192760337765
4302.787780558197
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4338.422583849184
4174.712649116436
4036.5536063865907
3925.0420583342006
3832.5906553264567
3832.5906553264567
3832.5906553264567
3832.5906553264567
3832.5906553264567
3832.5906553264567
3832.5906553264567
3832.5906553264567
3906.56565274338
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4335.396436275331
4170.521900526929
4034.024173712151
3921.994744034708
3830.520371454264
3830.520371454264
3830.520371454264
3830.520371454264
3830.520371454264
3830.520371454264
3830.520371454264
3830.520371454264
3873.6904147859877
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4258.243033593766
4018.8009060234967
3820.901493168763
3661.579843465653
3528.760895378665
3528.760895378665
3528.760895378665
3528.760895378665
3528.760895378665
3528.760895378665
3528.760895378665
3528.760895378665
3569.2640746218603
4339.0478638327595
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4258.28432258684
4018.8365005753094
3820.6214007944936
3663.8373348120285
3532.756813865511
3532.756813865511
3532.756813865511
3532.756813865511
3532.756813865511
3532.756813865511
3532.756813865511
3532.756813865511
3532.756813865511
3801.1729302627787
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4520.0
4261.693375656613
4026.833541397638
3831.660444831433
3677.570773684525
3546.58497367155
3546.58497367155
