timestamp,hour,minute,day,pv_power_kw,pv_energy_kwh,demand_kw,demand_kwh
2024-01-01 00:00:00-05:00,0,0,0,0.0,0.0,3.4677,0.8669
2024-01-01 00:15:00-05:00,0,15,0,0.0,0.0,3.1107,0.7777
2024-01-01 00:30:00-05:00,0,30,0,0.0,0.0,3.1371,0.7843
2024-01-01 00:45:00-05:00,0,45,0,0.0,0.0,3.159,0.7898
2024-01-01 01:00:00-05:00,1,0,0,0.0,0.0,1.511,0.3777
2024-01-01 01:15:00-05:00,1,15,0,0.0,0.0,1.7129,0.4282
2024-01-01 01:30:00-05:00,1,30,0,0.0,0.0,1.6822,0.4205
2024-01-01 01:45:00-05:00,1,45,0,0.0,0.0,1.6419,0.4105
2024-01-01 02:00:00-05:00,2,0,0,0.0,0.0,1.9454,0.4864
2024-01-01 02:15:00-05:00,2,15,0,0.0,0.0,1.6958,0.424
2024-01-01 02:30:00-05:00,2,30,0,0.0,0.0,2.0458,0.5115
2024-01-01 02:45:00-05:00,2,45,0,0.0,0.0,1.6707,0.4177
2024-01-01 03:00:00-05:00,3,0,0,0.0,0.0,0.0,0.0
2024-01-01 03:15:00-05:00,3,15,0,0.0,0.0,0.0,0.0
2024-01-01 03:30:00-05:00,3,30,0,0.0,0.0,0.0,0.0
2024-01-01 03:45:00-05:00,3,45,0,0.0,0.0,0.0,0.0
2024-01-01 04:00:00-05:00,4,0,0,0.0,0.0,0.0,0.0
2024-01-01 04:15:00-05:00,4,15,0,0.0,0.0,0.0,0.0
2024-01-01 04:30:00-05:00,4,30,0,0.0,0.0,0.0,0.0
2024-01-01 04:45:00-05:00,4,45,0,0.0,0.0,0.0,0.0
2024-01-01 05:00:00-05:00,5,0,0,0.0,0.0,2.1398,0.5349
2024-01-01 05:15:00-05:00,5,15,0,0.0,0.0,1.3607,0.3402
2024-01-01 05:30:00-05:00,5,30,0,0.0,0.0,1.518,0.3795
2024-01-01 05:45:00-05:00,5,45,0,0.0,0.0,1.4225,0.3556
2024-01-01 06:00:00-05:00,6,0,0,10.895969276832504,2.723992319208126,5.1464,1.2866
2024-01-01 06:15:00-05:00,6,15,0,21.25379263778069,5.313448159445174,4.4178,1.1045
2024-01-01 06:30:00-05:00,6,30,0,34.23130173510156,8.55782543377539,4.4319,1.108
2024-01-01 06:45:00-05:00,6,45,0,50.67573801846274,12.668934504615684,3.6252,0.9063
2024-01-01 07:00:00-05:00,7,0,0,70.95191466512019,17.737978666280046,11.1308,2.7827
2024-01-01 07:15:00-05:00,7,15,0,85.03027847659966,21.257569619149915,15.219,3.8047
2024-01-01 07:30:00-05:00,7,30,0,98.52446753131508,24.63111688282877,13.3031,3.3258
2024-01-01 07:45:00-05:00,7,45,0,111.24365192496074,27.810912981240183,13.6387,3.4097
2024-01-01 08:00:00-05:00,8,0,0,123.09981753158092,30.774954382895228,27.4777,6.8694
2024-01-01 08:15:00-05:00,8,15,0,141.5902929459439,35.397573236485975,21.8656,5.4664
2024-01-01 08:30:00-05:00,8,30,0,160.56693855509835,40.141734638774594,29.342,7.3355
2024-01-01 08:45:00-05:00,8,45,0,179.85566573807924,44.96391643451981,24.0095,6.0024
2024-01-01 09:00:00-05:00,9,0,0,199.29321709493195,49.82330427373299,34.6472,8.6618
2024-01-01 09:15:00-05:00,9,15,0,214.6713236057038,53.66783090142595,29.5406,7.3852
2024-01-01 09:30:00-05:00,9,30,0,229.3624378835213,57.34060947088032,27.9354,6.9839
2024-01-01 09:45:00-05:00,9,45,0,243.3657664615125,60.84144161537813,18.2411,4.5603
2024-01-01 10:00:00-05:00,10,0,0,256.68305488065573,64.17076372016393,27.3529,6.8382
2024-01-01 10:15:00-05:00,10,15,0,257.5672967075354,64.39182417688384,40.0784,10.0196
2024-01-01 10:30:00-05:00,10,30,0,257.580537589051,64.39513439726275,35.5844,8.8961
2024-01-01 10:45:00-05:00,10,45,0,256.7961961919011,64.19904904797528,32.1252,8.0313
2024-01-01 11:00:00-05:00,11,0,0,255.2877408324255,63.821935208106375,23.8841,5.971
2024-01-01 11:15:00-05:00,11,15,0,248.03683456762928,62.00920864190732,21.5983,5.3996
2024-01-01 11:30:00-05:00,11,30,0,240.21434281923771,60.05358570480944,19.1589,4.7897
2024-01-01 11:45:00-05:00,11,45,0,231.8648453625534,57.96621134063835,26.5997,6.6499
2024-01-01 12:00:00-05:00,12,0,0,223.03285431890143,55.75821357972536,19.7969,4.9492
2024-01-01 12:15:00-05:00,12,15,0,194.45685421409956,48.61421355352488,11.0683,2.7671
2024-01-01 12:30:00-05:00,12,30,0,165.5638334562174,41.39095836405435,13.324,3.331
2024-01-01 12:45:00-05:00,12,45,0,135.80408410343608,33.95102102585902,22.5711,5.6428
2024-01-01 13:00:00-05:00,13,0,0,106.01916978095696,26.50479244523924,17.6282,4.407
2024-01-01 13:15:00-05:00,13,15,0,105.76712959376115,26.44178239844029,19.2813,4.8203
2024-01-01 13:30:00-05:00,13,30,0,105.07938031791429,26.26984507947857,19.1677,4.7919
2024-01-01 13:45:00-05:00,13,45,0,103.91664145440944,25.97916036360236,16.1181,4.0295
2024-01-01 14:00:00-05:00,14,0,0,102.1512077752665,25.537801943816625,26.034,6.5085
2024-01-01 14:15:00-05:00,14,15,0,107.14788296402575,26.78697074100644,30.5902,7.6475
2024-01-01 14:30:00-05:00,14,30,0,111.67331027439946,27.918327568599864,28.9374,7.2343
2024-01-01 14:45:00-05:00,14,45,0,115.6832114613493,28.920802865337325,22.648,5.662
2024-01-01 15:00:00-05:00,15,0,0,119.1316207204842,29.78290518012105,26.794,6.6985
2024-01-01 15:15:00-05:00,15,15,0,105.33134693040206,26.33283673260052,26.1315,6.5329
2024-01-01 15:30:00-05:00,15,30,0,91.63343621339128,22.90835905334782,29.0692,7.2673
2024-01-01 15:45:00-05:00,15,45,0,78.11184293603336,19.52796073400834,33.617,8.4043
2024-01-01 16:00:00-05:00,16,0,0,64.8504032598496,16.2126008149624,36.5798,9.145
2024-01-01 16:15:00-05:00,16,15,0,50.43243881184784,12.60810970296196,33.8593,8.4648
2024-01-01 16:30:00-05:00,16,30,0,36.64044165799061,9.160110414497654,27.9306,6.9826
2024-01-01 16:45:00-05:00,16,45,0,23.67407328636997,5.918518321592493,26.7468,6.6867
2024-01-01 17:00:00-05:00,17,0,0,11.851978724261569,2.962994681065392,40.167,10.0418
2024-01-01 17:15:00-05:00,17,15,0,6.816222878354996,1.704055719588749,26.2054,6.5513
2024-01-01 17:30:00-05:00,17,30,0,2.9000621337772405,0.7250155334443101,35.2455,8.8114
2024-01-01 17:45:00-05:00,17,45,0,0.0,0.0,32.3412,8.0853
2024-01-01 18:00:00-05:00,18,0,0,0.0,0.0,38.2542,9.5636
2024-01-01 18:15:00-05:00,18,15,0,0.0,0.0,26.2611,6.5653
2024-01-01 18:30:00-05:00,18,30,0,0.0,0.0,32.2809,8.0702
2024-01-01 18:45:00-05:00,18,45,0,0.0,0.0,50.1642,12.541
2024-01-01 19:00:00-05:00,19,0,0,0.0,0.0,35.6757,8.9189
2024-01-01 19:15:00-05:00,19,15,0,0.0,0.0,32.5104,8.1276
2024-01-01 19:30:00-05:00,19,30,0,0.0,0.0,27.6797,6.9199
2024-01-01 19:45:00-05:00,19,45,0,0.0,0.0,28.0373,7.0093
2024-01-01 20:00:00-05:00,20,0,0,0.0,0.0,28.1011,7.0253
2024-01-01 20:15:00-05:00,20,15,0,0.0,0.0,24.8001,6.2
2024-01-01 20:30:00-05:00,20,30,0,0.0,0.0,31.2993,7.8248
2024-01-01 20:45:00-05:00,20,45,0,0.0,0.0,30.6524,7.6631
2024-01-01 21:00:00-05:00,21,0,0,0.0,0.0,21.8738,5.4685
2024-01-01 21:15:00-05:00,21,15,0,0.0,0.0,19.4782,4.8696
2024-01-01 21:30:00-05:00,21,30,0,0.0,0.0,21.2462,5.3116
2024-01-01 21:45:00-05:00,21,45,0,0.0,0.0,17.1458,4.2865
2024-01-01 22:00:00-05:00,22,0,0,0.0,0.0,14.883,3.7207
2024-01-01 22:15:00-05:00,22,15,0,0.0,0.0,13.7146,3.4287
2024-01-01 22:30:00-05:00,22,30,0,0.0,0.0,17.0758,4.2689
2024-01-01 22:45:00-05:00,22,45,0,0.0,0.0,12.756,3.189
2024-01-01 23:00:00-05:00,23,0,0,0.0,0.0,6.1881,1.547
