name,paco_kw,pdco_kw,efficiency,n_inverters,oversize_ratio,score
TMEIC__PVH_L3200GR__600V_,3127.43,3173.06425,0.9856182395298173,1,0.0028635561968894776,0.9828039252593137
TMEIC__PVH_L3200GR_E7__600V_,3127.43,3173.06425,0.9856182395298173,1,0.0028635561968894776,0.9828039252593137
TMEIC__PVH_L3200GR_EG__600V_,3127.43,3173.06425,0.9856182395298173,1,0.0028635561968894776,0.9828039252593137
Power_Electronics__FS3000CU15__690V_,3201.17,3264.88475,0.9804848394725112,1,0.0265095398428732,0.9551638844219539
INGETEAM_POWER_TECHNOLOGY_S_A___Ingecon_Sun_1560TL_U_B600_Indoor__450V_,1560.0,1600.73875,0.974550031977423,2,0.000481000481000481,0.9549908636398637
