datetime,irradiancia_ghi,temperatura_c,velocidad_viento_ms,potencia_kw,energia_kwh,poa_wm2
2024-01-01 00:00:00-05:00,0.0,24.71,0.61,0.0,0.0,0.0
2024-01-01 01:00:00-05:00,0.0,24.37,0.63,0.0,0.0,0.0
2024-01-01 02:00:00-05:00,0.0,24.03,0.65,0.0,0.0,0.0
2024-01-01 03:00:00-05:00,0.0,24.94,0.34,0.0,0.0,0.0
2024-01-01 04:00:00-05:00,0.0,23.47,0.69,0.0,0.0,0.0
2024-01-01 05:00:00-05:00,0.0,23.57,0.41,0.0,0.0,0.0
2024-01-01 06:00:00-05:00,44.85,24.14,0.21,110.36828170490314,110.36828170490314,34.78848594377544
2024-01-01 07:00:00-05:00,194.75,25.01,0.41,561.394589929643,561.394589929643,170.74736488715575
2024-01-01 08:00:00-05:00,286.6,25.14,0.48,936.0194816495164,936.0194816495164,265.31842030008085
2024-01-01 09:00:00-05:00,446.95,25.72,0.41,1489.8779438179097,1489.8779438179097,418.88929701933193
2024-01-01 10:00:00-05:00,572.8,26.55,0.69,1918.038363091682,1918.038363091682,542.0193288216849
2024-01-01 11:00:00-05:00,565.05,26.96,1.03,1907.785935920285,1907.785935920285,537.8993841400418
2024-01-01 12:00:00-05:00,490.9,27.29,0.9,1668.9652146264905,1668.9652146264905,468.0950498506832
2024-01-01 13:00:00-05:00,232.75,27.62,0.48,817.8420096427741,817.8420096427741,226.560637728513
2024-01-01 14:00:00-05:00,225.95,25.47,0.48,785.7473572426275,785.7473572426275,216.77584477620283
2024-01-01 15:00:00-05:00,264.0,25.03,0.28,907.0378054425202,907.0378054425202,251.31097941855933
2024-01-01 16:00:00-05:00,155.7,25.6,0.62,517.4575387666023,517.4575387666023,146.73312166865526
2024-01-01 17:00:00-05:00,44.25,25.3,0.41,118.97790001071516,118.97790001071516,40.22325883567986
2024-01-01 18:00:00-05:00,0.05,25.3,0.0,0.0,0.0,0.0488981926685876
2024-01-01 19:00:00-05:00,0.0,25.18,0.41,0.0,0.0,0.0
2024-01-01 20:00:00-05:00,0.0,24.85,0.55,0.0,0.0,0.0
2024-01-01 21:00:00-05:00,0.0,24.59,0.9,0.0,0.0,0.0
2024-01-01 22:00:00-05:00,0.0,24.28,0.9,0.0,0.0,0.0
2024-01-01 23:00:00-05:00,0.0,24.0,0.83,0.0,0.0,0.0
2024-01-02 00:00:00-05:00,0.0,23.69,0.9,0.0,0.0,0.0
2024-01-02 01:00:00-05:00,0.0,23.18,1.24,0.0,0.0,0.0
2024-01-02 02:00:00-05:00,0.0,23.19,0.97,0.0,0.0,0.0
2024-01-02 03:00:00-05:00,0.0,23.14,0.83,0.0,0.0,0.0
2024-01-02 04:00:00-05:00,0.0,23.04,0.69,0.0,0.0,0.0
2024-01-02 05:00:00-05:00,0.0,22.79,0.48,0.0,0.0,0.0
2024-01-02 06:00:00-05:00,18.7,23.52,0.21,45.35745390866601,45.35745390866601,17.760887861004665
2024-01-02 07:00:00-05:00,59.0,23.16,0.34,188.85370633845184,188.85370633845184,56.52742252252133
2024-01-02 08:00:00-05:00,166.55,24.3,0.55,575.0824431106169,575.0824431106169,159.8053234990969
2024-01-02 09:00:00-05:00,341.3,24.09,0.55,1182.9227676230978,1182.9227676230978,326.62856132098784
2024-01-02 10:00:00-05:00,544.3,26.35,0.34,1836.062273427573,1836.062273427573,517.4847560374908
2024-01-02 11:00:00-05:00,632.1,26.13,0.14,2129.7527578028485,2129.7527578028485,604.3827970219342
2024-01-02 12:00:00-05:00,579.95,26.76,0.21,1957.1564388332283,1957.1564388332283,553.4163081000638
2024-01-02 13:00:00-05:00,257.1,27.16,0.55,900.8519510896052,900.8519510896052,249.26476458239284
2024-01-02 14:00:00-05:00,360.75,25.32,0.48,1245.33611244318,1245.33611244318,344.8840201053014
2024-01-02 15:00:00-05:00,261.3,26.27,0.62,898.7752687028427,898.7752687028427,249.5311204526837
2024-01-02 16:00:00-05:00,201.45,25.93,0.07,647.3735738544152,647.3735738544152,185.6969627357527
2024-01-02 17:00:00-05:00,61.85,26.26,0.07,157.7592058347632,157.7592058347632,53.687575098884366
2024-01-02 18:00:00-05:00,0.05,25.53,0.34,0.0,0.0,0.0488984784993669
2024-01-02 19:00:00-05:00,0.0,25.51,0.62,0.0,0.0,0.0
2024-01-02 20:00:00-05:00,0.0,25.29,0.48,0.0,0.0,0.0
2024-01-02 21:00:00-05:00,0.0,25.43,0.28,0.0,0.0,0.0
2024-01-02 22:00:00-05:00,0.0,25.09,0.41,0.0,0.0,0.0
2024-01-02 23:00:00-05:00,0.0,24.99,0.28,0.0,0.0,0.0
2024-01-03 00:00:00-05:00,0.0,24.77,0.28,0.0,0.0,0.0
2024-01-03 01:00:00-05:00,0.0,24.79,0.14,0.0,0.0,0.0
2024-01-03 02:00:00-05:00,0.0,24.26,1.38,0.0,0.0,0.0
2024-01-03 03:00:00-05:00,0.0,24.1,1.17,0.0,0.0,0.0
2024-01-03 04:00:00-05:00,0.0,23.99,0.97,0.0,0.0,0.0
2024-01-03 05:00:00-05:00,0.0,23.91,0.9,0.0,0.0,0.0
2024-01-03 06:00:00-05:00,37.95,23.37,0.55,94.98453282366818,94.98453282366818,30.690311055178544
2024-01-03 07:00:00-05:00,188.4,25.13,0.21,540.4621917620789,540.4621917620789,165.01791535013163
2024-01-03 08:00:00-05:00,343.2,24.96,0.48,1114.601294700501,1114.601294700501,316.8600858261243
2024-01-03 09:00:00-05:00,422.15,26.15,0.76,1396.3362964181624,1396.3362964181624,393.0663761159029
2024-01-03 10:00:00-05:00,619.9,26.48,1.03,2044.642270785061,2044.642270785061,580.1603072647134
2024-01-03 11:00:00-05:00,725.85,27.57,1.1,2387.093155334901,2387.093155334901,684.2913593839055
2024-01-03 12:00:00-05:00,466.35,28.79,0.69,1580.1814838765488,1580.1814838765488,444.5939080135133
2024-01-03 13:00:00-05:00,485.5,27.63,0.62,1632.7875032868008,1632.7875032868008,458.8432006537565
2024-01-03 14:00:00-05:00,523.45,28.25,0.34,1732.608148038763,1732.608148038763,491.2342261034892
2024-01-03 15:00:00-05:00,429.05,27.72,0.62,1376.5571619906448,1376.5571619906448,392.75878806878126
2024-01-03 16:00:00-05:00,148.8,26.66,0.76,465.199268102386,465.199268102386,135.91721507134872
2024-01-03 17:00:00-05:00,49.8,25.82,1.03,108.99778954301632,108.99778954301632,41.25133900999917
2024-01-03 18:00:00-05:00,0.05,25.53,0.69,0.0,0.0,0.0488987627282888
2024-01-03 19:00:00-05:00,0.0,25.23,0.62,0.0,0.0,0.0
2024-01-03 20:00:00-05:00,0.0,24.77,0.48,0.0,0.0,0.0
2024-01-03 21:00:00-05:00,0.0,25.05,0.34,0.0,0.0,0.0
2024-01-03 22:00:00-05:00,0.0,24.82,0.34,0.0,0.0,0.0
2024-01-03 23:00:00-05:00,0.0,24.26,0.48,0.0,0.0,0.0
2024-01-04 00:00:00-05:00,0.0,23.91,0.69,0.0,0.0,0.0
2024-01-04 01:00:00-05:00,0.0,24.02,0.34,0.0,0.0,0.0
2024-01-04 02:00:00-05:00,0.0,23.44,0.48,0.0,0.0,0.0
2024-01-04 03:00:00-05:00,0.0,23.29,1.24,0.0,0.0,0.0
2024-01-04 04:00:00-05:00,0.0,23.25,0.97,0.0,0.0,0.0
2024-01-04 05:00:00-05:00,0.0,23.16,1.03,0.0,0.0,0.0
2024-01-04 06:00:00-05:00,37.7,23.11,1.03,93.51803260896996,93.51803260896996,30.282344594057022
2024-01-04 07:00:00-05:00,238.9,23.67,1.24,625.7198842606223,625.7198842606223,201.14525383882437
2024-01-04 08:00:00-05:00,383.4,24.78,0.97,1204.3361697812977,1204.3361697812977,347.74383729509225
2024-01-04 09:00:00-05:00,402.35,25.92,0.76,1353.2054545964688,1353.2054545964688,378.7884678119274
2024-01-04 10:00:00-05:00,553.2,26.49,0.76,1866.8662485267048,1866.8662485267048,526.1727054255189
2024-01-04 11:00:00-05:00,716.65,26.89,0.9,2353.29781176186,2353.29781176186,673.0497589196693
2024-01-04 12:00:00-05:00,607.05,27.71,1.17,2037.265467317016,2037.265467317016,577.4823512213025
2024-01-04 13:00:00-05:00,317.65,28.48,1.17,1103.8229866368697,1103.8229866368697,306.9850796507276
2024-01-04 14:00:00-05:00,377.55,26.12,0.48,1304.3534507274655,1304.3534507274655,362.2837127247011
2024-01-04 15:00:00-05:00,264.0,26.87,0.14,904.4929773766144,904.4929773766144,251.86554442602065
2024-01-04 16:00:00-05:00,207.0,26.16,0.14,681.5565906493482,681.5565906493482,193.58755502617964
2024-01-04 17:00:00-05:00,58.8,25.68,0.48,147.6923198743935,147.6923198743935,50.92664921125292
2024-01-04 18:00:00-05:00,0.1,24.43,0.48,0.0,0.0,0.0977991484103055
2024-01-04 19:00:00-05:00,0.0,24.6,0.55,0.0,0.0,0.0
2024-01-04 20:00:00-05:00,0.0,24.45,0.83,0.0,0.0,0.0
2024-01-04 21:00:00-05:00,0.0,24.3,0.97,0.0,0.0,0.0
2024-01-04 22:00:00-05:00,0.0,24.05,0.69,0.0,0.0,0.0
2024-01-04 23:00:00-05:00,0.0,24.15,0.48,0.0,0.0,0.0
2024-01-05 00:00:00-05:00,0.0,24.27,0.14,0.0,0.0,0.0
2024-01-05 01:00:00-05:00,0.0,24.18,0.34,0.0,0.0,0.0
2024-01-05 02:00:00-05:00,0.0,23.39,0.62,0.0,0.0,0.0
2024-01-05 03:00:00-05:00,0.0,23.31,0.76,0.0,0.0,0.0
2024-01-05 04:00:00-05:00,0.0,23.37,0.69,0.0,0.0,0.0
2024-01-05 05:00:00-05:00,0.0,23.39,0.48,0.0,0.0,0.0
2024-01-05 06:00:00-05:00,46.75,23.44,0.34,107.64043746414836,107.64043746414836,34.003907760301004
2024-01-05 07:00:00-05:00,170.55,23.84,0.14,495.86934815205257,495.86934815205257,150.21152629547723
2024-01-05 08:00:00-05:00,223.1,24.7,0.14,762.0198668894135,762.0198668894135,212.14908794611125
2024-01-05 09:00:00-05:00,306.15,25.48,0.28,1033.7677608352374,1033.7677608352374,287.998245211235
2024-01-05 10:00:00-05:00,357.5,26.51,0.28,1232.625958021903,1232.625958021903,342.52435133287486
2024-01-05 11:00:00-05:00,690.1,27.01,0.28,2280.988351381521,2280.988351381521,652.4521474107951
2024-01-05 12:00:00-05:00,890.8,28.67,0.41,2848.122186856357,2848.122186856357,834.7572626492007
2024-01-05 13:00:00-05:00,593.65,29.81,0.69,1965.0496214787088,1965.0496214787088,561.0918978877753
2024-01-05 14:00:00-05:00,418.65,27.19,1.1,1396.788937040671,1396.788937040671,391.0300515885119
2024-01-05 15:00:00-05:00,367.3,27.07,0.41,1206.6202531334543,1206.6202531334543,340.6191213591161
2024-01-05 16:00:00-05:00,219.8,26.3,0.28,703.6685415365226,703.6685415365226,202.23178996156983
2024-01-05 17:00:00-05:00,79.5,26.17,0.55,188.27138409653904,188.27138409653904,66.1502423617256
2024-01-05 18:00:00-05:00,0.2,25.54,0.14,0.0,0.0,0.1956034339511985
2024-01-05 19:00:00-05:00,0.0,25.36,0.41,0.0,0.0,0.0
2024-01-05 20:00:00-05:00,0.0,25.07,1.03,0.0,0.0,0.0
2024-01-05 21:00:00-05:00,0.0,25.02,1.1,0.0,0.0,0.0
2024-01-05 22:00:00-05:00,0.0,24.91,1.24,0.0,0.0,0.0
2024-01-05 23:00:00-05:00,0.0,24.79,1.38,0.0,0.0,0.0
2024-01-06 00:00:00-05:00,0.0,24.67,1.24,0.0,0.0,0.0
2024-01-06 01:00:00-05:00,0.0,24.54,1.1,0.0,0.0,0.0
2024-01-06 02:00:00-05:00,0.0,24.52,1.17,0.0,0.0,0.0
2024-01-06 03:00:00-05:00,0.0,24.47,1.1,0.0,0.0,0.0
2024-01-06 04:00:00-05:00,0.0,24.42,1.03,0.0,0.0,0.0
2024-01-06 05:00:00-05:00,0.0,24.42,0.9,0.0,0.0,0.0
2024-01-06 06:00:00-05:00,18.4,24.16,0.9,43.284411412769245,43.284411412769245,17.25192414264655
2024-01-06 07:00:00-05:00,82.8,24.35,0.69,245.1982985700909,245.1982985700909,75.41410995676995
2024-01-06 08:00:00-05:00,72.6,24.95,0.55,248.30961726620424,248.30961726620424,71.23131623274438
2024-01-06 09:00:00-05:00,164.65,24.74,0.9,583.8312043648292,583.8312043648292,160.899834972159
2024-01-06 10:00:00-05:00,493.6,24.68,1.31,1665.051078636117,1665.051078636117,464.3851960029995
2024-01-06 11:00:00-05:00,321.75,25.74,0.69,1125.133060372146,1125.133060372146,310.6194032136036
2024-01-06 12:00:00-05:00,504.8,25.79,0.62,1715.5209615304698,1715.5209615304698,479.8438285427594
2024-01-06 13:00:00-05:00,693.6,26.86,0.83,2299.715503272926,2299.715503272926,656.4464136706877
2024-01-06 14:00:00-05:00,556.2,27.78,0.55,1850.4063148733023,1850.4063148733023,524.7102563218289
2024-01-06 15:00:00-05:00,457.15,27.9,0.69,1474.9659126668885,1474.9659126668885,420.7725525793707
2024-01-06 16:00:00-05:00,267.7,28.21,1.17,813.5851996514133,813.5851996514133,239.95630960911876
2024-01-06 17:00:00-05:00,74.25,26.83,0.62,172.25623561137152,172.25623561137152,61.6313259579032
2024-01-06 18:00:00-05:00,0.2,26.31,1.03,0.0,0.0,0.1956043607305568
2024-01-06 19:00:00-05:00,0.0,25.92,0.76,0.0,0.0,0.0
2024-01-06 20:00:00-05:00,0.0,25.5,1.1,0.0,0.0,0.0
2024-01-06 21:00:00-05:00,0.0,25.13,0.97,0.0,0.0,0.0
2024-01-06 22:00:00-05:00,0.0,24.74,0.76,0.0,0.0,0.0
2024-01-06 23:00:00-05:00,0.0,24.45,0.9,0.0,0.0,0.0
2024-01-07 00:00:00-05:00,0.0,24.26,0.9,0.0,0.0,0.0
2024-01-07 01:00:00-05:00,0.0,24.09,1.03,0.0,0.0,0.0
2024-01-07 02:00:00-05:00,0.0,24.11,1.31,0.0,0.0,0.0
2024-01-07 03:00:00-05:00,0.0,24.11,1.24,0.0,0.0,0.0
2024-01-07 04:00:00-05:00,0.0,24.08,1.31,0.0,0.0,0.0
2024-01-07 05:00:00-05:00,0.0,24.08,1.24,0.0,0.0,0.0
2024-01-07 06:00:00-05:00,36.7,23.67,1.31,88.07691311049689,88.07691311049689,28.909194879899644
2024-01-07 07:00:00-05:00,170.5,24.34,0.76,493.2881528382152,493.2881528382152,149.98875660575322
2024-01-07 08:00:00-05:00,243.9,25.41,1.03,806.6614666978315,806.6614666978315,227.88297464618293
2024-01-07 09:00:00-05:00,362.85,25.76,1.17,1215.301589438624,1215.301589438624,339.80320558752464
2024-01-07 10:00:00-05:00,296.9,26.54,1.03,1033.0977125099012,1033.0977125099012,285.7784822059289
2024-01-07 11:00:00-05:00,211.9,25.63,0.9,742.5292521984372,742.5292521984372,204.5412881701183
2024-01-07 12:00:00-05:00,578.1,25.34,0.55,1961.6165359210493,1961.6165359210493,551.5926087073108
2024-01-07 13:00:00-05:00,582.45,26.81,0.76,1952.2852863273613,1952.2852863273613,551.5820938563536
2024-01-07 14:00:00-05:00,604.45,27.88,0.76,1994.274943788086,1994.274943788086,568.0205915158863
2024-01-07 15:00:00-05:00,451.2,28.45,0.76,1474.5803247165902,1474.5803247165902,419.5681828392454
2024-01-07 16:00:00-05:00,228.7,28.33,0.9,711.0986401110639,711.0986401110639,207.6440844722844
2024-01-07 17:00:00-05:00,77.75,27.56,0.41,182.14634150876304,182.14634150876304,64.73862895625999
2024-01-07 18:00:00-05:00,0.2,26.67,0.34,0.0,0.0,0.1956052848508699
2024-01-07 19:00:00-05:00,0.0,26.43,1.17,0.0,0.0,0.0
2024-01-07 20:00:00-05:00,0.0,26.14,0.83,0.0,0.0,0.0
2024-01-07 21:00:00-05:00,0.0,25.66,0.83,0.0,0.0,0.0
2024-01-07 22:00:00-05:00,0.0,25.32,0.76,0.0,0.0,0.0
2024-01-07 23:00:00-05:00,0.0,25.01,0.83,0.0,0.0,0.0
2024-01-08 00:00:00-05:00,0.0,24.79,0.76,0.0,0.0,0.0
2024-01-08 01:00:00-05:00,0.0,24.21,0.83,0.0,0.0,0.0
2024-01-08 02:00:00-05:00,0.0,24.16,0.97,0.0,0.0,0.0
2024-01-08 03:00:00-05:00,0.0,24.03,1.17,0.0,0.0,0.0
2024-01-08 04:00:00-05:00,0.0,24.06,1.17,0.0,0.0,0.0
2024-01-08 05:00:00-05:00,0.0,24.1,1.24,0.0,0.0,0.0
2024-01-08 06:00:00-05:00,27.05,24.13,0.97,66.18404681980232,66.18404681980232,23.227504775784546
2024-01-08 07:00:00-05:00,152.9,24.75,0.9,456.9929613699397,456.9929613699397,136.89980594370147
2024-01-08 08:00:00-05:00,301.95,25.31,1.17,996.4709793375548,996.4709793375548,281.4585269542184
2024-01-08 09:00:00-05:00,524.0,26.15,0.76,1707.0438209147271,1707.0438209147271,485.39178711433976
2024-01-08 10:00:00-05:00,561.5,27.14,0.9,1868.4468686157568,1868.4468686157568,528.5672806723771
2024-01-08 11:00:00-05:00,501.25,27.47,0.83,1694.5504662786889,1694.5504662786889,476.235873121949
2024-01-08 12:00:00-05:00,544.9,27.79,0.83,1829.7494752913697,1829.7494752913697,516.435364859143
2024-01-08 13:00:00-05:00,604.2,28.23,0.9,2020.6325016379017,2020.6325016379017,574.2680744184443
2024-01-08 14:00:00-05:00,480.45,28.87,0.97,1602.382358365972,1602.382358365972,452.63069528236485
2024-01-08 15:00:00-05:00,430.85,28.12,0.76,1409.4982756738902,1409.4982756738902,400.2481978010902
2024-01-08 16:00:00-05:00,197.9,27.6,0.41,625.3227291091833,625.3227291091833,181.44138674500888
2024-01-08 17:00:00-05:00,67.25,26.24,0.55,152.8359197398643,152.8359197398643,55.7647255238665
2024-01-08 18:00:00-05:00,0.2,25.56,0.69,0.0,0.0,0.195606215995881
2024-01-08 19:00:00-05:00,0.0,25.39,1.17,0.0,0.0,0.0
2024-01-08 20:00:00-05:00,0.0,24.92,1.24,0.0,0.0,0.0
2024-01-08 21:00:00-05:00,0.0,24.75,1.17,0.0,0.0,0.0
2024-01-08 22:00:00-05:00,0.0,24.56,1.1,0.0,0.0,0.0
2024-01-08 23:00:00-05:00,0.0,24.48,1.03,0.0,0.0,0.0
2024-01-09 00:00:00-05:00,0.0,24.31,0.97,0.0,0.0,0.0
2024-01-09 01:00:00-05:00,0.0,24.22,1.03,0.0,0.0,0.0
2024-01-09 02:00:00-05:00,0.0,24.17,0.97,0.0,0.0,0.0
2024-01-09 03:00:00-05:00,0.0,24.02,0.83,0.0,0.0,0.0
2024-01-09 04:00:00-05:00,0.0,23.91,0.69,0.0,0.0,0.0
2024-01-09 05:00:00-05:00,0.0,23.89,0.62,0.0,0.0,0.0
2024-01-09 06:00:00-05:00,20.9,23.95,0.76,49.65080522775563,49.65080522775563,18.901765681588916
2024-01-09 07:00:00-05:00,106.25,24.29,0.48,311.65809342044525,311.65809342044525,95.549486265289
2024-01-09 08:00:00-05:00,300.8,24.97,0.41,960.0807343984316,960.0807343984316,275.479367534467
2024-01-09 09:00:00-05:00,495.15,25.97,0.48,1623.0682110861462,1623.0682110861462,460.1154585601845
2024-01-09 10:00:00-05:00,688.25,26.76,0.62,2250.0424480720912,2250.0424480720912,644.1085080246207
2024-01-09 11:00:00-05:00,571.95,28.32,0.69,1919.6374296919516,1919.6374296919516,544.4478441419894
2024-01-09 12:00:00-05:00,451.9,27.8,1.1,1554.6036918435716,1554.6036918435716,435.1525172352124
2024-01-09 13:00:00-05:00,253.4,26.71,1.03,896.8118209448005,896.8118209448005,247.55742547065117
2024-01-09 14:00:00-05:00,354.95,25.64,0.55,1233.524451913582,1233.524451913582,341.504299241385
2024-01-09 15:00:00-05:00,312.15,25.95,0.07,1078.5572331452654,1078.5572331452654,299.3572168406505
2024-01-09 16:00:00-05:00,207.3,26.22,0.28,676.1355477474692,676.1355477474692,192.76345481584545
2024-01-09 17:00:00-05:00,62.4,26.05,0.34,183.60772030683623,183.60772030683623,57.64204904122813
2024-01-09 18:00:00-05:00,0.3,25.51,0.62,0.0,0.0,0.2934162457172902
2024-01-09 19:00:00-05:00,0.0,25.21,1.1,0.0,0.0,0.0
2024-01-09 20:00:00-05:00,0.0,24.9,1.1,0.0,0.0,0.0
2024-01-09 21:00:00-05:00,0.0,24.68,1.03,0.0,0.0,0.0
2024-01-09 22:00:00-05:00,0.0,24.45,0.97,0.0,0.0,0.0
2024-01-09 23:00:00-05:00,0.0,24.26,0.97,0.0,0.0,0.0
2024-01-10 00:00:00-05:00,0.0,24.14,0.97,0.0,0.0,0.0
2024-01-10 01:00:00-05:00,0.0,23.72,0.76,0.0,0.0,0.0
2024-01-10 02:00:00-05:00,0.0,23.85,0.62,0.0,0.0,0.0
2024-01-10 03:00:00-05:00,0.0,23.87,0.48,0.0,0.0,0.0
2024-01-10 04:00:00-05:00,0.0,23.85,0.69,0.0,0.0,0.0
2024-01-10 05:00:00-05:00,0.0,23.82,0.62,0.0,0.0,0.0
2024-01-10 06:00:00-05:00,16.2,23.76,0.76,35.60770811173469,35.60770811173469,15.23223104335342
2024-01-10 07:00:00-05:00,43.85,23.78,0.83,141.3009253126178,141.3009253126178,42.91975909055223
2024-01-10 08:00:00-05:00,102.1,23.98,0.83,356.04028163004705,356.04028163004705,99.75733882184156
2024-01-10 09:00:00-05:00,168.4,24.23,0.83,597.1790042648404,597.1790042648404,164.33897210742964
2024-01-10 10:00:00-05:00,196.45,24.67,1.03,699.9014424239757,699.9014424239757,192.20661611797573
2024-01-10 11:00:00-05:00,350.8,25.22,1.17,1228.4388483713883,1228.4388483713883,338.83335041013936
2024-01-10 12:00:00-05:00,393.05,26.19,1.31,1367.291517846604,1367.291517846604,379.0627877736656
2024-01-10 13:00:00-05:00,695.05,26.65,1.38,2296.830670812554,2296.830670812554,654.0036554137539
2024-01-10 14:00:00-05:00,723.2,29.6,1.17,2331.772664393862,2331.772664393862,674.6571238359
2024-01-10 15:00:00-05:00,496.35,29.85,0.55,1598.265935558638,1598.265935558638,459.4093254116581
2024-01-10 16:00:00-05:00,281.0,29.44,0.07,861.6006960996533,861.6006960996533,253.9050502711952
2024-01-10 17:00:00-05:00,79.55,28.38,0.97,197.47224152619543,197.47224152619543,67.7045079969663
2024-01-10 18:00:00-05:00,0.35,27.2,1.45,0.0,0.0,0.3423235110178622
2024-01-10 19:00:00-05:00,0.0,26.37,1.45,0.0,0.0,0.0
2024-01-10 20:00:00-05:00,0.0,25.82,1.31,0.0,0.0,0.0
2024-01-10 21:00:00-05:00,0.0,25.41,1.31,0.0,0.0,0.0
2024-01-10 22:00:00-05:00,0.0,25.14,1.31,0.0,0.0,0.0
2024-01-10 23:00:00-05:00,0.0,24.98,1.24,0.0,0.0,0.0
2024-01-11 00:00:00-05:00,0.0,24.86,1.1,0.0,0.0,0.0
2024-01-11 01:00:00-05:00,0.0,24.78,1.17,0.0,0.0,0.0
2024-01-11 02:00:00-05:00,0.0,24.34,0.62,0.0,0.0,0.0
2024-01-11 03:00:00-05:00,0.0,24.06,0.9,0.0,0.0,0.0
2024-01-11 04:00:00-05:00,0.0,23.97,1.1,0.0,0.0,0.0
2024-01-11 05:00:00-05:00,0.0,23.87,0.97,0.0,0.0,0.0
2024-01-11 06:00:00-05:00,21.35,23.33,0.69,50.19876723818698,50.19876723818698,19.010613576004967
2024-01-11 07:00:00-05:00,134.0,24.14,0.69,386.82548274383805,386.82548274383805,118.49439387054468
2024-01-11 08:00:00-05:00,282.75,24.76,1.03,940.6469895316126,940.6469895316126,264.6295385618717
2024-01-11 09:00:00-05:00,446.1,25.63,0.62,1503.7906895773858,1503.7906895773858,421.6224168358199
2024-01-11 10:00:00-05:00,582.6,26.35,0.48,1955.7779521601328,1955.7779521601328,553.1870545353443
2024-01-11 11:00:00-05:00,719.2,27.44,0.28,2381.410173461976,2381.410173461976,684.1348249062999
2024-01-11 12:00:00-05:00,631.35,28.47,0.41,2120.3268734953967,2120.3268734953967,605.4101575571167
2024-01-11 13:00:00-05:00,662.75,33.08,0.28,2162.1988434058176,2162.1988434058176,628.7220330130725
2024-01-11 14:00:00-05:00,489.35,30.13,0.69,1639.7477195151566,1639.7477195151566,465.1692379616194
2024-01-11 15:00:00-05:00,374.55,29.39,0.55,1251.91404376314,1251.91404376314,353.7225909579623
2024-01-11 16:00:00-05:00,198.65,28.64,0.69,646.7284391325954,646.7284391325954,185.35240161104755
2024-01-11 17:00:00-05:00,68.9,28.04,0.41,187.1243621330784,187.1243621330784,61.30378635593031
2024-01-11 18:00:00-05:00,0.45,27.41,0.76,0.0,0.0,0.4401399141794712
2024-01-11 19:00:00-05:00,0.0,26.94,0.97,0.0,0.0,0.0
2024-01-11 20:00:00-05:00,0.0,26.5,1.03,0.0,0.0,0.0
2024-01-11 21:00:00-05:00,0.0,26.07,1.24,0.0,0.0,0.0
2024-01-11 22:00:00-05:00,0.0,25.71,1.03,0.0,0.0,0.0
2024-01-11 23:00:00-05:00,0.0,25.25,0.97,0.0,0.0,0.0
2024-01-12 00:00:00-05:00,0.0,24.9,0.97,0.0,0.0,0.0
2024-01-12 01:00:00-05:00,0.0,24.58,0.9,0.0,0.0,0.0
2024-01-12 02:00:00-05:00,0.0,24.23,1.24,0.0,0.0,0.0
2024-01-12 03:00:00-05:00,0.0,23.92,1.03,0.0,0.0,0.0
2024-01-12 04:00:00-05:00,0.0,23.9,0.62,0.0,0.0,0.0
2024-01-12 05:00:00-05:00,0.0,23.47,0.69,0.0,0.0,0.0
2024-01-12 06:00:00-05:00,38.75,23.33,0.48,85.11341654455852,85.11341654455852,28.110949194855152
2024-01-12 07:00:00-05:00,203.6,24.33,0.55,559.0116372275701,559.0116372275701,175.4732619040322
2024-01-12 08:00:00-05:00,401.75,25.22,0.62,1271.3630398090331,1271.3630398090331,367.23448747769993
2024-01-12 09:00:00-05:00,537.9,26.53,0.97,1768.6813561757838,1768.6813561757838,502.5684352719576
2024-01-12 10:00:00-05:00,749.75,27.65,1.1,2435.1985133957364,2435.1985133957364,702.0035626696485
2024-01-12 11:00:00-05:00,750.9,28.9,0.76,2461.115788684573,2461.115788684573,711.1829567835673
2024-01-12 12:00:00-05:00,839.05,29.62,0.48,2709.4673337204435,2709.4673337204435,792.2138790869324
2024-01-12 13:00:00-05:00,713.3,31.03,0.14,2329.13573692201,2329.13573692201,676.6631158853005
2024-01-12 14:00:00-05:00,557.15,30.22,0.48,1853.7827264814512,1853.7827264814512,529.4339643187894
2024-01-12 15:00:00-05:00,279.85,29.55,1.45,945.784065289454,945.784065289454,265.5556625886084
2024-01-12 16:00:00-05:00,104.8,25.84,1.52,338.00521284695617,338.00521284695617,98.085717752854
2024-01-12 17:00:00-05:00,36.15,25.39,1.1,105.21475156083908,105.21475156083908,34.62517482422036
2024-01-12 18:00:00-05:00,0.35,25.29,0.76,0.0,0.0,0.3423261751454787
2024-01-12 19:00:00-05:00,0.0,25.18,1.24,0.0,0.0,0.0
2024-01-12 20:00:00-05:00,0.0,24.97,1.03,0.0,0.0,0.0
2024-01-12 21:00:00-05:00,0.0,24.82,1.03,0.0,0.0,0.0
2024-01-12 22:00:00-05:00,0.0,24.68,1.24,0.0,0.0,0.0
2024-01-12 23:00:00-05:00,0.0,24.52,1.24,0.0,0.0,0.0
2024-01-13 00:00:00-05:00,0.0,24.4,0.97,0.0,0.0,0.0
2024-01-13 01:00:00-05:00,0.0,24.22,0.76,0.0,0.0,0.0
2024-01-13 02:00:00-05:00,0.0,23.8,0.69,0.0,0.0,0.0
2024-01-13 03:00:00-05:00,0.0,23.89,0.55,0.0,0.0,0.0
2024-01-13 04:00:00-05:00,0.0,23.79,0.69,0.0,0.0,0.0
2024-01-13 05:00:00-05:00,0.0,23.78,0.69,0.0,0.0,0.0
