timestamp,ghi_wm2,dni_wm2,dhi_wm2,temp_air_c,wind_speed_ms,dc_power_kw,ac_power_kw,dc_energy_kwh,ac_energy_kwh,pv_kwh,pv_kw
2024-01-01 00:00:00-05:00,0.0,0.0,0.0,24.71,0.61,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:00:00-05:00,0.0,0.0,0.0,24.37,0.63,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:00:00-05:00,0.0,0.0,0.0,24.03,0.65,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:00:00-05:00,0.0,0.0,0.0,24.94,0.34,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:00:00-05:00,0.0,0.0,0.0,23.47,0.69,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:00:00-05:00,0.0,0.0,0.0,23.57,0.41,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 06:00:00-05:00,44.85,0.0,44.85,24.14,0.21,200.0757207497879,167.2143549040596,200.0757207497879,167.2143549040596,167.2143549040596,167.2143549040596
2024-01-01 07:00:00-05:00,194.75,248.61,125.85,25.01,0.41,1118.5882368351297,952.8055069514681,1118.5882368351297,952.8055069514681,952.8055069514681,952.8055069514681
2024-01-01 08:00:00-05:00,286.6,214.91,179.75,25.14,0.48,1910.9560082347132,1629.4000190352165,1910.9560082347132,1629.4000190352165,1629.4000190352165,1629.4000190352165
2024-01-01 09:00:00-05:00,446.95,296.96,243.5,25.72,0.41,3067.231778433278,2614.18441944971,3067.231778433278,2614.18441944971,2614.18441944971,2614.18441944971
2024-01-01 10:00:00-05:00,572.8,303.29,321.65,26.55,0.69,3937.7788006283445,2886.6894777785833,3937.7788006283445,2886.6894777785833,2886.6894777785833,2886.6894777785833
2024-01-01 11:00:00-05:00,565.05,244.88,340.65,26.96,1.03,3916.5942920478606,2886.6894777785833,3916.5942920478606,2886.6894777785833,2886.6894777785833,2886.6894777785833
2024-01-01 12:00:00-05:00,490.9,207.86,294.7,27.29,0.9,3427.1003703941656,2886.6894777785833,3427.1003703941656,2886.6894777785833,2886.6894777785833,2886.6894777785833
2024-01-01 13:00:00-05:00,232.75,21.95,212.8,27.62,0.48,1650.984862597405,1407.6952566845382,1650.984862597405,1407.6952566845382,1407.6952566845382,1407.6952566845382
2024-01-01 14:00:00-05:00,225.95,84.43,157.25,25.47,0.48,1592.789070496577,1357.888944350109,1592.789070496577,1357.888944350109,1357.888944350109,1357.888944350109
2024-01-01 15:00:00-05:00,264.0,113.42,188.6,25.03,0.28,1850.7584027080059,1578.0332718828888,1850.7584027080059,1578.0332718828888,1578.0332718828888,1578.0332718828888
2024-01-01 16:00:00-05:00,155.7,85.01,115.55,25.6,0.62,1025.737128979084,873.4389981102496,1025.737128979084,873.4389981102496,873.4389981102496,873.4389981102496
2024-01-01 17:00:00-05:00,44.25,47.92,32.3,25.3,0.41,214.68455310684067,179.73766390238518,214.68455310684067,179.73766390238518,179.73766390238518,179.73766390238518
2024-01-01 18:00:00-05:00,0.05,0.0,0.05,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 19:00:00-05:00,0.0,0.0,0.0,25.18,0.41,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 20:00:00-05:00,0.0,0.0,0.0,24.85,0.55,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 21:00:00-05:00,0.0,0.0,0.0,24.59,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 22:00:00-05:00,0.0,0.0,0.0,24.28,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 23:00:00-05:00,0.0,0.0,0.0,24.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 00:00:00-05:00,0.0,0.0,0.0,23.69,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 01:00:00-05:00,0.0,0.0,0.0,23.18,1.24,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 02:00:00-05:00,0.0,0.0,0.0,23.19,0.97,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 03:00:00-05:00,0.0,0.0,0.0,23.14,0.83,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 04:00:00-05:00,0.0,0.0,0.0,23.04,0.69,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 05:00:00-05:00,0.0,0.0,0.0,22.79,0.48,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 06:00:00-05:00,18.7,0.0,18.7,23.52,0.21,83.8883215665304,68.20770202924705,83.8883215665304,68.20770202924705,68.20770202924705,68.20770202924705
2024-01-02 07:00:00-05:00,59.0,20.51,53.35,23.16,0.34,353.69417202255784,298.49403324612945,353.69417202255784,298.49403324612945,298.49403324612945,298.49403324612945
2024-01-02 08:00:00-05:00,166.55,41.24,146.1,24.3,0.55,1151.648871811264,980.999339150895,1151.648871811264,980.999339150895,980.999339150895,980.999339150895
2024-01-02 09:00:00-05:00,341.3,98.0,274.25,24.09,0.55,2439.009372834083,2079.4246595596433,2439.009372834083,2079.4246595596433,2079.4246595596433,2079.4246595596433
2024-01-02 10:00:00-05:00,544.3,224.98,358.1,26.35,0.34,3770.9830610666204,2886.6894777785833,3770.9830610666204,2886.6894777785833,2886.6894777785833,2886.6894777785833
2024-01-02 11:00:00-05:00,632.1,206.03,443.3,26.13,0.14,4360.141319142988,2886.6894777785833,4360.141319142988,2886.6894777785833,2886.6894777785833,2886.6894777785833
2024-01-02 12:00:00-05:00,579.95,218.33,373.75,26.76,0.21,4009.9740159835824,2886.6894777785833,4009.9740159835824,2886.6894777785833,2886.6894777785833,2886.6894777785833
2024-01-02 13:00:00-05:00,257.1,44.29,216.8,27.16,0.55,1828.1348298275814,1558.8509539256966,1828.1348298275814,1558.8509539256966,1558.8509539256966,1558.8509539256966
2024-01-02 14:00:00-05:00,360.75,141.59,245.35,25.32,0.48,2562.175929486135,2184.4023082260496,2562.175929486135,2184.4023082260496,2184.4023082260496,2184.4023082260496
2024-01-02 15:00:00-05:00,261.3,96.04,197.3,26.27,0.62,1828.0327090442331,1558.7103466248777,1828.0327090442331,1558.7103466248777,1558.7103466248777,1558.7103466248777
2024-01-02 16:00:00-05:00,201.45,173.61,119.15,25.93,0.07,1297.141455739548,1105.4315951702933,1297.141455739548,1105.4315951702933,1105.4315951702933,1105.4315951702933
2024-01-02 17:00:00-05:00,61.85,96.75,37.55,26.26,0.07,287.3341031879906,241.87067509514407,287.3341031879906,241.87067509514407,241.87067509514407,241.87067509514407
2024-01-02 18:00:00-05:00,0.05,0.0,0.05,25.53,0.34,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 19:00:00-05:00,0.0,0.0,0.0,25.51,0.62,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 20:00:00-05:00,0.0,0.0,0.0,25.29,0.48,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 21:00:00-05:00,0.0,0.0,0.0,25.43,0.28,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 22:00:00-05:00,0.0,0.0,0.0,25.09,0.41,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 23:00:00-05:00,0.0,0.0,0.0,24.99,0.28,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 00:00:00-05:00,0.0,0.0,0.0,24.77,0.28,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 01:00:00-05:00,0.0,0.0,0.0,24.79,0.14,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 02:00:00-05:00,0.0,0.0,0.0,24.26,1.38,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 03:00:00-05:00,0.0,0.0,0.0,24.1,1.17,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 04:00:00-05:00,0.0,0.0,0.0,23.99,0.97,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 05:00:00-05:00,0.0,0.0,0.0,23.91,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 06:00:00-05:00,37.95,0.0,37.95,23.37,0.55,172.32848117797013,143.49854189830646,172.32848117797013,143.49854189830646,143.49854189830646,143.49854189830646
2024-01-03 07:00:00-05:00,188.4,245.57,121.15,25.13,0.21,1073.941089689682,914.6503157530964,1073.941089689682,914.6503157530964,914.6503157530964,914.6503157530964
2024-01-03 08:00:00-05:00,343.2,266.39,211.45,24.96,0.48,2288.158571036566,1950.9866954400559,2288.158571036566,1950.9866954400559,1950.9866954400559,1950.9866954400559
2024-01-03 09:00:00-05:00,422.15,343.48,187.45,26.15,0.76,2871.7966842293054,2447.9804238713928,2871.7966842293054,2447.9804238713928,2447.9804238713928,2447.9804238713928
2024-01-03 10:00:00-05:00,619.9,491.11,213.65,26.48,1.03,4196.107083866852,2886.6894777785833,4196.107083866852,2886.6894777785833,2886.6894777785833,2886.6894777785833
2024-01-03 11:00:00-05:00,725.85,484.8,281.55,27.57,1.1,4861.727741923824,2886.6894777785833,4861.727741923824,2886.6894777785833,2886.6894777785833,2886.6894777785833
