pv_kwh,ev_kwh,mall_kwh,load_kwh,pv_to_ev_kwh,pv_to_bess_kwh,pv_to_mall_kwh,grid_export_kwh,bess_action_kwh,bess_mode,bess_to_ev_kwh,bess_to_mall_kwh,grid_import_ev_kwh,grid_import_mall_kwh,grid_import_kwh,soc_percent,soc_kwh,co2_avoided_indirect_kg,tariff_period,tariff_rate_soles_kwh,cost_if_grid_import_soles,cost_avoided_by_bess_soles,cost_savings_hp_soles,cost_savings_hfp_soles,tariff_index_hp_hfp,ev_demand_after_bess_kwh,mall_demand_after_bess_kwh,load_after_bess_kwh,bess_energy_stored_hourly_kwh,bess_energy_delivered_hourly_kwh,bess_balance_error_hourly_kwh,bess_balance_error_hourly_percent,bess_validation_status_hourly
0.0,0.0,480,480.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,480.0,480.0,20.0,400.0,0.0,HFP,0.28,134.4,0.0,0.0,0.0,1.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,481,481.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,481.0,481.0,20.0,400.0,0.0,HFP,0.28,134.68,0.0,0.0,0.0,1.0,0.0,481.0,481.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,452,452.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,452.0,452.0,20.0,400.0,0.0,HFP,0.28,126.56000000000002,0.0,0.0,0.0,1.0,0.0,452.0,452.0,0.0,0.0,0.0,0.0,OK
187.98566906197945,0.0,491,491.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,491.0,491.0,20.0,400.0,0.0,HFP,0.28,137.48000000000002,0.0,0.0,0.0,1.0,0.0,491.0,491.0,0.0,0.0,0.0,0.0,OK
1492.1166349228024,0.0,546,546.0,0.0,0.0,0.0,546.1166349228024,0.0,idle,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,HFP,0.28,152.88000000000002,0.0,0.0,0.0,1.0,0.0,546.0,546.0,0.0,0.0,0.0,0.0,OK
2868.0734502427244,0.0,743,743.0,0.0,0.0,0.0,1725.0734502427244,0.0,idle,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,HFP,0.28,208.04000000000002,0.0,0.0,0.0,1.0,0.0,743.0,743.0,0.0,0.0,0.0,0.0,OK
2886.689477778584,50.468,1074,1124.468,50.468,389.8717737923585,1074.0,1362.2214777785844,400.0,charge,0.0,0.0,0.0,0.0,0.0,39.49358868961792,789.8717737923586,0.0,HFP,0.28,314.85104000000007,0.0,0.0,109.1640966618604,1.0,50.468,1074.0,1124.468,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,45.88,1621,1666.88,45.88,389.8717737923585,1621.0,819.8094777785841,400.0,charge,0.0,0.0,0.0,0.0,0.0,58.987177379235845,1179.743547584717,0.0,HFP,0.28,466.72640000000007,0.0,0.0,109.1640966618604,1.0,45.88,1621.0,1666.88,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,41.292,2188,2229.292,41.292,389.8717737923585,2188.0,257.3974777785843,400.0,charge,0.0,0.0,0.0,0.0,0.0,78.48076606885377,1569.6153213770754,0.0,HFP,0.28,624.20176,0.0,0.0,109.1640966618604,1.0,41.292,2188.0,2229.292,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,64.232,2260,2324.232,64.232,389.8717737923585,2260.0,162.45747777858423,400.0,charge,0.0,0.0,0.0,0.0,0.0,97.97435475847169,1959.4870951694338,0.0,HFP,0.28,650.7849600000001,0.0,0.0,109.1640966618604,1.0,64.232,2260.0,2324.232,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,87.17199999999997,2208,2295.172,87.17199999999997,40.51290483056613,2208.0,549.9521144423375,41.56536333624692,charge,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,642.6481600000001,0.0,0.0,11.343613352558517,1.0,87.17199999999997,2208.0,2295.172,40.51290483056613,0.0,-40.51290483056613,100.0,CRITICAL
2886.689477778584,73.40799999999999,2143,2216.408,73.40799999999999,0.0,2143.0,670.2814777785843,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,620.59424,0.0,0.0,0.0,1.0,73.40799999999999,2143.0,2216.408,0.0,0.0,0.0,0.0,OK
2154.877508003636,105.52399999999994,2120,2225.524,105.52399999999994,0.0,2049.3535080036363,0.0,0.0,idle,0.0,0.0,0.0,70.6464919963637,70.6464919963637,100.0,2000.0,0.0,HFP,0.28,623.1467200000001,0.0,0.0,0.0,1.0,105.52399999999994,2120.0,2225.524,0.0,0.0,0.0,0.0,OK
1276.1294434979554,87.17199999999997,2089,2176.172,87.17199999999997,0.0,1188.9574434979554,0.0,193.90990854409412,discharge,0.0,189.0,0.0,711.0425565020446,711.0425565020446,90.3045045727953,1806.0900914559058,85.4469,HFP,0.28,609.32816,52.92,0.0,0.0,1.0,87.17199999999997,1900.0,1987.172,0.0,189.0,189.0,18900.0,CRITICAL
242.69007162018048,105.52399999999994,2089,2194.524,105.52399999999994,133.6929491167237,0.0,0.0,137.16607162018053,charge,0.0,0.0,0.0,2089.0,2089.0,96.98915202863148,1939.7830405726295,0.0,HFP,0.28,614.46672,0.0,0.0,37.434025752682636,1.0,105.52399999999994,2089.0,2194.524,133.6929491167237,0.0,-133.6929491167237,100.0,CRITICAL
0.0,137.6399999999999,2139,2276.64,0.0,0.0,0.0,0.0,245.20882614835185,discharge,0.0,239.0,137.6399999999999,1900.0,2037.6399999999999,84.72871072121389,1694.5742144242777,108.0519,HP,0.45,1024.488,107.55,40.629999999999995,0.0,1.607142857142857,137.6399999999999,1900.0,2037.6399999999999,0.0,239.0,239.0,23900.0,CRITICAL
0.0,123.87599999999992,2137,2260.8759999999997,0.0,0.0,0.0,0.0,243.15686944418152,discharge,0.0,237.0,123.87599999999992,1900.0,2023.876,72.5708672490048,1451.4173449800962,107.1477,HP,0.45,1017.3942,106.65,40.29,0.0,1.607142857142857,123.87599999999992,1900.0,2023.876,0.0,237.0,237.0,23700.0,CRITICAL
0.0,137.6399999999999,2075,2212.64,0.0,0.0,0.0,0.0,179.54621161490198,discharge,0.0,175.0,137.6399999999999,1900.0,2037.6399999999999,63.59355666825971,1271.8711333651943,79.1175,HP,0.45,995.688,78.75,29.749999999999996,0.0,1.607142857142857,137.6399999999999,1900.0,2037.6399999999999,0.0,175.0,175.0,17500.0,CRITICAL
0.0,0.0,1858,1858.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,1858.0,1858.0,63.59355666825971,1271.8711333651943,0.0,HP,0.45,836.1,0.0,0.0,0.0,1.607142857142857,0.0,1858.0,1858.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,971,971.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,971.0,971.0,43.59355666825971,871.8711333651942,0.0,HP,0.45,436.95,0.0,0.0,0.0,1.607142857142857,0.0,971.0,971.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,546,546.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,546.0,546.0,23.59355666825971,471.87113336519417,0.0,HFP,0.28,152.88000000000002,0.0,0.0,0.0,1.0,0.0,546.0,546.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,489,489.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,489.0,489.0,20.0,400.0,0.0,HFP,0.28,136.92000000000002,0.0,0.0,0.0,1.0,0.0,489.0,489.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,450,450.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,450.0,450.0,20.0,400.0,0.0,HFP,0.28,126.00000000000001,0.0,0.0,0.0,1.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,428,428.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,428.0,428.0,20.0,400.0,0.0,HFP,0.28,119.84000000000002,0.0,0.0,0.0,1.0,0.0,428.0,428.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,428,428.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,428.0,428.0,20.0,400.0,0.0,HFP,0.28,119.84000000000002,0.0,0.0,0.0,1.0,0.0,428.0,428.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,428,428.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,428.0,428.0,20.0,400.0,0.0,HFP,0.28,119.84000000000002,0.0,0.0,0.0,1.0,0.0,428.0,428.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,409,409.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,409.0,409.0,20.0,400.0,0.0,HFP,0.28,114.52000000000001,0.0,0.0,0.0,1.0,0.0,409.0,409.0,0.0,0.0,0.0,0.0,OK
156.61533972273818,0.0,457,457.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,457.0,457.0,20.0,400.0,0.0,HFP,0.28,127.96000000000001,0.0,0.0,0.0,1.0,0.0,457.0,457.0,0.0,0.0,0.0,0.0,OK
1621.0255414978903,0.0,680,680.0,0.0,0.0,0.0,541.0255414978903,0.0,idle,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,HFP,0.28,190.4,0.0,0.0,0.0,1.0,0.0,680.0,680.0,0.0,0.0,0.0,0.0,OK
2886.689477778584,0.0,882,882.0,0.0,0.0,0.0,1604.6894777785842,0.0,idle,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,HFP,0.28,246.96000000000004,0.0,0.0,0.0,1.0,0.0,882.0,882.0,0.0,0.0,0.0,0.0,OK
2886.689477778584,50.468,1193,1243.468,50.468,389.8717737923585,1193.0,1243.2214777785844,400.0,charge,0.0,0.0,0.0,0.0,0.0,39.49358868961792,789.8717737923586,0.0,HFP,0.28,348.17104000000006,0.0,0.0,109.1640966618604,1.0,50.468,1193.0,1243.468,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,59.644000000000005,1735,1794.644,59.644000000000005,389.8717737923585,1735.0,692.0454777785844,400.0,charge,0.0,0.0,0.0,0.0,0.0,58.987177379235845,1179.743547584717,0.0,HFP,0.28,502.50032000000004,0.0,0.0,109.1640966618604,1.0,59.644000000000005,1735.0,1794.644,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,64.232,2343,2407.232,64.232,389.8717737923585,2343.0,79.45747777858423,400.0,charge,0.0,0.0,0.0,0.0,0.0,78.48076606885377,1569.6153213770754,0.0,HFP,0.28,674.0249600000001,0.0,0.0,109.1640966618604,1.0,64.232,2343.0,2407.232,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,77.99599999999998,2408,2485.996,77.99599999999998,389.8717737923585,2408.0,0.6934777785841106,400.0,charge,0.0,0.0,0.0,0.0,0.0,97.97435475847169,1959.4870951694338,0.0,HFP,0.28,696.0788800000001,0.0,0.0,109.1640966618604,1.0,77.99599999999998,2408.0,2485.996,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,77.99599999999998,2278,2355.996,77.99599999999998,40.51290483056613,2278.0,489.1281144423374,41.56536333624692,charge,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,659.67888,0.0,0.0,11.343613352558517,1.0,77.99599999999998,2278.0,2355.996,40.51290483056613,0.0,-40.51290483056613,100.0,CRITICAL
2886.689477778584,96.34799999999996,2260,2356.348,96.34799999999996,0.0,2260.0,530.3414777785842,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,659.7774400000001,0.0,0.0,0.0,1.0,96.34799999999996,2260.0,2356.348,0.0,0.0,0.0,0.0,OK
1512.1004354000988,73.40799999999999,2337,2410.408,73.40799999999999,0.0,1438.692435400099,0.0,400.0,discharge,0.0,389.8717737923585,0.0,508.43579080754256,508.43579080754256,80.0,1600.0,176.2610289315253,HFP,0.28,674.9142400000001,109.1640966618604,0.0,0.0,1.0,73.40799999999999,1947.1282262076415,2020.5362262076414,0.0,389.8717737923585,389.8717737923585,38987.17737923585,CRITICAL
690.3818430268806,105.52399999999994,2250,2355.524,105.52399999999994,389.8717737923585,184.85784302688057,0.0,400.0,charge,0.0,0.0,0.0,2065.142156973119,2065.142156973119,99.49358868961792,1989.8717737923587,0.0,HFP,0.28,659.54672,0.0,0.0,109.1640966618604,1.0,105.52399999999994,2250.0,2355.524,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
102.12015158301732,133.0519999999999,2178,2311.0519999999997,102.12015158301732,0.0,0.0,0.0,285.22198187967285,discharge,0.0,278.0,30.93184841698259,1900.0,1930.9318484169826,85.23248959563429,1704.6497919126857,125.6838,HFP,0.28,647.09456,77.84,0.0,0.0,1.0,133.0519999999999,1900.0,2033.052,0.0,278.0,278.0,27800.0,CRITICAL
0.0,105.52399999999994,2058,2163.524,0.0,0.0,0.0,0.0,162.10457962945435,discharge,0.0,158.0,105.52399999999994,1900.0,2005.524,77.12726061416157,1542.5452122832314,71.4318,HP,0.45,973.5858,71.10000000000001,26.859999999999996,0.0,1.607142857142857,105.52399999999994,1900.0,2005.524,0.0,158.0,158.0,15800.0,CRITICAL
0.0,128.4639999999999,2048,2176.464,0.0,0.0,0.0,0.0,151.84479610860282,discharge,0.0,148.0,128.4639999999999,1900.0,2028.464,69.53502080873143,1390.7004161746286,66.9108,HP,0.45,979.4088,66.60000000000001,25.159999999999997,0.0,1.607142857142857,128.4639999999999,1900.0,2028.464,0.0,148.0,148.0,14800.0,CRITICAL
0.0,151.40399999999988,1958,2109.404,0.0,0.0,0.0,0.0,59.506744420938944,discharge,0.0,58.0,151.40399999999988,1900.0,2051.404,66.55968358768448,1331.1936717536896,26.2218,HP,0.45,949.2318,26.1,9.86,0.0,1.607142857142857,151.40399999999988,1900.0,2051.404,0.0,58.0,58.0,5800.0,CRITICAL
0.0,0.0,1810,1810.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,1810.0,1810.0,66.55968358768448,1331.1936717536896,0.0,HP,0.45,814.5,0.0,0.0,0.0,1.607142857142857,0.0,1810.0,1810.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,978,978.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,978.0,978.0,46.55968358768448,931.1936717536896,0.0,HP,0.45,440.1,0.0,0.0,0.0,1.607142857142857,0.0,978.0,978.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,541,541.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,541.0,541.0,26.55968358768448,531.1936717536896,0.0,HFP,0.28,151.48000000000002,0.0,0.0,0.0,1.0,0.0,541.0,541.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,470,470.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,470.0,470.0,20.0,400.0,0.0,HFP,0.28,131.60000000000002,0.0,0.0,0.0,1.0,0.0,470.0,470.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,443,443.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,443.0,443.0,20.0,400.0,0.0,HFP,0.28,124.04,0.0,0.0,0.0,1.0,0.0,443.0,443.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,443,443.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,443.0,443.0,20.0,400.0,0.0,HFP,0.28,124.04,0.0,0.0,0.0,1.0,0.0,443.0,443.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,439,439.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,439.0,439.0,20.0,400.0,0.0,HFP,0.28,122.92000000000002,0.0,0.0,0.0,1.0,0.0,439.0,439.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,436,436.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,436.0,436.0,20.0,400.0,0.0,HFP,0.28,122.08000000000001,0.0,0.0,0.0,1.0,0.0,436.0,436.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,412,412.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,412.0,412.0,20.0,400.0,0.0,HFP,0.28,115.36000000000001,0.0,0.0,0.0,1.0,0.0,412.0,412.0,0.0,0.0,0.0,0.0,OK
26.93385628841112,0.0,511,511.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,511.0,511.0,20.0,400.0,0.0,HFP,0.28,143.08,0.0,0.0,0.0,1.0,0.0,511.0,511.0,0.0,0.0,0.0,0.0,OK
158.5815737519292,0.0,691,691.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,691.0,691.0,20.0,400.0,0.0,HFP,0.28,193.48000000000002,0.0,0.0,0.0,1.0,0.0,691.0,691.0,0.0,0.0,0.0,0.0,OK
387.4567392965912,0.0,1013,1013.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,1013.0,1013.0,20.0,400.0,0.0,HFP,0.28,283.64000000000004,0.0,0.0,0.0,1.0,0.0,1013.0,1013.0,0.0,0.0,0.0,0.0,OK
646.4767378339309,36.704,1282,1318.704,36.704,389.8717737923585,209.77273783393093,0.0,400.0,charge,0.0,0.0,0.0,1072.227262166069,1072.227262166069,39.49358868961792,789.8717737923586,0.0,HFP,0.28,369.23712,0.0,0.0,109.1640966618604,1.0,36.704,1282.0,1318.704,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
825.3387034145347,27.528,1742,1769.528,27.528,389.8717737923585,397.8107034145347,0.0,400.0,charge,0.0,0.0,0.0,1344.1892965854654,1344.1892965854654,58.987177379235845,1179.743547584717,0.0,HFP,0.28,495.4678400000001,0.0,0.0,109.1640966618604,1.0,27.528,1742.0,1769.528,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
592.2933194452827,32.116,2254,2286.116,32.116,389.8717737923585,160.1773194452827,0.0,400.0,charge,0.0,0.0,0.0,2093.8226805547174,2093.8226805547174,78.48076606885377,1569.6153213770754,0.0,HFP,0.28,640.11248,0.0,0.0,109.1640966618604,1.0,32.116,2254.0,2286.116,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
682.9717199971138,68.82,2347,2415.82,68.82,389.8717737923585,214.1517199971138,0.0,400.0,charge,0.0,0.0,0.0,2132.848280002886,2132.848280002886,97.97435475847169,1959.4870951694338,0.0,HFP,0.28,676.4296000000002,0.0,0.0,109.1640966618604,1.0,68.82,2347.0,2415.82,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
1412.837477960558,87.17199999999997,2344,2431.172,87.17199999999997,40.51290483056613,1284.1001146243111,0.0,41.56536333624692,charge,0.0,0.0,0.0,1059.8998853756889,1059.8998853756889,100.0,2000.0,0.0,HFP,0.28,680.7281600000001,0.0,0.0,11.343613352558517,1.0,87.17199999999997,2344.0,2431.172,40.51290483056613,0.0,-40.51290483056613,100.0,CRITICAL
1893.491549496949,82.58399999999997,2364,2446.584,82.58399999999997,0.0,1810.9075494969488,0.0,400.0,discharge,0.0,389.8717737923585,0.0,163.22067671069266,163.22067671069266,80.0,1600.0,176.2610289315253,HFP,0.28,685.0435200000001,109.1640966618604,0.0,0.0,1.0,82.58399999999997,1974.1282262076415,2056.7122262076414,0.0,389.8717737923585,389.8717737923585,38987.17737923585,CRITICAL
1729.7385548595578,100.93599999999996,2422,2522.936,100.93599999999996,389.8717737923585,1228.8025548595579,0.0,400.0,charge,0.0,0.0,0.0,1193.1974451404421,1193.1974451404421,99.49358868961792,1989.8717737923587,0.0,HFP,0.28,706.4220800000002,0.0,0.0,109.1640966618604,1.0,100.93599999999996,2422.0,2522.936,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
1079.8826794651814,123.87599999999992,2419,2542.8759999999997,123.87599999999992,0.0,956.0066794651814,0.0,400.0,discharge,0.0,389.8717737923585,0.0,1073.1215467424602,1073.1215467424602,79.49358868961794,1589.8717737923587,176.2610289315253,HFP,0.28,712.00528,109.1640966618604,0.0,0.0,1.0,123.87599999999992,2029.1282262076415,2153.0042262076413,0.0,389.8717737923585,389.8717737923585,38987.17737923585,CRITICAL
115.19081626706416,146.8159999999999,2387,2533.816,115.19081626706416,0.0,0.0,0.0,400.0,discharge,0.0,389.8717737923585,31.625183732935724,1997.1282262076415,2028.7534099405773,59.49358868961794,1189.8717737923587,176.2610289315253,HFP,0.28,709.46848,109.1640966618604,0.0,0.0,1.0,146.8159999999999,1997.1282262076415,2143.9442262076413,0.0,389.8717737923585,389.8717737923585,38987.17737923585,CRITICAL
0.0,110.11199999999994,2288,2398.112,0.0,0.0,0.0,0.0,398.0796006090398,discharge,0.0,388.0,110.11199999999994,1900.0,2010.1119999999999,39.58960865916595,791.7921731833189,175.4148,HP,0.45,1079.1504,174.6,65.96,0.0,1.607142857142857,110.11199999999994,1900.0,2010.1119999999999,0.0,388.0,388.0,38800.0,CRITICAL
0.0,128.4639999999999,2247,2375.464,0.0,0.0,0.0,0.0,356.0144881735485,discharge,0.0,347.0,128.4639999999999,1900.0,2028.464,21.788884250488522,435.77768500977044,156.8787,HP,0.45,1068.9588,156.15,58.989999999999995,0.0,1.607142857142857,128.4639999999999,1900.0,2028.464,0.0,347.0,347.0,34700.0,CRITICAL
0.0,114.69999999999992,2188,2302.7,0.0,0.0,0.0,0.0,35.77768500977041,discharge,0.0,34.87177379235867,114.69999999999992,2153.1282262076415,2267.8282262076414,20.0,400.0,15.765528931525353,HP,0.45,1036.215,15.6922982065614,5.928201544700973,0.0,1.607142857142857,114.69999999999992,2153.1282262076415,2267.8282262076414,0.0,34.87177379235867,34.87177379235867,3487.1773792358667,CRITICAL
0.0,0.0,1972,1972.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,1972.0,1972.0,20.0,400.0,0.0,HP,0.45,887.4,0.0,0.0,0.0,1.607142857142857,0.0,1972.0,1972.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,1116,1116.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,1116.0,1116.0,20.0,400.0,0.0,HP,0.45,502.2,0.0,0.0,0.0,1.607142857142857,0.0,1116.0,1116.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,616,616.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,616.0,616.0,20.0,400.0,0.0,HFP,0.28,172.48000000000002,0.0,0.0,0.0,1.0,0.0,616.0,616.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,523,523.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,523.0,523.0,20.0,400.0,0.0,HFP,0.28,146.44000000000003,0.0,0.0,0.0,1.0,0.0,523.0,523.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,498,498.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,498.0,498.0,20.0,400.0,0.0,HFP,0.28,139.44000000000003,0.0,0.0,0.0,1.0,0.0,498.0,498.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,474,474.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,474.0,474.0,20.0,400.0,0.0,HFP,0.28,132.72,0.0,0.0,0.0,1.0,0.0,474.0,474.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,470,470.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,470.0,470.0,20.0,400.0,0.0,HFP,0.28,131.60000000000002,0.0,0.0,0.0,1.0,0.0,470.0,470.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,478,478.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,478.0,478.0,20.0,400.0,0.0,HFP,0.28,133.84,0.0,0.0,0.0,1.0,0.0,478.0,478.0,0.0,0.0,0.0,0.0,OK
0.0,0.0,452,452.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,452.0,452.0,20.0,400.0,0.0,HFP,0.28,126.56000000000002,0.0,0.0,0.0,1.0,0.0,452.0,452.0,0.0,0.0,0.0,0.0,OK
155.87584494209315,0.0,536,536.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,0.0,0.0,536.0,536.0,20.0,400.0,0.0,HFP,0.28,150.08,0.0,0.0,0.0,1.0,0.0,536.0,536.0,0.0,0.0,0.0,0.0,OK
1347.2637757853558,0.0,776,776.0,0.0,0.0,0.0,171.26377578535585,0.0,idle,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,HFP,0.28,217.28000000000003,0.0,0.0,0.0,1.0,0.0,776.0,776.0,0.0,0.0,0.0,0.0,OK
2400.6014982018023,0.0,1184,1184.0,0.0,0.0,0.0,816.6014982018023,0.0,idle,0.0,0.0,0.0,0.0,0.0,20.0,400.0,0.0,HFP,0.28,331.52000000000004,0.0,0.0,0.0,1.0,0.0,1184.0,1184.0,0.0,0.0,0.0,0.0,OK
1555.337481843255,36.704,1371,1407.704,36.704,389.8717737923585,1118.6334818432551,0.0,400.0,charge,0.0,0.0,0.0,252.36651815674486,252.36651815674486,39.49358868961792,789.8717737923586,0.0,HFP,0.28,394.15712,0.0,0.0,109.1640966618604,1.0,36.704,1371.0,1407.704,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2459.0431307166,36.704,1829,1865.704,36.704,389.8717737923585,1829.0,193.3391307165998,400.0,charge,0.0,0.0,0.0,0.0,0.0,58.987177379235845,1179.743547584717,0.0,HFP,0.28,522.3971200000001,0.0,0.0,109.1640966618604,1.0,36.704,1829.0,1865.704,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,59.644000000000005,2398,2457.6440000000002,59.644000000000005,389.8717737923585,2398.0,29.045477778584427,400.0,charge,0.0,0.0,0.0,0.0,0.0,78.48076606885377,1569.6153213770754,0.0,HFP,0.28,688.1403200000001,0.0,0.0,109.1640966618604,1.0,59.644000000000005,2398.0,2457.6440000000002,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,68.82,2418,2486.82,68.82,389.8717737923585,2417.869477778584,0.0,400.0,charge,0.0,0.0,0.0,0.13052222141595848,0.13052222141595848,97.97435475847169,1959.4870951694338,0.0,HFP,0.28,696.3096000000002,0.0,0.0,109.1640966618604,1.0,68.82,2418.0,2486.82,389.8717737923585,0.0,-389.8717737923585,100.0,CRITICAL
2886.689477778584,59.644000000000005,2419,2478.6440000000002,59.644000000000005,40.51290483056613,2419.0,366.4801144423377,41.56536333624692,charge,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,694.0203200000001,0.0,0.0,11.343613352558517,1.0,59.644000000000005,2419.0,2478.6440000000002,40.51290483056613,0.0,-40.51290483056613,100.0,CRITICAL
2886.689477778584,110.11199999999994,2460,2570.112,110.11199999999994,0.0,2460.0,316.5774777785841,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,719.6313600000001,0.0,0.0,0.0,1.0,110.11199999999994,2460.0,2570.112,0.0,0.0,0.0,0.0,OK
2886.689477778584,91.75999999999996,2360,2451.7599999999998,91.75999999999996,0.0,2360.0,434.92947777858444,0.0,idle,0.0,0.0,0.0,0.0,0.0,100.0,2000.0,0.0,HFP,0.28,686.4928,0.0,0.0,0.0,1.0,91.75999999999996,2360.0,2451.7599999999998,0.0,0.0,0.0,0.0,OK
