hour,solar_kw,bess_soc_percent,mall_load_kw
303,2024-01-13 15:00:00-05:00,2024-01-13 15:00:00,13/01/2024 15:00;2394
304,2024-01-13 16:00:00-05:00,2024-01-13 16:00:00,13/01/2024 16:00;2419
305,2024-01-13 17:00:00-05:00,2024-01-13 17:00:00,13/01/2024 17:00;2381
306,2024-01-13 18:00:00-05:00,2024-01-13 18:00:00,13/01/2024 18:00;2302
307,2024-01-13 19:00:00-05:00,2024-01-13 19:00:00,13/01/2024 19:00;2209
308,2024-01-13 20:00:00-05:00,2024-01-13 20:00:00,13/01/2024 20:00;2160
309,2024-01-13 21:00:00-05:00,2024-01-13 21:00:00,13/01/2024 21:00;1995
310,2024-01-13 22:00:00-05:00,2024-01-13 22:00:00,13/01/2024 22:00;1201
311,2024-01-13 23:00:00-05:00,2024-01-13 23:00:00,13/01/2024 23:00;748
312,2024-01-14 00:00:00-05:00,2024-01-14 00:00:00,14/01/2024 00:00;632
313,2024-01-14 01:00:00-05:00,2024-01-14 01:00:00,14/01/2024 01:00;608
314,2024-01-14 02:00:00-05:00,2024-01-14 02:00:00,14/01/2024 02:00;605
315,2024-01-14 03:00:00-05:00,2024-01-14 03:00:00,14/01/2024 03:00;573
316,2024-01-14 04:00:00-05:00,2024-01-14 04:00:00,14/01/2024 04:00;570
317,2024-01-14 05:00:00-05:00,2024-01-14 05:00:00,14/01/2024 05:00;549
318,2024-01-14 06:00:00-05:00,2024-01-14 06:00:00,14/01/2024 06:00;567
319,2024-01-14 07:00:00-05:00,2024-01-14 07:00:00,14/01/2024 07:00;619
320,2024-01-14 08:00:00-05:00,2024-01-14 08:00:00,14/01/2024 08:00;728
321,2024-01-14 09:00:00-05:00,2024-01-14 09:00:00,14/01/2024 09:00;1000
322,2024-01-14 10:00:00-05:00,2024-01-14 10:00:00,14/01/2024 10:00;1903
323,2024-01-14 11:00:00-05:00,2024-01-14 11:00:00,14/01/2024 11:00;2409
324,2024-01-14 12:00:00-05:00,2024-01-14 12:00:00,14/01/2024 12:00;2442
325,2024-01-14 13:00:00-05:00,2024-01-14 13:00:00,14/01/2024 13:00;2406
326,2024-01-14 14:00:00-05:00,2024-01-14 14:00:00,14/01/2024 14:00;2411
327,2024-01-14 15:00:00-05:00,2024-01-14 15:00:00,14/01/2024 15:00;2374
328,2024-01-14 16:00:00-05:00,2024-01-14 16:00:00,14/01/2024 16:00;2353
329,2024-01-14 17:00:00-05:00,2024-01-14 17:00:00,14/01/2024 17:00;2309
330,2024-01-14 18:00:00-05:00,2024-01-14 18:00:00,14/01/2024 18:00;2295
331,2024-01-14 19:00:00-05:00,2024-01-14 19:00:00,14/01/2024 19:00;2288
332,2024-01-14 20:00:00-05:00,2024-01-14 20:00:00,14/01/2024 20:00;2226
333,2024-01-14 21:00:00-05:00,2024-01-14 21:00:00,14/01/2024 21:00;1996
334,2024-01-14 22:00:00-05:00,2024-01-14 22:00:00,14/01/2024 22:00;1168
335,2024-01-14 23:00:00-05:00,2024-01-14 23:00:00,14/01/2024 23:00;721
336,2024-01-15 00:00:00-05:00,2024-01-15 00:00:00,15/01/2024 00:00;632
337,2024-01-15 01:00:00-05:00,2024-01-15 01:00:00,15/01/2024 01:00;598
338,2024-01-15 02:00:00-05:00,2024-01-15 02:00:00,15/01/2024 02:00;609
339,2024-01-15 03:00:00-05:00,2024-01-15 03:00:00,15/01/2024 03:00;605
340,2024-01-15 04:00:00-05:00,2024-01-15 04:00:00,15/01/2024 04:00;587
341,2024-01-15 05:00:00-05:00,2024-01-15 05:00:00,15/01/2024 05:00;562
342,2024-01-15 06:00:00-05:00,2024-01-15 06:00:00,15/01/2024 06:00;663
343,2024-01-15 07:00:00-05:00,2024-01-15 07:00:00,15/01/2024 07:00;725
344,2024-01-15 08:00:00-05:00,2024-01-15 08:00:00,15/01/2024 08:00;970
345,2024-01-15 09:00:00-05:00,2024-01-15 09:00:00,15/01/2024 09:00;1226
346,2024-01-15 10:00:00-05:00,2024-01-15 10:00:00,15/01/2024 10:00;1879
347,2024-01-15 11:00:00-05:00,2024-01-15 11:00:00,15/01/2024 11:00;2392
348,2024-01-15 12:00:00-05:00,2024-01-15 12:00:00,15/01/2024 12:00;2411
349,2024-01-15 13:00:00-05:00,2024-01-15 13:00:00,15/01/2024 13:00;2449
350,2024-01-15 14:00:00-05:00,2024-01-15 14:00:00,15/01/2024 14:00;2442
351,2024-01-15 15:00:00-05:00,2024-01-15 15:00:00,15/01/2024 15:00;2410
352,2024-01-15 16:00:00-05:00,2024-01-15 16:00:00,15/01/2024 16:00;2349
353,2024-01-15 17:00:00-05:00,2024-01-15 17:00:00,15/01/2024 17:00;2309
354,2024-01-15 18:00:00-05:00,2024-01-15 18:00:00,15/01/2024 18:00;2268
355,2024-01-15 19:00:00-05:00,2024-01-15 19:00:00,15/01/2024 19:00;2267
356,2024-01-15 20:00:00-05:00,2024-01-15 20:00:00,15/01/2024 20:00;2195
357,2024-01-15 21:00:00-05:00,2024-01-15 21:00:00,15/01/2024 21:00;1979
358,2024-01-15 22:00:00-05:00,2024-01-15 22:00:00,15/01/2024 22:00;1192
359,2024-01-15 23:00:00-05:00,2024-01-15 23:00:00,15/01/2024 23:00;741
360,2024-01-16 00:00:00-05:00,2024-01-16 00:00:00,16/01/2024 00:00;670
361,2024-01-16 01:00:00-05:00,2024-01-16 01:00:00,16/01/2024 01:00;604
362,2024-01-16 02:00:00-05:00,2024-01-16 02:00:00,16/01/2024 02:00;608
363,2024-01-16 03:00:00-05:00,2024-01-16 03:00:00,16/01/2024 03:00;616
364,2024-01-16 04:00:00-05:00,2024-01-16 04:00:00,16/01/2024 04:00;581
365,2024-01-16 05:00:00-05:00,2024-01-16 05:00:00,16/01/2024 05:00;567
366,2024-01-16 06:00:00-05:00,2024-01-16 06:00:00,16/01/2024 06:00;649
367,2024-01-16 07:00:00-05:00,2024-01-16 07:00:00,16/01/2024 07:00;807
368,2024-01-16 08:00:00-05:00,2024-01-16 08:00:00,16/01/2024 08:00;1040
369,2024-01-16 09:00:00-05:00,2024-01-16 09:00:00,16/01/2024 09:00;1112
370,2024-01-16 10:00:00-05:00,2024-01-16 10:00:00,16/01/2024 10:00;1738
371,2024-01-16 11:00:00-05:00,2024-01-16 11:00:00,16/01/2024 11:00;2229
372,2024-01-16 12:00:00-05:00,2024-01-16 12:00:00,16/01/2024 12:00;2274
373,2024-01-16 13:00:00-05:00,2024-01-16 13:00:00,16/01/2024 13:00;2302
374,2024-01-16 14:00:00-05:00,2024-01-16 14:00:00,16/01/2024 14:00;2233
375,2024-01-16 15:00:00-05:00,2024-01-16 15:00:00,16/01/2024 15:00;2099
376,2024-01-16 16:00:00-05:00,2024-01-16 16:00:00,16/01/2024 16:00;2054
377,2024-01-16 17:00:00-05:00,2024-01-16 17:00:00,16/01/2024 17:00;2034
378,2024-01-16 18:00:00-05:00,2024-01-16 18:00:00,16/01/2024 18:00;2020
379,2024-01-16 19:00:00-05:00,2024-01-16 19:00:00,16/01/2024 19:00;2040
380,2024-01-16 20:00:00-05:00,2024-01-16 20:00:00,16/01/2024 20:00;2064
381,2024-01-16 21:00:00-05:00,2024-01-16 21:00:00,16/01/2024 21:00;1854
382,2024-01-16 22:00:00-05:00,2024-01-16 22:00:00,16/01/2024 22:00;1140
383,2024-01-16 23:00:00-05:00,2024-01-16 23:00:00,16/01/2024 23:00;738
384,2024-01-17 00:00:00-05:00,2024-01-17 00:00:00,17/01/2024 00:00;649
385,2024-01-17 01:00:00-05:00,2024-01-17 01:00:00,17/01/2024 01:00;639
386,2024-01-17 02:00:00-05:00,2024-01-17 02:00:00,17/01/2024 02:00;632
387,2024-01-17 03:00:00-05:00,2024-01-17 03:00:00,17/01/2024 03:00;619
388,2024-01-17 04:00:00-05:00,2024-01-17 04:00:00,17/01/2024 04:00;612
389,2024-01-17 05:00:00-05:00,2024-01-17 05:00:00,17/01/2024 05:00;605
390,2024-01-17 06:00:00-05:00,2024-01-17 06:00:00,17/01/2024 06:00;670
391,2024-01-17 07:00:00-05:00,2024-01-17 07:00:00,17/01/2024 07:00;705
392,2024-01-17 08:00:00-05:00,2024-01-17 08:00:00,17/01/2024 08:00;920
393,2024-01-17 09:00:00-05:00,2024-01-17 09:00:00,17/01/2024 09:00;1103
394,2024-01-17 10:00:00-05:00,2024-01-17 10:00:00,17/01/2024 10:00;1587
395,2024-01-17 11:00:00-05:00,2024-01-17 11:00:00,17/01/2024 11:00;1889
396,2024-01-17 12:00:00-05:00,2024-01-17 12:00:00,17/01/2024 12:00;1909
397,2024-01-17 13:00:00-05:00,2024-01-17 13:00:00,17/01/2024 13:00;1889
398,2024-01-17 14:00:00-05:00,2024-01-17 14:00:00,17/01/2024 14:00;1916
399,2024-01-17 15:00:00-05:00,2024-01-17 15:00:00,17/01/2024 15:00;1968
400,2024-01-17 16:00:00-05:00,2024-01-17 16:00:00,17/01/2024 16:00;2002
401,2024-01-17 17:00:00-05:00,2024-01-17 17:00:00,17/01/2024 17:00;1971
402,2024-01-17 18:00:00-05:00,2024-01-17 18:00:00,17/01/2024 18:00;1913
403,2024-01-17 19:00:00-05:00,2024-01-17 19:00:00,17/01/2024 19:00;1913
404,2024-01-17 20:00:00-05:00,2024-01-17 20:00:00,17/01/2024 20:00;1875
405,2024-01-17 21:00:00-05:00,2024-01-17 21:00:00,17/01/2024 21:00;1718
406,2024-01-17 22:00:00-05:00,2024-01-17 22:00:00,17/01/2024 22:00;1075
407,2024-01-17 23:00:00-05:00,2024-01-17 23:00:00,17/01/2024 23:00;673
408,2024-01-18 00:00:00-05:00,2024-01-18 00:00:00,18/01/2024 00:00;563
409,2024-01-18 01:00:00-05:00,2024-01-18 01:00:00,18/01/2024 01:00;542
410,2024-01-18 02:00:00-05:00,2024-01-18 02:00:00,18/01/2024 02:00;529
411,2024-01-18 03:00:00-05:00,2024-01-18 03:00:00,18/01/2024 03:00;506
412,2024-01-18 04:00:00-05:00,2024-01-18 04:00:00,18/01/2024 04:00;546
413,2024-01-18 05:00:00-05:00,2024-01-18 05:00:00,18/01/2024 05:00;535
414,2024-01-18 06:00:00-05:00,2024-01-18 06:00:00,18/01/2024 06:00;560
415,2024-01-18 07:00:00-05:00,2024-01-18 07:00:00,18/01/2024 07:00;649
416,2024-01-18 08:00:00-05:00,2024-01-18 08:00:00,18/01/2024 08:00;975
417,2024-01-18 09:00:00-05:00,2024-01-18 09:00:00,18/01/2024 09:00;1137
418,2024-01-18 10:00:00-05:00,2024-01-18 10:00:00,18/01/2024 10:00;1711
419,2024-01-18 11:00:00-05:00,2024-01-18 11:00:00,18/01/2024 11:00;2132
420,2024-01-18 12:00:00-05:00,2024-01-18 12:00:00,18/01/2024 12:00;2202
421,2024-01-18 13:00:00-05:00,2024-01-18 13:00:00,18/01/2024 13:00;2202
422,2024-01-18 14:00:00-05:00,2024-01-18 14:00:00,18/01/2024 14:00;2144
423,2024-01-18 15:00:00-05:00,2024-01-18 15:00:00,18/01/2024 15:00;2164
424,2024-01-18 16:00:00-05:00,2024-01-18 16:00:00,18/01/2024 16:00;2019
425,2024-01-18 17:00:00-05:00,2024-01-18 17:00:00,18/01/2024 17:00;1937
426,2024-01-18 18:00:00-05:00,2024-01-18 18:00:00,18/01/2024 18:00;1914
427,2024-01-18 19:00:00-05:00,2024-01-18 19:00:00,18/01/2024 19:00;1926
428,2024-01-18 20:00:00-05:00,2024-01-18 20:00:00,18/01/2024 20:00;1858
429,2024-01-18 21:00:00-05:00,2024-01-18 21:00:00,18/01/2024 21:00;1742
430,2024-01-18 22:00:00-05:00,2024-01-18 22:00:00,18/01/2024 22:00;1041
431,2024-01-18 23:00:00-05:00,2024-01-18 23:00:00,18/01/2024 23:00;669
432,2024-01-19 00:00:00-05:00,2024-01-19 00:00:00,19/01/2024 00:00;576
433,2024-01-19 01:00:00-05:00,2024-01-19 01:00:00,19/01/2024 01:00;564
434,2024-01-19 02:00:00-05:00,2024-01-19 02:00:00,19/01/2024 02:00;553
435,2024-01-19 03:00:00-05:00,2024-01-19 03:00:00,19/01/2024 03:00;539
436,2024-01-19 04:00:00-05:00,2024-01-19 04:00:00,19/01/2024 04:00;533
437,2024-01-19 05:00:00-05:00,2024-01-19 05:00:00,19/01/2024 05:00;519
438,2024-01-19 06:00:00-05:00,2024-01-19 06:00:00,19/01/2024 06:00;574
439,2024-01-19 07:00:00-05:00,2024-01-19 07:00:00,19/01/2024 07:00;687
440,2024-01-19 08:00:00-05:00,2024-01-19 08:00:00,19/01/2024 08:00;875
441,2024-01-19 09:00:00-05:00,2024-01-19 09:00:00,19/01/2024 09:00;1071
442,2024-01-19 10:00:00-05:00,2024-01-19 10:00:00,19/01/2024 10:00;1628
443,2024-01-19 11:00:00-05:00,2024-01-19 11:00:00,19/01/2024 11:00;1962
444,2024-01-19 12:00:00-05:00,2024-01-19 12:00:00,19/01/2024 12:00;2010
445,2024-01-19 13:00:00-05:00,2024-01-19 13:00:00,19/01/2024 13:00;2007
446,2024-01-19 14:00:00-05:00,2024-01-19 14:00:00,19/01/2024 14:00;2058
447,2024-01-19 15:00:00-05:00,2024-01-19 15:00:00,19/01/2024 15:00;2099
448,2024-01-19 16:00:00-05:00,2024-01-19 16:00:00,19/01/2024 16:00;2175
449,2024-01-19 17:00:00-05:00,2024-01-19 17:00:00,19/01/2024 17:00;2164
450,2024-01-19 18:00:00-05:00,2024-01-19 18:00:00,19/01/2024 18:00;2160
451,2024-01-19 19:00:00-05:00,2024-01-19 19:00:00,19/01/2024 19:00;2109
452,2024-01-19 20:00:00-05:00,2024-01-19 20:00:00,19/01/2024 20:00;2103
453,2024-01-19 21:00:00-05:00,2024-01-19 21:00:00,19/01/2024 21:00;1947
454,2024-01-19 22:00:00-05:00,2024-01-19 22:00:00,19/01/2024 22:00;1179
455,2024-01-19 23:00:00-05:00,2024-01-19 23:00:00,19/01/2024 23:00;697
456,2024-01-20 00:00:00-05:00,2024-01-20 00:00:00,20/01/2024 00:00;613
457,2024-01-20 01:00:00-05:00,2024-01-20 01:00:00,20/01/2024 01:00;573
458,2024-01-20 02:00:00-05:00,2024-01-20 02:00:00,20/01/2024 02:00;540
459,2024-01-20 03:00:00-05:00,2024-01-20 03:00:00,20/01/2024 03:00;532
460,2024-01-20 04:00:00-05:00,2024-01-20 04:00:00,20/01/2024 04:00;573
461,2024-01-20 05:00:00-05:00,2024-01-20 05:00:00,20/01/2024 05:00;509
462,2024-01-20 06:00:00-05:00,2024-01-20 06:00:00,20/01/2024 06:00;570
463,2024-01-20 07:00:00-05:00,2024-01-20 07:00:00,20/01/2024 07:00;642
464,2024-01-20 08:00:00-05:00,2024-01-20 08:00:00,20/01/2024 08:00;854
465,2024-01-20 09:00:00-05:00,2024-01-20 09:00:00,20/01/2024 09:00;1016
466,2024-01-20 10:00:00-05:00,2024-01-20 10:00:00,20/01/2024 10:00;1508
467,2024-01-20 11:00:00-05:00,2024-01-20 11:00:00,20/01/2024 11:00;1886
468,2024-01-20 12:00:00-05:00,2024-01-20 12:00:00,20/01/2024 12:00;2009
469,2024-01-20 13:00:00-05:00,2024-01-20 13:00:00,20/01/2024 13:00;2065
470,2024-01-20 14:00:00-05:00,2024-01-20 14:00:00,20/01/2024 14:00;2089
471,2024-01-20 15:00:00-05:00,2024-01-20 15:00:00,20/01/2024 15:00;2096
472,2024-01-20 16:00:00-05:00,2024-01-20 16:00:00,20/01/2024 16:00;2133
473,2024-01-20 17:00:00-05:00,2024-01-20 17:00:00,20/01/2024 17:00;2120
474,2024-01-20 18:00:00-05:00,2024-01-20 18:00:00,20/01/2024 18:00;2043
475,2024-01-20 19:00:00-05:00,2024-01-20 19:00:00,20/01/2024 19:00;2010
476,2024-01-20 20:00:00-05:00,2024-01-20 20:00:00,20/01/2024 20:00;1995
477,2024-01-20 21:00:00-05:00,2024-01-20 21:00:00,20/01/2024 21:00;1921
478,2024-01-20 22:00:00-05:00,2024-01-20 22:00:00,20/01/2024 22:00;1181
479,2024-01-20 23:00:00-05:00,2024-01-20 23:00:00,20/01/2024 23:00;735
480,2024-01-21 00:00:00-05:00,2024-01-21 00:00:00,21/01/2024 00:00;598
481,2024-01-21 01:00:00-05:00,2024-01-21 01:00:00,21/01/2024 01:00;549
482,2024-01-21 02:00:00-05:00,2024-01-21 02:00:00,21/01/2024 02:00;553
483,2024-01-21 03:00:00-05:00,2024-01-21 03:00:00,21/01/2024 03:00;540
484,2024-01-21 04:00:00-05:00,2024-01-21 04:00:00,21/01/2024 04:00;535
485,2024-01-21 05:00:00-05:00,2024-01-21 05:00:00,21/01/2024 05:00;527
486,2024-01-21 06:00:00-05:00,2024-01-21 06:00:00,21/01/2024 06:00;556
487,2024-01-21 07:00:00-05:00,2024-01-21 07:00:00,21/01/2024 07:00;591
488,2024-01-21 08:00:00-05:00,2024-01-21 08:00:00,21/01/2024 08:00;701
489,2024-01-21 09:00:00-05:00,2024-01-21 09:00:00,21/01/2024 09:00;1006
490,2024-01-21 10:00:00-05:00,2024-01-21 10:00:00,21/01/2024 10:00;1694
491,2024-01-21 11:00:00-05:00,2024-01-21 11:00:00,21/01/2024 11:00;2051
492,2024-01-21 12:00:00-05:00,2024-01-21 12:00:00,21/01/2024 12:00;2071
493,2024-01-21 13:00:00-05:00,2024-01-21 13:00:00,21/01/2024 13:00;2147
494,2024-01-21 14:00:00-05:00,2024-01-21 14:00:00,21/01/2024 14:00;2178
495,2024-01-21 15:00:00-05:00,2024-01-21 15:00:00,21/01/2024 15:00;2122
496,2024-01-21 16:00:00-05:00,2024-01-21 16:00:00,21/01/2024 16:00;2195
497,2024-01-21 17:00:00-05:00,2024-01-21 17:00:00,21/01/2024 17:00;2185
498,2024-01-21 18:00:00-05:00,2024-01-21 18:00:00,21/01/2024 18:00;2194
499,2024-01-21 19:00:00-05:00,2024-01-21 19:00:00,21/01/2024 19:00;2079
500,2024-01-21 20:00:00-05:00,2024-01-21 20:00:00,21/01/2024 20:00;1988
501,2024-01-21 21:00:00-05:00,2024-01-21 21:00:00,21/01/2024 21:00;1812
502,2024-01-21 22:00:00-05:00,2024-01-21 22:00:00,21/01/2024 22:00;1051
503,2024-01-21 23:00:00-05:00,2024-01-21 23:00:00,21/01/2024 23:00;673
504,2024-01-22 00:00:00-05:00,2024-01-22 00:00:00,22/01/2024 00:00;577
505,2024-01-22 01:00:00-05:00,2024-01-22 01:00:00,22/01/2024 01:00;559
506,2024-01-22 02:00:00-05:00,2024-01-22 02:00:00,22/01/2024 02:00;556
507,2024-01-22 03:00:00-05:00,2024-01-22 03:00:00,22/01/2024 03:00;545
508,2024-01-22 04:00:00-05:00,2024-01-22 04:00:00,22/01/2024 04:00;536
509,2024-01-22 05:00:00-05:00,2024-01-22 05:00:00,22/01/2024 05:00;522
510,2024-01-22 06:00:00-05:00,2024-01-22 06:00:00,22/01/2024 06:00;588
511,2024-01-22 07:00:00-05:00,2024-01-22 07:00:00,22/01/2024 07:00;654
512,2024-01-22 08:00:00-05:00,2024-01-22 08:00:00,22/01/2024 08:00;914
513,2024-01-22 09:00:00-05:00,2024-01-22 09:00:00,22/01/2024 09:00;1127
514,2024-01-22 10:00:00-05:00,2024-01-22 10:00:00,22/01/2024 10:00;1769
515,2024-01-22 11:00:00-05:00,2024-01-22 11:00:00,22/01/2024 11:00;2195
516,2024-01-22 12:00:00-05:00,2024-01-22 12:00:00,22/01/2024 12:00;2288
517,2024-01-22 13:00:00-05:00,2024-01-22 13:00:00,22/01/2024 13:00;2249
518,2024-01-22 14:00:00-05:00,2024-01-22 14:00:00,22/01/2024 14:00;2253
519,2024-01-22 15:00:00-05:00,2024-01-22 15:00:00,22/01/2024 15:00;2257
520,2024-01-22 16:00:00-05:00,2024-01-22 16:00:00,22/01/2024 16:00;2287
521,2024-01-22 17:00:00-05:00,2024-01-22 17:00:00,22/01/2024 17:00;2249
522,2024-01-22 18:00:00-05:00,2024-01-22 18:00:00,22/01/2024 18:00;2212
523,2024-01-22 19:00:00-05:00,2024-01-22 19:00:00,22/01/2024 19:00;2182
524,2024-01-22 20:00:00-05:00,2024-01-22 20:00:00,22/01/2024 20:00;2074
525,2024-01-22 21:00:00-05:00,2024-01-22 21:00:00,22/01/2024 21:00;1826
526,2024-01-22 22:00:00-05:00,2024-01-22 22:00:00,22/01/2024 22:00;1072
527,2024-01-22 23:00:00-05:00,2024-01-22 23:00:00,22/01/2024 23:00;697
528,2024-01-23 00:00:00-05:00,2024-01-23 00:00:00,23/01/2024 00:00;619
529,2024-01-23 01:00:00-05:00,2024-01-23 01:00:00,23/01/2024 01:00;598
530,2024-01-23 02:00:00-05:00,2024-01-23 02:00:00,23/01/2024 02:00;570
531,2024-01-23 03:00:00-05:00,2024-01-23 03:00:00,23/01/2024 03:00;559
532,2024-01-23 04:00:00-05:00,2024-01-23 04:00:00,23/01/2024 04:00;553
533,2024-01-23 05:00:00-05:00,2024-01-23 05:00:00,23/01/2024 05:00;530
534,2024-01-23 06:00:00-05:00,2024-01-23 06:00:00,23/01/2024 06:00;591
535,2024-01-23 07:00:00-05:00,2024-01-23 07:00:00,23/01/2024 07:00;756
536,2024-01-23 08:00:00-05:00,2024-01-23 08:00:00,23/01/2024 08:00;948
537,2024-01-23 09:00:00-05:00,2024-01-23 09:00:00,23/01/2024 09:00;1064
538,2024-01-23 10:00:00-05:00,2024-01-23 10:00:00,23/01/2024 10:00;1597
539,2024-01-23 11:00:00-05:00,2024-01-23 11:00:00,23/01/2024 11:00;2051
540,2024-01-23 12:00:00-05:00,2024-01-23 12:00:00,23/01/2024 12:00;2216
541,2024-01-23 13:00:00-05:00,2024-01-23 13:00:00,23/01/2024 13:00;2185
542,2024-01-23 14:00:00-05:00,2024-01-23 14:00:00,23/01/2024 14:00;2202
543,2024-01-23 15:00:00-05:00,2024-01-23 15:00:00,23/01/2024 15:00;2023
544,2024-01-23 16:00:00-05:00,2024-01-23 16:00:00,23/01/2024 16:00;2175
545,2024-01-23 17:00:00-05:00,2024-01-23 17:00:00,23/01/2024 17:00;2261
546,2024-01-23 18:00:00-05:00,2024-01-23 18:00:00,23/01/2024 18:00;2260
547,2024-01-23 19:00:00-05:00,2024-01-23 19:00:00,23/01/2024 19:00;2225
548,2024-01-23 20:00:00-05:00,2024-01-23 20:00:00,23/01/2024 20:00;2215
549,2024-01-23 21:00:00-05:00,2024-01-23 21:00:00,23/01/2024 21:00;1958
550,2024-01-23 22:00:00-05:00,2024-01-23 22:00:00,23/01/2024 22:00;1143
551,2024-01-23 23:00:00-05:00,2024-01-23 23:00:00,23/01/2024 23:00;742
552,2024-01-24 00:00:00-05:00,2024-01-24 00:00:00,24/01/2024 00:00;629
553,2024-01-24 01:00:00-05:00,2024-01-24 01:00:00,24/01/2024 01:00;587
554,2024-01-24 02:00:00-05:00,2024-01-24 02:00:00,24/01/2024 02:00;595
555,2024-01-24 03:00:00-05:00,2024-01-24 03:00:00,24/01/2024 03:00;574
556,2024-01-24 04:00:00-05:00,2024-01-24 04:00:00,24/01/2024 04:00;577
557,2024-01-24 05:00:00-05:00,2024-01-24 05:00:00,24/01/2024 05:00;573
558,2024-01-24 06:00:00-05:00,2024-01-24 06:00:00,24/01/2024 06:00;625
559,2024-01-24 07:00:00-05:00,2024-01-24 07:00:00,24/01/2024 07:00;814
560,2024-01-24 08:00:00-05:00,2024-01-24 08:00:00,24/01/2024 08:00;1014
561,2024-01-24 09:00:00-05:00,2024-01-24 09:00:00,24/01/2024 09:00;1140
562,2024-01-24 10:00:00-05:00,2024-01-24 10:00:00,24/01/2024 10:00;1752
563,2024-01-24 11:00:00-05:00,2024-01-24 11:00:00,24/01/2024 11:00;2190
564,2024-01-24 12:00:00-05:00,2024-01-24 12:00:00,24/01/2024 12:00;2281
565,2024-01-24 13:00:00-05:00,2024-01-24 13:00:00,24/01/2024 13:00;2259
566,2024-01-24 14:00:00-05:00,2024-01-24 14:00:00,24/01/2024 14:00;2288
567,2024-01-24 15:00:00-05:00,2024-01-24 15:00:00,24/01/2024 15:00;2299
568,2024-01-24 16:00:00-05:00,2024-01-24 16:00:00,24/01/2024 16:00;2343
569,2024-01-24 17:00:00-05:00,2024-01-24 17:00:00,24/01/2024 17:00;2357
570,2024-01-24 18:00:00-05:00,2024-01-24 18:00:00,24/01/2024 18:00;2323
571,2024-01-24 19:00:00-05:00,2024-01-24 19:00:00,24/01/2024 19:00;2226
572,2024-01-24 20:00:00-05:00,2024-01-24 20:00:00,24/01/2024 20:00;2157
573,2024-01-24 21:00:00-05:00,2024-01-24 21:00:00,24/01/2024 21:00;1937
574,2024-01-24 22:00:00-05:00,2024-01-24 22:00:00,24/01/2024 22:00;1165
575,2024-01-24 23:00:00-05:00,2024-01-24 23:00:00,24/01/2024 23:00;762
576,2024-01-25 00:00:00-05:00,2024-01-25 00:00:00,25/01/2024 00:00;651
577,2024-01-25 01:00:00-05:00,2024-01-25 01:00:00,25/01/2024 01:00;622
578,2024-01-25 02:00:00-05:00,2024-01-25 02:00:00,25/01/2024 02:00;602
579,2024-01-25 03:00:00-05:00,2024-01-25 03:00:00,25/01/2024 03:00;591
580,2024-01-25 04:00:00-05:00,2024-01-25 04:00:00,25/01/2024 04:00;578
581,2024-01-25 05:00:00-05:00,2024-01-25 05:00:00,25/01/2024 05:00;553
582,2024-01-25 06:00:00-05:00,2024-01-25 06:00:00,25/01/2024 06:00;599
583,2024-01-25 07:00:00-05:00,2024-01-25 07:00:00,25/01/2024 07:00;753
584,2024-01-25 08:00:00-05:00,2024-01-25 08:00:00,25/01/2024 08:00;982
585,2024-01-25 09:00:00-05:00,2024-01-25 09:00:00,25/01/2024 09:00;1134
586,2024-01-25 10:00:00-05:00,2024-01-25 10:00:00,25/01/2024 10:00;1787
587,2024-01-25 11:00:00-05:00,2024-01-25 11:00:00,25/01/2024 11:00;2339
588,2024-01-25 12:00:00-05:00,2024-01-25 12:00:00,25/01/2024 12:00;2346
589,2024-01-25 13:00:00-05:00,2024-01-25 13:00:00,25/01/2024 13:00;2364
590,2024-01-25 14:00:00-05:00,2024-01-25 14:00:00,25/01/2024 14:00;2319
591,2024-01-25 15:00:00-05:00,2024-01-25 15:00:00,25/01/2024 15:00;2154
592,2024-01-25 16:00:00-05:00,2024-01-25 16:00:00,25/01/2024 16:00;2096
593,2024-01-25 17:00:00-05:00,2024-01-25 17:00:00,25/01/2024 17:00;2061
594,2024-01-25 18:00:00-05:00,2024-01-25 18:00:00,25/01/2024 18:00;2050
595,2024-01-25 19:00:00-05:00,2024-01-25 19:00:00,25/01/2024 19:00;2040
596,2024-01-25 20:00:00-05:00,2024-01-25 20:00:00,25/01/2024 20:00;2004
597,2024-01-25 21:00:00-05:00,2024-01-25 21:00:00,25/01/2024 21:00;1813
598,2024-01-25 22:00:00-05:00,2024-01-25 22:00:00,25/01/2024 22:00;1082
599,2024-01-25 23:00:00-05:00,2024-01-25 23:00:00,25/01/2024 23:00;718
600,2024-01-26 00:00:00-05:00,2024-01-26 00:00:00,26/01/2024 00:00;635
601,2024-01-26 01:00:00-05:00,2024-01-26 01:00:00,26/01/2024 01:00;570
602,2024-01-26 02:00:00-05:00,2024-01-26 02:00:00,26/01/2024 02:00;553
603,2024-01-26 03:00:00-05:00,2024-01-26 03:00:00,26/01/2024 03:00;622
604,2024-01-26 04:00:00-05:00,2024-01-26 04:00:00,26/01/2024 04:00;608
605,2024-01-26 05:00:00-05:00,2024-01-26 05:00:00,26/01/2024 05:00;577
606,2024-01-26 06:00:00-05:00,2024-01-26 06:00:00,26/01/2024 06:00;612
607,2024-01-26 07:00:00-05:00,2024-01-26 07:00:00,26/01/2024 07:00;749
608,2024-01-26 08:00:00-05:00,2024-01-26 08:00:00,26/01/2024 08:00;976
