agent,step,mean_reward,episode_co2_kg,episode_grid_kwh,episode_solar_kwh,episode_co2_indirect_kg,episode_co2_direct_kg,episode_co2_total_avoided_kg,episode_co2_net_kg
SAC,8759,1545.068264,739472.2627644204,1635638.7143650055,8030119.258962631,3630416.9169770842,939840.7000001402,4570257.616977224,-3830785.354212804
SAC,17518,1545.068264,739462.354237121,1635616.7976932526,8030119.258962631,3630416.9169770842,939840.7000001402,4570257.616977224,-3830795.2627401035
SAC,26277,1545.068264,739366.0569371209,1635403.7976932526,8030119.258962631,3630416.9169770842,939840.7000001402,4570257.616977224,-3830891.5600401037
