month,hour,day_type,indoor_dry_bulb_temperature,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
1,0,1,24.71,487.0,0.0,0.0,0.0,0.0
1,1,1,24.37,646.0,0.0,0.0,0.0,0.0
1,2,1,24.03,636.0,0.0,0.0,0.0,0.0
1,3,1,24.94,625.0,0.0,0.0,0.0,0.0
1,4,1,23.47,622.0,0.0,0.0,0.0,0.0
1,5,1,23.57,608.0,0.0,0.0,0.0,0.0
1,6,1,24.14,619.0,0.0,0.0,0.0,41.287495
1,7,1,25.01,652.0,0.0,0.0,0.0,235.26062
1,8,1,25.14,665.0,0.0,0.0,0.0,402.32098
1,9,1,25.72,683.0,0.0,0.0,0.0,645.4776
1,10,1,26.55,708.0,0.0,0.0,0.0,712.7628
1,11,1,26.96,711.0,0.0,0.0,0.0,712.7628
1,12,1,27.29,914.0,0.0,0.0,0.0,712.7628
1,13,1,27.62,1003.0,0.0,0.0,0.0,347.57907
1,14,1,25.47,1017.0,0.0,0.0,0.0,335.2812
1,15,1,25.03,1037.0,0.0,0.0,0.0,389.63788
1,16,1,25.6,1027.0,0.0,0.0,0.0,215.66396
1,17,1,25.3,1020.0,0.0,0.0,0.0,44.379673
1,18,1,25.3,1058.0,0.0,0.0,0.0,0.0
1,19,1,25.18,1071.0,0.0,0.0,0.0,0.0
1,20,1,24.85,1054.0,0.0,0.0,0.0,0.0
1,21,1,24.59,1009.0,0.0,0.0,0.0,0.0
1,22,1,24.28,911.0,0.0,0.0,0.0,0.0
1,23,1,24.0,738.0,0.0,0.0,0.0,0.0
1,0,2,23.69,659.0,0.0,0.0,0.0,0.0
1,1,2,23.18,604.0,0.0,0.0,0.0,0.0
1,2,2,23.19,567.0,0.0,0.0,0.0,0.0
1,3,2,23.14,577.0,0.0,0.0,0.0,0.0
1,4,2,23.04,588.0,0.0,0.0,0.0,0.0
1,5,2,22.79,567.0,0.0,0.0,0.0,0.0
1,6,2,23.52,684.0,0.0,0.0,0.0,16.841408
1,7,2,23.16,800.0,0.0,0.0,0.0,73.70223
1,8,2,24.3,1168.0,0.0,0.0,0.0,242.22205
1,9,2,24.09,1412.0,0.0,0.0,0.0,513.4382
1,10,2,26.35,2028.0,0.0,0.0,0.0,712.7628
1,11,2,26.13,2459.0,0.0,0.0,0.0,712.7628
1,12,2,26.76,2514.0,0.0,0.0,0.0,712.7628
1,13,2,27.16,2546.0,0.0,0.0,0.0,384.9015
1,14,2,25.32,2573.0,0.0,0.0,0.0,539.3586
1,15,2,26.27,2565.0,0.0,0.0,0.0,384.86676
1,16,2,25.93,2583.0,0.0,0.0,0.0,272.94608
1,17,2,26.26,2559.0,0.0,0.0,0.0,59.721157
1,18,2,25.53,2445.0,0.0,0.0,0.0,0.0
1,19,2,25.51,2386.0,0.0,0.0,0.0,0.0
1,20,2,25.29,2288.0,0.0,0.0,0.0,0.0
1,21,2,25.43,2089.0,0.0,0.0,0.0,0.0
1,22,2,25.09,1216.0,0.0,0.0,0.0,0.0
1,23,2,24.99,731.0,0.0,0.0,0.0,0.0
1,0,3,24.77,659.0,0.0,0.0,0.0,0.0
1,1,3,24.79,594.0,0.0,0.0,0.0,0.0
1,2,3,24.26,605.0,0.0,0.0,0.0,0.0
1,3,3,24.1,553.0,0.0,0.0,0.0,0.0
1,4,3,23.99,563.0,0.0,0.0,0.0,0.0
1,5,3,23.91,536.0,0.0,0.0,0.0,0.0
1,6,3,23.37,622.0,0.0,0.0,0.0,35.431736
1,7,3,25.13,757.0,0.0,0.0,0.0,225.83958
1,8,3,24.96,1110.0,0.0,0.0,0.0,481.72513
1,9,3,26.15,1258.0,0.0,0.0,0.0,604.43964
1,10,3,26.48,1903.0,0.0,0.0,0.0,712.7628
1,11,3,27.57,2360.0,0.0,0.0,0.0,712.7628
1,12,3,28.79,2466.0,0.0,0.0,0.0,679.9811
1,13,3,27.63,2404.0,0.0,0.0,0.0,704.44995
1,14,3,28.25,2388.0,0.0,0.0,0.0,712.7628
1,15,3,27.72,2446.0,0.0,0.0,0.0,593.17267
1,16,3,26.66,2315.0,0.0,0.0,0.0,191.82481
1,17,3,25.82,2267.0,0.0,0.0,0.0,40.275997
1,18,3,25.53,2254.0,0.0,0.0,0.0,0.0
1,19,3,25.23,2215.0,0.0,0.0,0.0,0.0
1,20,3,24.77,2158.0,0.0,0.0,0.0,0.0
1,21,3,25.05,1993.0,0.0,0.0,0.0,0.0
1,22,3,24.82,1213.0,0.0,0.0,0.0,0.0
1,23,3,24.26,733.0,0.0,0.0,0.0,0.0
1,0,4,23.91,642.0,0.0,0.0,0.0,0.0
1,1,4,24.02,609.0,0.0,0.0,0.0,0.0
1,2,4,23.44,616.0,0.0,0.0,0.0,0.0
1,3,4,23.29,598.0,0.0,0.0,0.0,0.0
1,4,4,23.25,584.0,0.0,0.0,0.0,0.0
1,5,4,23.16,533.0,0.0,0.0,0.0,0.0
1,6,4,23.11,646.0,0.0,0.0,0.0,34.926315
1,7,4,23.67,738.0,0.0,0.0,0.0,264.78528
1,8,4,24.78,947.0,0.0,0.0,0.0,521.7465
1,9,4,25.92,1251.0,0.0,0.0,0.0,586.00385
1,10,4,26.49,1983.0,0.0,0.0,0.0,712.7628
1,11,4,26.89,2439.0,0.0,0.0,0.0,712.7628
1,12,4,27.71,2428.0,0.0,0.0,0.0,712.7628
1,13,4,28.48,2419.0,0.0,0.0,0.0,473.52615
1,14,4,26.12,2556.0,0.0,0.0,0.0,564.1952
1,15,4,26.87,2508.0,0.0,0.0,0.0,386.56744
1,16,4,26.16,2402.0,0.0,0.0,0.0,288.02734
1,17,4,25.68,2336.0,0.0,0.0,0.0,55.80628
1,18,4,24.43,2278.0,0.0,0.0,0.0,0.0
1,19,4,24.6,2189.0,0.0,0.0,0.0,0.0
1,20,4,24.45,2170.0,0.0,0.0,0.0,0.0
1,21,4,24.3,2038.0,0.0,0.0,0.0,0.0
1,22,4,24.05,1205.0,0.0,0.0,0.0,0.0
1,23,4,24.15,729.0,0.0,0.0,0.0,0.0
1,0,5,24.27,649.0,0.0,0.0,0.0,0.0
1,1,5,24.18,608.0,0.0,0.0,0.0,0.0
1,2,5,23.39,595.0,0.0,0.0,0.0,0.0
1,3,5,23.31,584.0,0.0,0.0,0.0,0.0
1,4,5,23.37,574.0,0.0,0.0,0.0,0.0
1,5,5,23.39,536.0,0.0,0.0,0.0,0.0
1,6,5,23.44,615.0,0.0,0.0,0.0,40.386276
1,7,5,23.84,666.0,0.0,0.0,0.0,206.93863
1,8,5,24.7,900.0,0.0,0.0,0.0,325.20074
1,9,5,25.48,1192.0,0.0,0.0,0.0,445.4337
1,10,5,26.51,1735.0,0.0,0.0,0.0,532.01886
1,11,5,27.01,2133.0,0.0,0.0,0.0,712.7628
1,12,5,28.67,2195.0,0.0,0.0,0.0,712.7628
1,13,5,29.81,2277.0,0.0,0.0,0.0,712.7628
1,14,5,27.19,2329.0,0.0,0.0,0.0,603.575
1,15,5,27.07,2391.0,0.0,0.0,0.0,519.75214
1,16,5,26.3,2381.0,0.0,0.0,0.0,297.71948
1,17,5,26.17,2330.0,0.0,0.0,0.0,72.31077
1,18,5,25.54,2306.0,0.0,0.0,0.0,0.0
1,19,5,25.36,2274.0,0.0,0.0,0.0,0.0
1,20,5,25.07,2229.0,0.0,0.0,0.0,0.0
1,21,5,25.02,2071.0,0.0,0.0,0.0,0.0
1,22,5,24.91,1193.0,0.0,0.0,0.0,0.0
1,23,5,24.79,628.0,0.0,0.0,0.0,0.0
1,0,6,24.67,563.0,0.0,0.0,0.0,0.0
1,1,6,24.54,573.0,0.0,0.0,0.0,0.0
1,2,6,24.52,570.0,0.0,0.0,0.0,0.0
1,3,6,24.47,556.0,0.0,0.0,0.0,0.0
1,4,6,24.42,539.0,0.0,0.0,0.0,0.0
1,5,6,24.42,526.0,0.0,0.0,0.0,0.0
1,6,6,24.16,557.0,0.0,0.0,0.0,16.015
1,7,6,24.35,650.0,0.0,0.0,0.0,97.111046
1,8,6,24.95,899.0,0.0,0.0,0.0,98.25684
1,9,6,24.74,1164.0,0.0,0.0,0.0,245.9108
1,10,6,24.68,1827.0,0.0,0.0,0.0,712.7628
1,11,6,25.74,2291.0,0.0,0.0,0.0,485.9617
1,12,6,25.79,2398.0,0.0,0.0,0.0,712.7628
1,13,6,26.86,2380.0,0.0,0.0,0.0,712.7628
1,14,6,27.78,2422.0,0.0,0.0,0.0,712.7628
1,15,6,27.9,2469.0,0.0,0.0,0.0,635.692
1,16,6,28.21,2459.0,0.0,0.0,0.0,344.96573
1,17,6,26.83,2442.0,0.0,0.0,0.0,65.460884
1,18,6,26.31,2391.0,0.0,0.0,0.0,0.0
1,19,6,25.92,2302.0,0.0,0.0,0.0,0.0
1,20,6,25.5,2274.0,0.0,0.0,0.0,0.0
1,21,6,25.13,2100.0,0.0,0.0,0.0,0.0
1,22,6,24.74,1265.0,0.0,0.0,0.0,0.0
1,23,6,24.45,769.0,0.0,0.0,0.0,0.0
1,0,7,24.26,642.0,0.0,0.0,0.0,0.0
1,1,7,24.09,583.0,0.0,0.0,0.0,0.0
1,2,7,24.11,585.0,0.0,0.0,0.0,0.0
1,3,7,24.11,573.0,0.0,0.0,0.0,0.0
1,4,7,24.08,577.0,0.0,0.0,0.0,0.0
1,5,7,24.08,543.0,0.0,0.0,0.0,0.0
1,6,7,23.67,570.0,0.0,0.0,0.0,32.690685
1,7,7,24.34,614.0,0.0,0.0,0.0,205.57147
1,8,7,25.41,756.0,0.0,0.0,0.0,344.69995
1,9,7,25.76,1189.0,0.0,0.0,0.0,525.9494
1,10,7,26.54,1996.0,0.0,0.0,0.0,444.46057
1,11,7,25.63,2484.0,0.0,0.0,0.0,316.01257
1,12,7,25.34,2465.0,0.0,0.0,0.0,712.7628
1,13,7,26.81,2486.0,0.0,0.0,0.0,712.7628
1,14,7,27.88,2268.0,0.0,0.0,0.0,712.7628
1,15,7,28.45,2215.0,0.0,0.0,0.0,634.8183
1,16,7,28.33,2174.0,0.0,0.0,0.0,299.42914
1,17,7,27.56,2132.0,0.0,0.0,0.0,69.28031
1,18,7,26.67,2137.0,0.0,0.0,0.0,0.0
1,19,7,26.43,2137.0,0.0,0.0,0.0,0.0
1,20,7,26.14,2048.0,0.0,0.0,0.0,0.0
1,21,7,25.66,1896.0,0.0,0.0,0.0,0.0
1,22,7,25.32,1047.0,0.0,0.0,0.0,0.0
1,23,7,25.01,676.0,0.0,0.0,0.0,0.0
1,0,1,24.79,594.0,0.0,0.0,0.0,0.0
1,1,1,24.21,546.0,0.0,0.0,0.0,0.0
1,2,1,24.16,553.0,0.0,0.0,0.0,0.0
1,3,1,24.03,526.0,0.0,0.0,0.0,0.0
1,4,1,24.06,525.0,0.0,0.0,0.0,0.0
1,5,1,24.1,502.0,0.0,0.0,0.0,0.0
1,6,1,24.13,577.0,0.0,0.0,0.0,24.291126
1,7,1,24.75,753.0,0.0,0.0,0.0,189.32181
1,8,1,25.31,1014.0,0.0,0.0,0.0,429.40598
1,9,1,26.15,1174.0,0.0,0.0,0.0,712.7628
1,10,1,27.14,1783.0,0.0,0.0,0.0,712.7628
1,11,1,27.47,2198.0,0.0,0.0,0.0,712.7628
1,12,1,27.79,2230.0,0.0,0.0,0.0,712.7628
1,13,1,28.23,2243.0,0.0,0.0,0.0,712.7628
1,14,1,28.87,2291.0,0.0,0.0,0.0,689.658
1,15,1,28.12,2350.0,0.0,0.0,0.0,607.14557
1,16,1,27.6,2220.0,0.0,0.0,0.0,261.91565
1,17,1,26.24,2109.0,0.0,0.0,0.0,57.69676
1,18,1,25.56,2069.0,0.0,0.0,0.0,0.0
1,19,1,25.39,2043.0,0.0,0.0,0.0,0.0
1,20,1,24.92,2000.0,0.0,0.0,0.0,0.0
1,21,1,24.75,1828.0,0.0,0.0,0.0,0.0
1,22,1,24.56,1141.0,0.0,0.0,0.0,0.0
1,23,1,24.48,693.0,0.0,0.0,0.0,0.0
1,0,2,24.31,619.0,0.0,0.0,0.0,0.0
1,1,2,24.22,591.0,0.0,0.0,0.0,0.0
1,2,2,24.17,591.0,0.0,0.0,0.0,0.0
1,3,2,24.02,570.0,0.0,0.0,0.0,0.0
1,4,2,23.91,546.0,0.0,0.0,0.0,0.0
1,5,2,23.89,546.0,0.0,0.0,0.0,0.0
1,6,2,23.95,615.0,0.0,0.0,0.0,18.297426
1,7,2,24.29,763.0,0.0,0.0,0.0,125.75243
1,8,2,24.97,968.0,0.0,0.0,0.0,413.04422
1,9,2,25.97,1069.0,0.0,0.0,0.0,702.62494
1,10,2,26.76,1659.0,0.0,0.0,0.0,712.7628
1,11,2,28.32,2089.0,0.0,0.0,0.0,712.7628
1,12,2,27.8,2171.0,0.0,0.0,0.0,671.1896
1,13,2,26.71,2154.0,0.0,0.0,0.0,383.78186
1,14,2,25.64,2191.0,0.0,0.0,0.0,533.80316
1,15,2,25.95,2250.0,0.0,0.0,0.0,464.65173
1,16,2,26.22,2256.0,0.0,0.0,0.0,285.58954
1,17,2,26.05,2212.0,0.0,0.0,0.0,70.489105
1,18,2,25.51,2215.0,0.0,0.0,0.0,0.0
1,19,2,25.21,2179.0,0.0,0.0,0.0,0.0
1,20,2,24.9,2154.0,0.0,0.0,0.0,0.0
1,21,2,24.68,1928.0,0.0,0.0,0.0,0.0
1,22,2,24.45,1136.0,0.0,0.0,0.0,0.0
1,23,2,24.26,694.0,0.0,0.0,0.0,0.0
1,0,3,24.14,622.0,0.0,0.0,0.0,0.0
1,1,3,23.72,512.0,0.0,0.0,0.0,0.0
1,2,3,23.85,471.0,0.0,0.0,0.0,0.0
1,3,3,23.87,464.0,0.0,0.0,0.0,0.0
1,4,3,23.85,453.0,0.0,0.0,0.0,0.0
1,5,3,23.82,428.0,0.0,0.0,0.0,0.0
1,6,3,23.76,464.0,0.0,0.0,0.0,13.425767
1,7,3,23.78,825.0,0.0,0.0,0.0,53.837387
1,8,3,23.98,1068.0,0.0,0.0,0.0,145.43413
1,9,3,24.23,1233.0,0.0,0.0,0.0,252.22182
1,10,3,24.67,1858.0,0.0,0.0,0.0,297.8301
1,11,3,25.22,2339.0,0.0,0.0,0.0,532.624
1,12,3,26.19,2377.0,0.0,0.0,0.0,592.4704
1,13,3,26.65,2391.0,0.0,0.0,0.0,712.7628
1,14,3,29.6,2394.0,0.0,0.0,0.0,712.7628
1,15,3,29.85,2347.0,0.0,0.0,0.0,685.2677
1,16,3,29.44,2352.0,0.0,0.0,0.0,364.555
1,17,3,28.38,2312.0,0.0,0.0,0.0,75.377975
1,18,3,27.2,2250.0,0.0,0.0,0.0,0.0
1,19,3,26.37,2202.0,0.0,0.0,0.0,0.0
1,20,3,25.82,2119.0,0.0,0.0,0.0,0.0
1,21,3,25.41,1838.0,0.0,0.0,0.0,0.0
1,22,3,25.14,1096.0,0.0,0.0,0.0,0.0
1,23,3,24.98,725.0,0.0,0.0,0.0,0.0
1,0,4,24.86,642.0,0.0,0.0,0.0,0.0
1,1,4,24.78,598.0,0.0,0.0,0.0,0.0
1,2,4,24.34,606.0,0.0,0.0,0.0,0.0
1,3,4,24.06,577.0,0.0,0.0,0.0,0.0
1,4,4,23.97,580.0,0.0,0.0,0.0,0.0
1,5,4,23.87,556.0,0.0,0.0,0.0,0.0
1,6,4,23.33,627.0,0.0,0.0,0.0,18.597185
1,7,4,24.14,774.0,0.0,0.0,0.0,158.67543
1,8,4,24.76,992.0,0.0,0.0,0.0,405.0977
1,9,4,25.63,1134.0,0.0,0.0,0.0,651.965
1,10,4,26.35,1739.0,0.0,0.0,0.0,712.7628
1,11,4,27.44,2151.0,0.0,0.0,0.0,712.7628
1,12,4,28.47,2188.0,0.0,0.0,0.0,712.7628
1,13,4,33.08,2215.0,0.0,0.0,0.0,712.7628
1,14,4,30.13,2260.0,0.0,0.0,0.0,703.04645
1,15,4,29.39,2313.0,0.0,0.0,0.0,536.66376
1,16,4,28.64,2274.0,0.0,0.0,0.0,270.7175
1,17,4,28.04,2260.0,0.0,0.0,0.0,71.2272
1,18,4,27.41,2254.0,0.0,0.0,0.0,0.0
1,19,4,26.94,2232.0,0.0,0.0,0.0,0.0
1,20,4,26.5,2191.0,0.0,0.0,0.0,0.0
1,21,4,26.07,1972.0,0.0,0.0,0.0,0.0
1,22,4,25.71,1103.0,0.0,0.0,0.0,0.0
1,23,4,25.25,708.0,0.0,0.0,0.0,0.0
1,0,5,24.9,622.0,0.0,0.0,0.0,0.0
1,1,5,24.58,588.0,0.0,0.0,0.0,0.0
1,2,5,24.23,594.0,0.0,0.0,0.0,0.0
1,3,5,23.92,584.0,0.0,0.0,0.0,0.0
1,4,5,23.9,561.0,0.0,0.0,0.0,0.0
1,5,5,23.47,536.0,0.0,0.0,0.0,0.0
1,6,5,23.33,605.0,0.0,0.0,0.0,31.614548
1,7,5,24.33,742.0,0.0,0.0,0.0,234.5796
1,8,5,25.22,962.0,0.0,0.0,0.0,550.40656
1,9,5,26.53,1078.0,0.0,0.0,0.0,712.7628
1,10,5,27.65,1639.0,0.0,0.0,0.0,712.7628
1,11,5,28.9,2002.0,0.0,0.0,0.0,712.7628
1,12,5,29.62,2085.0,0.0,0.0,0.0,712.7628
1,13,5,31.03,2104.0,0.0,0.0,0.0,712.7628
1,14,5,30.22,2139.0,0.0,0.0,0.0,712.7628
1,15,5,29.55,2209.0,0.0,0.0,0.0,402.6443
1,16,5,25.84,2222.0,0.0,0.0,0.0,136.62198
1,17,5,25.39,2195.0,0.0,0.0,0.0,38.945293
1,18,5,25.29,2185.0,0.0,0.0,0.0,0.0
1,19,5,25.18,2157.0,0.0,0.0,0.0,0.0
1,20,5,24.97,2144.0,0.0,0.0,0.0,0.0
1,21,5,24.82,1972.0,0.0,0.0,0.0,0.0
1,22,5,24.68,1175.0,0.0,0.0,0.0,0.0
1,23,5,24.52,711.0,0.0,0.0,0.0,0.0
1,0,6,24.4,628.0,0.0,0.0,0.0,0.0
1,1,6,24.22,584.0,0.0,0.0,0.0,0.0
1,2,6,23.8,523.0,0.0,0.0,0.0,0.0
1,3,6,23.89,517.0,0.0,0.0,0.0,0.0
1,4,6,23.79,553.0,0.0,0.0,0.0,0.0
1,5,6,23.78,519.0,0.0,0.0,0.0,0.0
1,6,6,23.74,522.0,0.0,0.0,0.0,31.786503
1,7,6,24.07,710.0,0.0,0.0,0.0,181.95581
1,8,6,24.46,1003.0,0.0,0.0,0.0,381.30148
1,9,6,25.69,1165.0,0.0,0.0,0.0,712.7628
1,10,6,27.74,1829.0,0.0,0.0,0.0,712.7628
1,11,6,28.96,2271.0,0.0,0.0,0.0,712.7628
1,12,6,29.43,2336.0,0.0,0.0,0.0,712.7628
1,13,6,28.89,2333.0,0.0,0.0,0.0,712.7628
1,14,6,27.47,2353.0,0.0,0.0,0.0,529.2333
1,15,6,26.27,2394.0,0.0,0.0,0.0,552.3384
1,16,6,26.72,2419.0,0.0,0.0,0.0,309.80328
1,17,6,26.53,2381.0,0.0,0.0,0.0,66.27839
1,18,6,26.33,2302.0,0.0,0.0,0.0,0.0
1,19,6,25.97,2209.0,0.0,0.0,0.0,0.0
1,20,6,25.52,2160.0,0.0,0.0,0.0,0.0
1,21,6,25.36,1995.0,0.0,0.0,0.0,0.0
1,22,6,25.09,1201.0,0.0,0.0,0.0,0.0
1,23,6,24.94,748.0,0.0,0.0,0.0,0.0
1,0,7,24.8,632.0,0.0,0.0,0.0,0.0
1,1,7,24.64,608.0,0.0,0.0,0.0,0.0
1,2,7,24.76,605.0,0.0,0.0,0.0,0.0
1,3,7,24.59,573.0,0.0,0.0,0.0,0.0
1,4,7,24.46,570.0,0.0,0.0,0.0,0.0
1,5,7,24.4,549.0,0.0,0.0,0.0,0.0
1,6,7,24.33,567.0,0.0,0.0,0.0,27.361727
1,7,7,24.94,619.0,0.0,0.0,0.0,256.36908
1,8,7,26.5,728.0,0.0,0.0,0.0,662.4541
1,9,7,28.26,1000.0,0.0,0.0,0.0,712.7628
1,10,7,29.28,1903.0,0.0,0.0,0.0,712.7628
1,11,7,30.35,2409.0,0.0,0.0,0.0,712.7628
1,12,7,31.39,2442.0,0.0,0.0,0.0,712.7628
1,13,7,31.66,2406.0,0.0,0.0,0.0,629.8903
1,14,7,27.01,2411.0,0.0,0.0,0.0,605.25214
1,15,7,27.63,2374.0,0.0,0.0,0.0,378.4458
1,16,7,27.39,2353.0,0.0,0.0,0.0,141.37746
1,17,7,26.71,2309.0,0.0,0.0,0.0,35.585884
1,18,7,26.42,2295.0,0.0,0.0,0.0,0.0
1,19,7,26.33,2288.0,0.0,0.0,0.0,0.0
1,20,7,26.05,2226.0,0.0,0.0,0.0,0.0
1,21,7,25.87,1996.0,0.0,0.0,0.0,0.0
1,22,7,25.64,1168.0,0.0,0.0,0.0,0.0
1,23,7,25.36,721.0,0.0,0.0,0.0,0.0
1,0,1,25.14,632.0,0.0,0.0,0.0,0.0
1,1,1,25.56,598.0,0.0,0.0,0.0,0.0
1,2,1,25.65,609.0,0.0,0.0,0.0,0.0
1,3,1,25.09,605.0,0.0,0.0,0.0,0.0
1,4,1,24.7,587.0,0.0,0.0,0.0,0.0
1,5,1,24.59,562.0,0.0,0.0,0.0,0.0
1,6,1,24.34,663.0,0.0,0.0,0.0,23.714113
1,7,1,25.35,725.0,0.0,0.0,0.0,244.89113
1,8,1,26.69,970.0,0.0,0.0,0.0,607.40173
1,9,1,27.86,1226.0,0.0,0.0,0.0,712.7628
1,10,1,29.14,1879.0,0.0,0.0,0.0,712.7628
1,11,1,30.27,2392.0,0.0,0.0,0.0,712.7628
1,12,1,31.34,2411.0,0.0,0.0,0.0,712.7628
1,13,1,28.96,2449.0,0.0,0.0,0.0,712.7628
1,14,1,30.01,2442.0,0.0,0.0,0.0,544.11615
1,15,1,29.18,2410.0,0.0,0.0,0.0,418.553
1,16,1,27.39,2349.0,0.0,0.0,0.0,232.94978
1,17,1,26.52,2309.0,0.0,0.0,0.0,77.147156
1,18,1,26.37,2268.0,0.0,0.0,0.0,0.0
1,19,1,26.09,2267.0,0.0,0.0,0.0,0.0
1,20,1,25.81,2195.0,0.0,0.0,0.0,0.0
1,21,1,25.61,1979.0,0.0,0.0,0.0,0.0
1,22,1,25.5,1192.0,0.0,0.0,0.0,0.0
1,23,1,25.3,741.0,0.0,0.0,0.0,0.0
1,0,2,25.12,670.0,0.0,0.0,0.0,0.0
1,1,2,24.85,604.0,0.0,0.0,0.0,0.0
1,2,2,24.92,608.0,0.0,0.0,0.0,0.0
1,3,2,24.77,616.0,0.0,0.0,0.0,0.0
1,4,2,24.71,581.0,0.0,0.0,0.0,0.0
1,5,2,24.47,567.0,0.0,0.0,0.0,0.0
1,6,2,24.39,649.0,0.0,0.0,0.0,22.88099
1,7,2,25.02,807.0,0.0,0.0,0.0,209.48708
1,8,2,25.84,1040.0,0.0,0.0,0.0,477.52243
1,9,2,26.72,1112.0,0.0,0.0,0.0,666.5891
1,10,2,27.51,1738.0,0.0,0.0,0.0,712.7628
1,11,2,27.96,2229.0,0.0,0.0,0.0,712.7628
1,12,2,28.54,2274.0,0.0,0.0,0.0,712.7628
1,13,2,29.65,2302.0,0.0,0.0,0.0,712.7628
1,14,2,31.32,2233.0,0.0,0.0,0.0,631.2446
1,15,2,29.16,2099.0,0.0,0.0,0.0,676.6694
1,16,2,28.83,2054.0,0.0,0.0,0.0,225.80215
1,17,2,27.23,2034.0,0.0,0.0,0.0,69.32009
1,18,2,27.09,2020.0,0.0,0.0,0.0,0.0
1,19,2,26.85,2040.0,0.0,0.0,0.0,0.0
1,20,2,26.53,2064.0,0.0,0.0,0.0,0.0
1,21,2,26.12,1854.0,0.0,0.0,0.0,0.0
1,22,2,25.76,1140.0,0.0,0.0,0.0,0.0
1,23,2,25.46,738.0,0.0,0.0,0.0,0.0
1,0,3,25.33,649.0,0.0,0.0,0.0,0.0
1,1,3,25.12,639.0,0.0,0.0,0.0,0.0
1,2,3,25.27,632.0,0.0,0.0,0.0,0.0
1,3,3,24.57,619.0,0.0,0.0,0.0,0.0
1,4,3,24.3,612.0,0.0,0.0,0.0,0.0
1,5,3,23.93,605.0,0.0,0.0,0.0,0.0
1,6,3,23.91,670.0,0.0,0.0,0.0,11.073557
1,7,3,24.18,705.0,0.0,0.0,0.0,85.56589
1,8,3,24.4,920.0,0.0,0.0,0.0,225.38525
1,9,3,24.99,1103.0,0.0,0.0,0.0,487.49658
1,10,3,27.43,1587.0,0.0,0.0,0.0,712.7628
1,11,3,26.79,1889.0,0.0,0.0,0.0,712.7628
1,12,3,28.46,1909.0,0.0,0.0,0.0,712.7628
1,13,3,29.05,1889.0,0.0,0.0,0.0,541.38995
1,14,3,27.12,1916.0,0.0,0.0,0.0,665.4071
1,15,3,26.88,1968.0,0.0,0.0,0.0,458.93015
1,16,3,26.74,2002.0,0.0,0.0,0.0,377.72986
1,17,3,27.03,1971.0,0.0,0.0,0.0,81.90586
1,18,3,26.22,1913.0,0.0,0.0,0.0,0.0
1,19,3,26.09,1913.0,0.0,0.0,0.0,0.0
1,20,3,25.88,1875.0,0.0,0.0,0.0,0.0
1,21,3,25.72,1718.0,0.0,0.0,0.0,0.0
1,22,3,25.41,1075.0,0.0,0.0,0.0,0.0
1,23,3,25.17,673.0,0.0,0.0,0.0,0.0
1,0,4,24.91,563.0,0.0,0.0,0.0,0.0
1,1,4,24.12,542.0,0.0,0.0,0.0,0.0
1,2,4,25.19,529.0,0.0,0.0,0.0,0.0
1,3,4,25.11,506.0,0.0,0.0,0.0,0.0
1,4,4,24.89,546.0,0.0,0.0,0.0,0.0
1,5,4,24.82,535.0,0.0,0.0,0.0,0.0
1,6,4,24.77,560.0,0.0,0.0,0.0,25.045073
1,7,4,25.0,649.0,0.0,0.0,0.0,260.12094
1,8,4,25.71,975.0,0.0,0.0,0.0,570.55426
1,9,4,27.09,1137.0,0.0,0.0,0.0,712.7628
1,10,4,28.69,1711.0,0.0,0.0,0.0,712.7628
1,11,4,30.42,2132.0,0.0,0.0,0.0,712.7628
1,12,4,31.35,2202.0,0.0,0.0,0.0,712.7628
1,13,4,31.75,2202.0,0.0,0.0,0.0,712.7628
1,14,4,29.88,2144.0,0.0,0.0,0.0,712.7628
1,15,4,28.5,2164.0,0.0,0.0,0.0,630.76965
1,16,4,27.85,2019.0,0.0,0.0,0.0,298.4463
1,17,4,27.41,1937.0,0.0,0.0,0.0,68.44036
1,18,4,26.66,1914.0,0.0,0.0,0.0,0.0
1,19,4,26.36,1926.0,0.0,0.0,0.0,0.0
1,20,4,26.08,1858.0,0.0,0.0,0.0,0.0
1,21,4,25.8,1742.0,0.0,0.0,0.0,0.0
1,22,4,25.48,1041.0,0.0,0.0,0.0,0.0
1,23,4,25.17,669.0,0.0,0.0,0.0,0.0
1,0,5,24.98,576.0,0.0,0.0,0.0,0.0
1,1,5,24.81,564.0,0.0,0.0,0.0,0.0
1,2,5,24.52,553.0,0.0,0.0,0.0,0.0
1,3,5,24.24,539.0,0.0,0.0,0.0,0.0
1,4,5,24.02,533.0,0.0,0.0,0.0,0.0
1,5,5,23.9,519.0,0.0,0.0,0.0,0.0
1,6,5,23.95,574.0,0.0,0.0,0.0,19.861975
1,7,5,24.69,687.0,0.0,0.0,0.0,218.50974
1,8,5,25.52,875.0,0.0,0.0,0.0,543.3101
1,9,5,27.2,1071.0,0.0,0.0,0.0,679.38165
1,10,5,27.83,1628.0,0.0,0.0,0.0,712.7628
1,11,5,29.02,1962.0,0.0,0.0,0.0,712.7628
1,12,5,30.71,2010.0,0.0,0.0,0.0,712.7628
1,13,5,31.6,2007.0,0.0,0.0,0.0,712.7628
1,14,5,28.32,2058.0,0.0,0.0,0.0,712.7628
1,15,5,27.52,2099.0,0.0,0.0,0.0,669.6716
