outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
26.32,82.0,110.722496,135.3275,23.96,23.61,29.58,82.0,82.0,82.0,0.0,0.0,120.465004,0.0,0.0,147.23502
25.76,82.0,28.5525,34.897503,24.08,22.77,28.8,82.0,82.0,82.0,0.0,0.0,26.055,0.0,0.0,31.845001
25.3,82.0,0.0,0.0,23.96,22.91,27.59,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
25.02,82.0,0.0,0.0,22.96,23.81,27.11,82.0,82.0,82.0,0.0,112.95,0.0,0.0,138.05,0.0
24.67,82.0,0.0,0.0,23.07,25.55,26.51,82.0,82.0,82.0,0.0,185.08499,0.0,0.0,226.215,0.0
24.28,82.0,0.0,0.0,23.34,26.38,26.06,82.0,82.0,82.0,0.0,242.775,0.0,0.0,296.725,0.0
23.96,82.0,0.0,0.0,23.61,27.93,25.58,82.0,82.0,82.0,0.0,289.9125,0.0,0.0,354.3375,0.0
24.08,82.0,0.0,0.0,22.77,28.82,25.2,82.0,82.0,82.0,0.0,292.38748,0.0,0.0,357.36252,0.0
23.96,82.0,0.0,0.0,22.91,29.12,24.89,82.0,82.0,82.0,0.0,392.66998,0.0,0.0,479.93,0.0
22.96,82.0,0.0,0.0,23.81,30.31,24.64,82.0,82.0,82.0,112.95,338.3775,0.0,138.05,413.5725,0.0
23.07,82.0,0.0,0.0,25.55,30.41,24.37,82.0,82.0,82.0,185.08499,313.11,0.0,226.215,382.69,0.0
23.34,82.0,0.0,0.0,26.38,31.06,24.3,82.0,82.0,82.0,242.775,201.465,0.0,296.725,246.23502,0.0
23.61,82.0,0.0,0.0,27.93,29.58,24.02,82.0,82.0,82.0,289.9125,120.465004,0.0,354.3375,147.23502,0.0
22.77,82.0,0.0,0.0,28.82,28.8,24.02,82.0,82.0,82.0,292.38748,26.055,0.0,357.36252,31.845001,0.0
22.91,82.0,0.0,0.0,29.12,27.59,23.9,82.0,82.0,82.0,392.66998,0.0,0.0,479.93,0.0,0.0
23.81,82.0,112.95,138.05,30.31,27.11,24.06,82.0,82.0,82.0,338.3775,0.0,57.105,413.5725,0.0,69.795006
25.55,82.0,185.08499,226.215,30.41,26.51,24.41,82.0,82.0,82.0,313.11,0.0,105.615,382.69,0.0,129.085
26.38,82.0,242.775,296.725,31.06,26.06,24.92,82.0,82.0,82.0,201.465,0.0,111.375,246.23502,0.0,136.125
27.93,82.0,289.9125,354.3375,29.58,25.58,25.69,82.0,82.0,82.0,120.465004,0.0,196.53749,147.23502,0.0,240.21251
28.82,82.0,292.38748,357.36252,28.8,25.2,26.21,82.0,82.0,82.0,26.055,0.0,212.87248,31.845001,0.0,260.1775
29.12,82.0,392.66998,479.93,27.59,24.89,27.12,82.0,82.0,82.0,0.0,0.0,271.8,0.0,0.0,332.2
30.31,82.0,338.3775,413.5725,27.11,24.64,27.63,82.0,82.0,82.0,0.0,0.0,100.1925,0.0,0.0,122.4575
30.41,82.0,313.11,382.69,26.51,24.37,24.77,82.0,82.0,82.0,0.0,0.0,103.972496,0.0,0.0,127.07751
31.06,82.0,201.465,246.23502,26.06,24.3,24.64,82.0,82.0,82.0,0.0,0.0,165.91501,0.0,0.0,202.785
29.58,82.0,120.465004,147.23502,25.58,24.02,25.61,82.0,82.0,82.0,0.0,0.0,77.85,0.0,0.0,95.15
28.8,82.0,26.055,31.845001,25.2,24.02,25.21,82.0,82.0,82.0,0.0,0.0,22.185,0.0,0.0,27.115
27.59,82.0,0.0,0.0,24.89,23.9,24.85,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
27.11,82.0,0.0,0.0,24.64,24.06,24.75,82.0,82.0,82.0,0.0,57.105,0.0,0.0,69.795006,0.0
26.51,82.0,0.0,0.0,24.37,24.41,24.61,82.0,82.0,82.0,0.0,105.615,0.0,0.0,129.085,0.0
26.06,82.0,0.0,0.0,24.3,24.92,24.44,82.0,82.0,82.0,0.0,111.375,0.0,0.0,136.125,0.0
25.58,82.0,0.0,0.0,24.02,25.69,24.19,82.0,82.0,82.0,0.0,196.53749,0.0,0.0,240.21251,0.0
25.2,82.0,0.0,0.0,24.02,26.21,24.06,82.0,82.0,82.0,0.0,212.87248,0.0,0.0,260.1775,0.0
24.89,82.0,0.0,0.0,23.9,27.12,23.88,82.0,82.0,82.0,0.0,271.8,0.0,0.0,332.2,0.0
24.64,82.0,0.0,0.0,24.06,27.63,23.72,82.0,82.0,82.0,57.105,100.1925,0.0,69.795006,122.4575,0.0
24.37,82.0,0.0,0.0,24.41,24.77,23.27,82.0,82.0,82.0,105.615,103.972496,0.0,129.085,127.07751,0.0
24.3,82.0,0.0,0.0,24.92,24.64,23.31,82.0,82.0,82.0,111.375,165.91501,0.0,136.125,202.785,0.0
24.02,82.0,0.0,0.0,25.69,25.61,23.32,82.0,82.0,82.0,196.53749,77.85,0.0,240.21251,95.15,0.0
24.02,82.0,0.0,0.0,26.21,25.21,23.47,82.0,82.0,82.0,212.87248,22.185,0.0,260.1775,27.115,0.0
23.9,82.0,0.0,0.0,27.12,24.85,23.39,82.0,82.0,82.0,271.8,0.0,10.4625,332.2,0.0,12.7875
24.06,82.0,57.105,69.795006,27.63,24.75,23.46,82.0,82.0,82.0,100.1925,0.0,58.927498,122.4575,0.0,72.0225
24.41,82.0,105.615,129.085,24.77,24.61,23.75,82.0,82.0,82.0,103.972496,0.0,102.645,127.07751,0.0,125.45501
24.92,82.0,111.375,136.125,24.64,24.44,24.79,82.0,82.0,82.0,165.91501,0.0,124.042496,202.785,0.0,151.6075
25.69,82.0,196.53749,240.21251,25.61,24.19,25.22,82.0,82.0,82.0,77.85,0.0,163.98,95.15,0.0,200.42
26.21,82.0,212.87248,260.1775,25.21,24.06,26.24,82.0,82.0,82.0,22.185,0.0,215.34749,27.115,0.0,263.20248
27.12,82.0,271.8,332.2,24.85,23.88,26.94,82.0,82.0,82.0,0.0,0.0,253.23749,0.0,0.0,309.5125
27.63,82.0,100.1925,122.4575,24.75,23.72,27.89,82.0,82.0,82.0,0.0,0.0,267.00748,0.0,0.0,326.3425
24.77,82.0,103.972496,127.07751,24.61,23.27,29.15,82.0,82.0,82.0,0.0,0.0,292.8375,0.0,0.0,357.9125
24.64,82.0,165.91501,202.785,24.44,23.31,29.43,82.0,82.0,82.0,0.0,0.0,209.0025,0.0,0.0,255.44751
25.61,82.0,77.85,95.15,24.19,23.32,28.51,82.0,82.0,82.0,0.0,0.0,119.42999,0.0,0.0,145.97
25.21,82.0,22.185,27.115,24.06,23.47,27.73,82.0,82.0,82.0,0.0,0.0,32.962498,0.0,0.0,40.287502
24.85,82.0,0.0,0.0,23.88,23.39,26.82,82.0,82.0,82.0,0.0,10.4625,0.0,0.0,12.7875,0.0
24.75,82.0,0.0,0.0,23.72,23.46,26.18,82.0,82.0,82.0,0.0,58.927498,0.0,0.0,72.0225,0.0
24.61,82.0,0.0,0.0,23.27,23.75,25.79,82.0,82.0,82.0,0.0,102.645,0.0,0.0,125.45501,0.0
24.44,82.0,0.0,0.0,23.31,24.79,25.34,82.0,82.0,82.0,0.0,124.042496,0.0,0.0,151.6075,0.0
24.19,82.0,0.0,0.0,23.32,25.22,24.87,82.0,82.0,82.0,0.0,163.98,0.0,0.0,200.42,0.0
24.06,82.0,0.0,0.0,23.47,26.24,24.57,82.0,82.0,82.0,0.0,215.34749,0.0,0.0,263.20248,0.0
23.88,82.0,0.0,0.0,23.39,26.94,24.19,82.0,82.0,82.0,10.4625,253.23749,0.0,12.7875,309.5125,0.0
23.72,82.0,0.0,0.0,23.46,27.89,23.99,82.0,82.0,82.0,58.927498,267.00748,0.0,72.0225,326.3425,0.0
23.27,82.0,0.0,0.0,23.75,29.15,24.16,82.0,82.0,82.0,102.645,292.8375,0.0,125.45501,357.9125,0.0
23.31,82.0,0.0,0.0,24.79,29.43,24.21,82.0,82.0,82.0,124.042496,209.0025,0.0,151.6075,255.44751,0.0
23.32,82.0,0.0,0.0,25.22,28.51,24.28,82.0,82.0,82.0,163.98,119.42999,0.0,200.42,145.97,0.0
23.47,82.0,0.0,0.0,26.24,27.73,24.3,82.0,82.0,82.0,215.34749,32.962498,0.0,263.20248,40.287502,0.0
23.39,82.0,10.4625,12.7875,26.94,26.82,24.23,82.0,82.0,82.0,253.23749,0.0,11.1375,309.5125,0.0,13.6125
23.46,82.0,58.927498,72.0225,27.89,26.18,24.49,82.0,82.0,82.0,267.00748,0.0,77.1525,326.3425,0.0,94.2975
23.75,82.0,102.645,125.45501,29.15,25.79,25.97,82.0,82.0,82.0,292.8375,0.0,126.899994,357.9125,0.0,155.1
24.79,82.0,124.042496,151.6075,29.43,25.34,26.83,82.0,82.0,82.0,209.0025,0.0,214.78499,255.44751,0.0,262.51498
25.22,82.0,163.98,200.42,28.51,24.87,27.81,82.0,82.0,82.0,119.42999,0.0,338.0625,145.97,0.0,413.1875
26.24,82.0,215.34749,263.20248,27.73,24.57,29.61,82.0,82.0,82.0,32.962498,0.0,338.175,40.287502,0.0,413.325
26.94,82.0,253.23749,309.5125,26.82,24.19,29.72,82.0,82.0,82.0,0.0,0.0,280.9575,0.0,0.0,343.3925
27.89,82.0,267.00748,326.3425,26.18,23.99,27.45,82.0,82.0,82.0,0.0,0.0,283.23,0.0,0.0,346.17
29.15,82.0,292.8375,357.9125,25.79,24.16,27.92,82.0,82.0,82.0,0.0,0.0,216.135,0.0,0.0,264.165
29.43,82.0,209.0025,255.44751,25.34,24.21,27.15,82.0,82.0,82.0,0.0,0.0,143.8875,0.0,0.0,175.8625
28.51,82.0,119.42999,145.97,24.87,24.28,27.07,82.0,82.0,82.0,0.0,0.0,91.52999,0.0,0.0,111.87
27.73,82.0,32.962498,40.287502,24.57,24.3,26.94,82.0,82.0,82.0,0.0,0.0,23.6925,0.0,0.0,28.957502
26.82,82.0,0.0,0.0,24.19,24.23,26.35,82.0,82.0,82.0,0.0,11.1375,0.0,0.0,13.6125,0.0
26.18,82.0,0.0,0.0,23.99,24.49,25.93,82.0,82.0,82.0,0.0,77.1525,0.0,0.0,94.2975,0.0
25.79,82.0,0.0,0.0,24.16,25.97,25.56,82.0,82.0,82.0,0.0,126.899994,0.0,0.0,155.1,0.0
25.34,82.0,0.0,0.0,24.21,26.83,25.22,82.0,82.0,82.0,0.0,214.78499,0.0,0.0,262.51498,0.0
24.87,82.0,0.0,0.0,24.28,27.81,25.02,82.0,82.0,82.0,0.0,338.0625,0.0,0.0,413.1875,0.0
24.57,82.0,0.0,0.0,24.3,29.61,24.84,82.0,82.0,82.0,0.0,338.175,0.0,0.0,413.325,0.0
24.19,82.0,0.0,0.0,24.23,29.72,24.6,82.0,82.0,82.0,11.1375,280.9575,0.0,13.6125,343.3925,0.0
23.99,82.0,0.0,0.0,24.49,27.45,24.33,82.0,82.0,82.0,77.1525,283.23,0.0,94.2975,346.17,0.0
24.16,82.0,0.0,0.0,25.97,27.92,24.08,82.0,82.0,82.0,126.899994,216.135,0.0,155.1,264.165,0.0
24.21,82.0,0.0,0.0,26.83,27.15,23.97,82.0,82.0,82.0,214.78499,143.8875,0.0,262.51498,175.8625,0.0
24.28,82.0,0.0,0.0,27.81,27.07,23.86,82.0,82.0,82.0,338.0625,91.52999,0.0,413.1875,111.87,0.0
24.3,82.0,0.0,0.0,29.61,26.94,23.76,82.0,82.0,82.0,338.175,23.6925,0.0,413.325,28.957502,0.0
24.23,82.0,11.1375,13.6125,29.72,26.35,23.7,82.0,82.0,82.0,280.9575,0.0,15.569999,343.3925,0.0,19.029999
24.49,82.0,77.1525,94.2975,27.45,25.93,24.27,82.0,82.0,82.0,283.23,0.0,111.465,346.17,0.0,136.235
25.97,82.0,126.899994,155.1,27.92,25.56,25.88,82.0,82.0,82.0,216.135,0.0,168.345,264.165,0.0,205.755
26.83,82.0,214.78499,262.51498,27.15,25.22,27.18,82.0,82.0,82.0,143.8875,0.0,178.69499,175.8625,0.0,218.40501
27.81,82.0,338.0625,413.1875,27.07,25.02,28.06,82.0,82.0,82.0,91.52999,0.0,202.74748,111.87,0.0,247.8025
29.61,82.0,338.175,413.325,26.94,24.84,28.54,82.0,82.0,82.0,23.6925,0.0,317.34,28.957502,0.0,387.86002
29.72,82.0,280.9575,343.3925,26.35,24.6,29.74,82.0,82.0,82.0,0.0,0.0,350.46,0.0,0.0,428.34
27.45,82.0,283.23,346.17,25.93,24.33,30.37,82.0,82.0,82.0,0.0,0.0,376.56,0.0,0.0,460.24
27.92,82.0,216.135,264.165,25.56,24.08,31.67,82.0,82.0,82.0,0.0,0.0,301.5675,0.0,0.0,368.58252
27.15,82.0,143.8875,175.8625,25.22,23.97,30.71,82.0,82.0,82.0,0.0,0.0,215.9775,0.0,0.0,263.9725
27.07,82.0,91.52999,111.87,25.02,23.86,30.12,82.0,82.0,82.0,0.0,0.0,114.9975,0.0,0.0,140.5525
26.94,82.0,23.6925,28.957502,24.84,23.76,29.08,82.0,82.0,82.0,0.0,0.0,26.932499,0.0,0.0,32.9175
26.35,82.0,0.0,0.0,24.6,23.7,28.31,82.0,82.0,82.0,0.0,15.569999,0.0,0.0,19.029999,0.0
25.93,82.0,0.0,0.0,24.33,24.27,27.61,82.0,82.0,82.0,0.0,111.465,0.0,0.0,136.235,0.0
25.56,82.0,0.0,0.0,24.08,25.88,26.96,82.0,82.0,82.0,0.0,168.345,0.0,0.0,205.755,0.0
25.22,82.0,0.0,0.0,23.97,27.18,25.91,82.0,82.0,82.0,0.0,178.69499,0.0,0.0,218.40501,0.0
25.02,82.0,0.0,0.0,23.86,28.06,25.5,82.0,82.0,82.0,0.0,202.74748,0.0,0.0,247.8025,0.0
24.84,82.0,0.0,0.0,23.76,28.54,25.17,82.0,82.0,82.0,0.0,317.34,0.0,0.0,387.86002,0.0
24.6,82.0,0.0,0.0,23.7,29.74,24.97,82.0,82.0,82.0,15.569999,350.46,0.0,19.029999,428.34,0.0
24.33,82.0,0.0,0.0,24.27,30.37,24.31,82.0,82.0,82.0,111.465,376.56,0.0,136.235,460.24,0.0
24.08,82.0,0.0,0.0,25.88,31.67,24.57,82.0,82.0,82.0,168.345,301.5675,0.0,205.755,368.58252,0.0
23.97,82.0,0.0,0.0,27.18,30.71,24.41,82.0,82.0,82.0,178.69499,215.9775,0.0,218.40501,263.9725,0.0
23.86,82.0,0.0,0.0,28.06,30.12,24.09,82.0,82.0,82.0,202.74748,114.9975,0.0,247.8025,140.5525,0.0
23.76,82.0,0.0,0.0,28.54,29.08,23.83,82.0,82.0,82.0,317.34,26.932499,0.0,387.86002,32.9175,0.0
23.7,82.0,15.569999,19.029999,29.74,28.31,23.6,82.0,82.0,82.0,350.46,0.0,13.409999,428.34,0.0,16.39
24.27,82.0,111.465,136.235,30.37,27.61,25.03,82.0,82.0,82.0,376.56,0.0,117.0,460.24,0.0,143.0
25.88,82.0,168.345,205.755,31.67,26.96,25.88,82.0,82.0,82.0,301.5675,0.0,159.81749,368.58252,0.0,195.3325
27.18,82.0,178.69499,218.40501,30.71,25.91,26.66,82.0,82.0,82.0,215.9775,0.0,240.65999,263.9725,0.0,294.14
28.06,82.0,202.74748,247.8025,30.12,25.5,27.42,82.0,82.0,82.0,114.9975,0.0,316.32748,140.5525,0.0,386.62253
28.54,82.0,317.34,387.86002,29.08,25.17,28.23,82.0,82.0,82.0,26.932499,0.0,334.82248,32.9175,0.0,409.2275
29.74,82.0,350.46,428.34,28.31,24.97,28.87,82.0,82.0,82.0,0.0,0.0,362.2725,0.0,0.0,442.7775
30.37,82.0,376.56,460.24,27.61,24.31,29.54,82.0,82.0,82.0,0.0,0.0,311.175,0.0,0.0,380.325
31.67,82.0,301.5675,368.58252,26.96,24.57,29.96,82.0,82.0,82.0,0.0,0.0,248.28749,0.0,0.0,303.4625
30.71,82.0,215.9775,263.9725,25.91,24.41,28.82,82.0,82.0,82.0,0.0,0.0,146.4525,0.0,0.0,178.99751
30.12,82.0,114.9975,140.5525,25.5,24.09,26.91,82.0,82.0,82.0,0.0,0.0,58.7475,0.0,0.0,71.802505
29.08,82.0,26.932499,32.9175,25.17,23.83,26.44,82.0,82.0,82.0,0.0,0.0,20.025,0.0,0.0,24.475
28.31,82.0,0.0,0.0,24.97,23.6,26.33,82.0,82.0,82.0,0.0,13.409999,0.0,0.0,16.39,0.0
27.61,82.0,0.0,0.0,24.31,25.03,25.85,82.0,82.0,82.0,0.0,117.0,0.0,0.0,143.0,0.0
26.96,82.0,0.0,0.0,24.57,25.88,25.39,82.0,82.0,82.0,0.0,159.81749,0.0,0.0,195.3325,0.0
25.91,82.0,0.0,0.0,24.41,26.66,25.07,82.0,82.0,82.0,0.0,240.65999,0.0,0.0,294.14,0.0
25.5,82.0,0.0,0.0,24.09,27.42,24.83,82.0,82.0,82.0,0.0,316.32748,0.0,0.0,386.62253,0.0
25.17,82.0,0.0,0.0,23.83,28.23,24.7,82.0,82.0,82.0,0.0,334.82248,0.0,0.0,409.2275,0.0
24.97,82.0,0.0,0.0,23.6,28.87,24.55,82.0,82.0,82.0,13.409999,362.2725,0.0,16.39,442.7775,0.0
24.31,82.0,0.0,0.0,25.03,29.54,24.55,82.0,82.0,82.0,117.0,311.175,0.0,143.0,380.325,0.0
24.57,82.0,0.0,0.0,25.88,29.96,24.25,82.0,82.0,82.0,159.81749,248.28749,0.0,195.3325,303.4625,0.0
24.41,82.0,0.0,0.0,26.66,28.82,23.83,82.0,82.0,82.0,240.65999,146.4525,0.0,294.14,178.99751,0.0
24.09,82.0,0.0,0.0,27.42,26.91,23.79,82.0,82.0,82.0,316.32748,58.7475,0.0,386.62253,71.802505,0.0
23.83,82.0,0.0,0.0,28.23,26.44,23.85,82.0,82.0,82.0,334.82248,20.025,0.0,409.2275,24.475,0.0
23.6,82.0,13.409999,16.39,28.87,26.33,23.74,82.0,82.0,82.0,362.2725,0.0,9.3825,442.7775,0.0,11.467501
25.03,82.0,117.0,143.0,29.54,25.85,24.11,82.0,82.0,82.0,311.175,0.0,32.445,380.325,0.0,39.655
25.88,82.0,159.81749,195.3325,29.96,25.39,24.91,82.0,82.0,82.0,248.28749,0.0,74.002495,303.4625,0.0,90.4475
26.66,82.0,240.65999,294.14,28.82,25.07,25.33,82.0,82.0,82.0,146.4525,0.0,93.55499,178.99751,0.0,114.345
27.42,82.0,316.32748,386.62253,26.91,24.83,25.06,82.0,82.0,82.0,58.7475,0.0,138.91501,71.802505,0.0,169.785
28.23,82.0,334.82248,409.2275,26.44,24.7,24.95,82.0,82.0,82.0,20.025,0.0,205.74,24.475,0.0,251.46
28.87,82.0,362.2725,442.7775,26.33,24.55,25.16,82.0,82.0,82.0,0.0,0.0,178.29,0.0,0.0,217.91002
29.54,82.0,311.175,380.325,25.85,24.55,25.48,82.0,82.0,82.0,0.0,0.0,220.40999,0.0,0.0,269.38998
29.96,82.0,248.28749,303.4625,25.39,24.25,26.34,82.0,82.0,82.0,0.0,0.0,154.48499,0.0,0.0,188.815
28.82,82.0,146.4525,178.99751,25.07,23.83,26.35,82.0,82.0,82.0,0.0,0.0,93.712494,0.0,0.0,114.537506
26.91,82.0,58.7475,71.802505,24.83,23.79,24.99,82.0,82.0,82.0,0.0,0.0,45.764996,0.0,0.0,55.935
26.44,82.0,20.025,24.475,24.7,23.85,24.99,82.0,82.0,82.0,0.0,0.0,11.79,0.0,0.0,14.410001
26.33,82.0,0.0,0.0,24.55,23.74,24.81,82.0,82.0,82.0,0.0,9.3825,0.0,0.0,11.467501,0.0
25.85,82.0,0.0,0.0,24.55,24.11,24.73,82.0,82.0,82.0,0.0,32.445,0.0,0.0,39.655,0.0
25.39,82.0,0.0,0.0,24.25,24.91,24.51,82.0,82.0,82.0,0.0,74.002495,0.0,0.0,90.4475,0.0
25.07,82.0,0.0,0.0,23.83,25.33,24.53,82.0,82.0,82.0,0.0,93.55499,0.0,0.0,114.345,0.0
24.83,82.0,0.0,0.0,23.79,25.06,24.44,82.0,82.0,82.0,0.0,138.91501,0.0,0.0,169.785,0.0
24.7,82.0,0.0,0.0,23.85,24.95,24.34,82.0,82.0,82.0,0.0,205.74,0.0,0.0,251.46,0.0
24.55,82.0,0.0,0.0,23.74,25.16,24.2,82.0,82.0,82.0,9.3825,178.29,0.0,11.467501,217.91002,0.0
24.55,82.0,0.0,0.0,24.11,25.48,24.06,82.0,82.0,82.0,32.445,220.40999,0.0,39.655,269.38998,0.0
24.25,82.0,0.0,0.0,24.91,26.34,23.63,82.0,82.0,82.0,74.002495,154.48499,0.0,90.4475,188.815,0.0
23.83,82.0,0.0,0.0,25.33,26.35,23.39,82.0,82.0,82.0,93.55499,93.712494,0.0,114.345,114.537506,0.0
23.79,82.0,0.0,0.0,25.06,24.99,23.58,82.0,82.0,82.0,138.91501,45.764996,0.0,169.785,55.935,0.0
23.85,82.0,0.0,0.0,24.95,24.99,23.68,82.0,82.0,82.0,205.74,11.79,0.0,251.46,14.410001,0.0
23.74,82.0,9.3825,11.467501,25.16,24.81,23.7,82.0,82.0,82.0,178.29,0.0,12.87,217.91002,0.0,15.7300005
24.11,82.0,32.445,39.655,25.48,24.73,23.93,82.0,82.0,82.0,220.40999,0.0,45.427498,269.38998,0.0,55.5225
24.91,82.0,74.002495,90.4475,26.34,24.51,24.11,82.0,82.0,82.0,154.48499,0.0,108.09,188.815,0.0,132.11
25.33,82.0,93.55499,114.345,26.35,24.53,24.93,82.0,82.0,82.0,93.712494,0.0,94.11749,114.537506,0.0,115.0325
25.06,82.0,138.91501,169.785,24.99,24.44,25.11,82.0,82.0,82.0,45.764996,0.0,184.00499,55.935,0.0,224.895
24.95,82.0,205.74,251.46,24.99,24.34,26.16,82.0,82.0,82.0,11.79,0.0,140.1975,14.410001,0.0,171.3525
25.16,82.0,178.29,217.91002,24.81,24.2,25.52,82.0,82.0,82.0,0.0,0.0,344.25,0.0,0.0,420.75
25.48,82.0,220.40999,269.38998,24.73,24.06,27.66,82.0,82.0,82.0,0.0,0.0,361.84497,0.0,0.0,442.255
26.34,82.0,154.48499,188.815,24.51,23.63,29.23,82.0,82.0,82.0,0.0,0.0,342.495,0.0,0.0,418.60498
26.35,82.0,93.712494,114.537506,24.53,23.39,29.95,82.0,82.0,82.0,0.0,0.0,239.94,0.0,0.0,293.26
24.99,82.0,45.764996,55.935,24.44,23.58,29.53,82.0,82.0,82.0,0.0,0.0,126.92249,0.0,0.0,155.1275
24.99,82.0,11.79,14.410001,24.34,23.68,28.18,82.0,82.0,82.0,0.0,0.0,26.234999,0.0,0.0,32.065
24.81,82.0,0.0,0.0,24.2,23.7,27.02,82.0,82.0,82.0,0.0,12.87,0.0,0.0,15.7300005,0.0
24.73,82.0,0.0,0.0,24.06,23.93,26.71,82.0,82.0,82.0,0.0,45.427498,0.0,0.0,55.5225,0.0
24.51,82.0,0.0,0.0,23.63,24.11,26.57,82.0,82.0,82.0,0.0,108.09,0.0,0.0,132.11,0.0
24.53,82.0,0.0,0.0,23.39,24.93,26.29,82.0,82.0,82.0,0.0,94.11749,0.0,0.0,115.0325,0.0
24.44,82.0,0.0,0.0,23.58,25.11,25.78,82.0,82.0,82.0,0.0,184.00499,0.0,0.0,224.895,0.0
24.34,82.0,0.0,0.0,23.68,26.16,25.44,82.0,82.0,82.0,0.0,140.1975,0.0,0.0,171.3525,0.0
24.2,82.0,0.0,0.0,23.7,25.52,24.86,82.0,82.0,82.0,12.87,344.25,0.0,15.7300005,420.75,0.0
24.06,82.0,0.0,0.0,23.93,27.66,24.78,82.0,82.0,82.0,45.427498,361.84497,0.0,55.5225,442.255,0.0
23.63,82.0,0.0,0.0,24.11,29.23,24.24,82.0,82.0,82.0,108.09,342.495,0.0,132.11,418.60498,0.0
23.39,82.0,0.0,0.0,24.93,29.95,24.02,82.0,82.0,82.0,94.11749,239.94,0.0,115.0325,293.26,0.0
23.58,82.0,0.0,0.0,25.11,29.53,23.83,82.0,82.0,82.0,184.00499,126.92249,0.0,224.895,155.1275,0.0
23.68,82.0,0.0,0.0,26.16,28.18,23.65,82.0,82.0,82.0,140.1975,26.234999,0.0,171.3525,32.065,0.0
23.7,82.0,12.87,15.7300005,25.52,27.02,23.55,82.0,82.0,82.0,344.25,0.0,20.655,420.75,0.0,25.245
23.93,82.0,45.427498,55.5225,27.66,26.71,24.01,82.0,82.0,82.0,361.84497,0.0,100.3275,442.255,0.0,122.6225
24.11,82.0,108.09,132.11,29.23,26.57,25.34,82.0,82.0,82.0,342.495,0.0,204.6375,418.60498,0.0,250.1125
24.93,82.0,94.11749,115.0325,29.95,26.29,27.4,82.0,82.0,82.0,239.94,0.0,252.24748,293.26,0.0,308.3025
25.11,82.0,184.00499,224.895,29.53,25.78,28.48,82.0,82.0,82.0,126.92249,0.0,356.715,155.1275,0.0,435.98502
26.16,82.0,140.1975,171.3525,28.18,25.44,30.34,82.0,82.0,82.0,26.234999,0.0,407.4975,32.065,0.0,498.0525
25.52,82.0,344.25,420.75,27.02,24.86,29.91,82.0,82.0,82.0,0.0,0.0,411.90747,0.0,0.0,503.4425
27.66,82.0,361.84497,442.255,26.71,24.78,29.48,82.0,82.0,82.0,0.0,0.0,279.71997,0.0,0.0,341.88
29.23,82.0,342.495,418.60498,26.57,24.24,29.05,82.0,82.0,82.0,0.0,0.0,152.55,0.0,0.0,186.45
29.95,82.0,239.94,293.26,26.29,24.02,28.63,82.0,82.0,82.0,0.0,0.0,86.6475,0.0,0.0,105.902504
29.53,82.0,126.92249,155.1275,25.78,23.83,28.2,82.0,82.0,82.0,0.0,0.0,72.72,0.0,0.0,88.880005
28.18,82.0,26.234999,32.065,25.44,23.65,27.77,82.0,82.0,82.0,0.0,0.0,19.755001,0.0,0.0,24.145
27.02,82.0,0.0,0.0,24.86,23.55,27.34,82.0,82.0,82.0,0.0,20.655,0.0,0.0,25.245,0.0
26.71,82.0,0.0,0.0,24.78,24.01,26.91,82.0,82.0,82.0,0.0,100.3275,0.0,0.0,122.6225,0.0
26.57,82.0,0.0,0.0,24.24,25.34,26.49,82.0,82.0,82.0,0.0,204.6375,0.0,0.0,250.1125,0.0
26.29,82.0,0.0,0.0,24.02,27.4,26.06,82.0,82.0,82.0,0.0,252.24748,0.0,0.0,308.3025,0.0
25.78,82.0,0.0,0.0,23.83,28.48,25.63,82.0,82.0,82.0,0.0,356.715,0.0,0.0,435.98502,0.0
25.44,82.0,0.0,0.0,23.65,30.34,25.2,82.0,82.0,82.0,0.0,407.4975,0.0,0.0,498.0525,0.0
24.86,82.0,0.0,0.0,23.55,29.91,24.77,82.0,82.0,82.0,20.655,411.90747,0.0,25.245,503.4425,0.0
24.78,82.0,0.0,0.0,24.01,29.48,24.35,82.0,82.0,82.0,100.3275,279.71997,0.0,122.6225,341.88,0.0
24.24,82.0,0.0,0.0,25.34,29.05,23.92,82.0,82.0,82.0,204.6375,152.55,0.0,250.1125,186.45,0.0
24.02,82.0,0.0,0.0,27.4,28.63,24.67,82.0,82.0,82.0,252.24748,86.6475,0.0,308.3025,105.902504,0.0
23.83,82.0,0.0,0.0,28.48,28.2,24.59,82.0,82.0,82.0,356.715,72.72,0.0,435.98502,88.880005,0.0
23.65,82.0,0.0,0.0,30.34,27.77,24.51,82.0,82.0,82.0,407.4975,19.755001,0.0,498.0525,24.145,0.0
