carbon_intensity
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
0.4521
