is_hora_punta,tarifa_soles_kwh,mall_cost_soles,mall_co2_indirect_kg
0,0.2916,244.65239,358.0852
0,0.2916,283.72678,415.2764
0,0.2916,447.606,655.138
0,0.2916,568.0368,831.40643
0,0.2916,577.368,845.064
0,0.2916,584.3664,855.30725
0,0.2916,596.90515,873.6596
0,0.2916,606.52795,887.744
0,0.2916,605.6532,886.4636
0,0.2916,585.5328,857.0144
1,0.4616,940.27924,1292.4766
1,0.4616,987.82404,1357.8301
1,0.4616,960.128,1319.76
1,0.4616,892.2728,1226.4885
1,0.4616,508.6832,699.21906
0,0.2916,165.6288,242.42241
0,0.2916,135.88559,198.88881
0,0.2916,127.137596,186.08481
0,0.2916,128.304,187.792
0,0.2916,126.5544,185.2312
0,0.2916,125.0964,183.0972
0,0.2916,118.6812,173.70761
0,0.2916,164.46239,240.71521
0,0.2916,195.9552,286.8096
0,0.2916,260.10718,380.7056
0,0.2916,337.0896,493.38083
0,0.2916,497.46957,728.12085
0,0.2916,645.894,945.362
0,0.2916,641.2284,938.5332
0,0.2916,635.97955,930.8508
0,0.2916,646.4772,946.21564
0,0.2916,648.81,949.63
0,0.2916,664.5564,972.67725
0,0.2916,651.14276,953.04443
1,0.4616,989.2088,1359.7335
1,0.4616,968.89844,1331.8156
1,0.4616,960.128,1319.76
1,0.4616,889.0416,1222.047
1,0.4616,492.0656,676.377
0,0.2916,170.586,249.67801
0,0.2916,147.54959,215.9608
0,0.2916,144.63359,211.69281
0,0.2916,141.71759,207.4248
0,0.2916,138.51,202.73001
0,0.2916,128.88719,188.6456
0,0.2916,119.2644,174.5612
0,0.2916,162.42119,237.7276
0,0.2916,195.66359,286.3828
0,0.2916,260.6904,381.5592
0,0.2916,350.7948,513.4404
0,0.2916,489.30478,716.1704
0,0.2916,643.2696,941.5208
0,0.2916,662.5152,969.68964
0,0.2916,654.64197,958.166
0,0.2916,649.3932,950.48364
0,0.2916,670.97156,982.06683
0,0.2916,674.1792,986.76166
0,0.2916,665.43115,973.95764
1,0.4616,1050.14,1443.4875
1,0.4616,1023.3672,1406.6865
1,0.4616,1012.2888,1391.4586
1,0.4616,919.5072,1263.9241
1,0.4616,551.612,758.22754
0,0.2916,188.95679,276.5664
0,0.2916,161.838,236.87401
0,0.2916,149.59079,218.94841
0,0.2916,145.2168,212.5464
0,0.2916,142.88399,209.132
0,0.2916,142.3008,208.27841
0,0.2916,133.84439,195.9012
0,0.2916,189.83159,277.8468
0,0.2916,223.94879,327.7824
0,0.2916,245.2356,358.9388
0,0.2916,296.2656,433.6288
0,0.2916,453.1464,663.2472
0,0.2916,634.5216,928.7168
0,0.2916,663.6816,971.39685
0,0.2916,657.558,962.434
0,0.2916,616.73395,902.682
0,0.2916,615.8592,901.4016
0,0.2916,614.69275,899.6944
0,0.2916,611.1936,894.5728
1,0.4616,967.5136,1329.9121
1,0.4616,959.20483,1318.4911
1,0.4616,962.8976,1323.567
1,0.4616,925.0464,1271.5381
1,0.4616,583.924,802.6425
0,0.2916,167.9616,245.8368
0,0.2916,137.6352,201.4496
0,0.2916,126.262794,184.80441
0,0.2916,124.221596,181.8168
0,0.2916,122.763596,179.6828
0,0.2916,119.2644,174.5612
0,0.2916,113.14079,165.5984
0,0.2916,156.8808,229.61841
0,0.2916,199.1628,291.5044
0,0.2916,243.1944,355.9512
0,0.2916,263.60638,385.8272
0,0.2916,395.70117,579.1676
0,0.2916,537.1272,786.16565
0,0.2916,565.704,827.992
0,0.2916,610.3188,893.2924
0,0.2916,622.566,911.218
0,0.2916,623.1492,912.07166
0,0.2916,611.1936,894.5728
0,0.2916,607.4028,889.0244
1,0.4616,953.20404,1310.2426
1,0.4616,912.5832,1254.4065
1,0.4616,898.7352,1235.3716
1,0.4616,855.8064,1176.363
1,0.4616,540.072,742.36505
0,0.2916,159.50519,233.45961
0,0.2916,134.4276,196.7548
0,0.2916,125.38799,183.524
0,0.2916,125.0964,183.0972
0,0.2916,125.0964,183.0972
0,0.2916,121.5972,177.9756
0,0.2916,111.3912,163.0376
0,0.2916,121.5972,177.9756
0,0.2916,126.84599,185.658
0,0.2916,155.42279,227.4844
0,0.2916,239.69519,350.82962
0,0.2916,395.40958,578.74084
0,0.2916,510.3,746.9
0,0.2916,517.2984,757.14325
0,0.2916,528.6708,773.78845
0,0.2916,545.00037,797.6892
0,0.2916,539.45996,789.58
0,0.2916,538.5852,788.2996
0,0.2916,545.8752,798.9696
1,0.4616,868.2696,1193.4945
1,0.4616,865.0384,1189.0531
1,0.4616,856.7296,1177.6321
1,0.4616,775.48804,1065.9601
1,0.4616,447.752,615.465
0,0.2916,156.8808,229.61841
0,0.2916,133.2612,195.0476
0,0.2916,121.01399,177.12201
0,0.2916,121.305595,177.5488
0,0.2916,120.7224,176.6952
0,0.2916,118.97279,174.1344
0,0.2916,111.099594,162.61081
0,0.2916,153.9648,225.3504
0,0.2916,181.6668,265.8964
0,0.2916,218.11679,319.2464
0,0.2916,298.88998,437.47
0,0.2916,435.3588,637.2124
0,0.2916,575.91,842.93005
0,0.2916,589.32355,862.5628
0,0.2916,578.826,847.198
0,0.2916,592.82275,867.68445
0,0.2916,594.86395,870.672
0,0.2916,600.40436,878.78125
0,0.2916,593.1144,868.1112
1,0.4616,917.6608,1261.3861
1,0.4616,898.7352,1235.3716
1,0.4616,886.27203,1218.24
1,0.4616,819.80164,1126.8721
1,0.4616,494.8352,680.184
0,0.2916,158.33879,231.75241
0,0.2916,136.1772,199.31561
0,0.2916,123.6384,180.96321
0,0.2916,123.346794,180.5364
0,0.2916,124.221596,181.8168
0,0.2916,119.847595,175.41481
0,0.2916,110.516396,161.7572
0,0.2916,148.4244,217.24121
0,0.2916,172.6272,252.6656
0,0.2916,204.9948,300.0404
0,0.2916,259.2324,379.4252
0,0.2916,436.52518,638.9196
0,0.2916,574.45197,840.796
0,0.2916,589.32355,862.5628
0,0.2916,595.1556,871.0988
0,0.2916,597.4884,874.51324
0,0.2916,608.8608,891.15845
0,0.2916,605.6532,886.4636
0,0.2916,598.6548,876.2204
1,0.4616,930.58563,1279.1521
1,0.4616,918.584,1262.655
1,0.4616,902.8896,1241.082
1,0.4616,822.5712,1130.6791
1,0.4616,528.9936,727.137
0,0.2916,168.5448,246.69041
0,0.2916,142.88399,209.132
0,0.2916,128.01239,187.3652
0,0.2916,124.221596,181.8168
0,0.2916,125.38799,183.524
0,0.2916,121.888794,178.4024
0,0.2916,119.55599,174.988
0,0.2916,162.42119,237.7276
0,0.2916,192.74759,282.1148
0,0.2916,230.07239,336.7452
0,0.2916,281.1024,411.4352
0,0.2916,426.90237,624.8352
0,0.2916,546.75,800.25
0,0.2916,548.208,802.38403
0,0.2916,589.032,862.13605
0,0.2916,605.3616,886.0368
0,0.2916,620.8164,908.6572
0,0.2916,619.3584,906.52325
0,0.2916,603.3204,883.04926
1,0.4616,956.8968,1315.3186
1,0.4616,946.74164,1301.3595
1,0.4616,934.74,1284.8625
1,0.4616,860.4224,1182.708
1,0.4616,509.6064,700.48804
0,0.2916,181.6668,265.8964
0,0.2916,143.75879,210.4124
0,0.2916,126.5544,185.2312
0,0.2916,119.847595,175.41481
0,0.2916,118.389595,173.2808
0,0.2916,115.7652,169.4396
0,0.2916,111.3912,163.0376
0,0.2916,164.754,241.14201
0,0.2916,193.0392,282.5416
0,0.2916,229.78079,336.31842
0,0.2916,295.09918,431.9216
0,0.2916,503.00998,736.23004
0,0.2916,628.1064,919.3272
0,0.2916,633.6468,927.4364
0,0.2916,630.43915,922.74164
0,0.2916,633.6468,927.4364
0,0.2916,642.97797,941.09406
0,0.2916,631.89716,924.8756
0,0.2916,612.65155,896.70685
1,0.4616,977.6688,1343.8711
1,0.4616,963.8208,1324.836
1,0.4616,961.0512,1321.029
1,0.4616,885.8104,1217.6056
1,0.4616,525.3008,722.06104
0,0.2916,156.58919,229.1916
0,0.2916,137.92679,201.8764
0,0.2916,125.0964,183.0972
0,0.2916,120.7224,176.6952
0,0.2916,118.389595,173.2808
0,0.2916,116.05679,169.86641
0,0.2916,109.9332,160.90361
0,0.2916,153.67319,224.9236
0,0.2916,188.95679,276.5664
0,0.2916,230.364,337.172
0,0.2916,293.9328,430.21442
0,0.2916,455.4792,666.6616
0,0.2916,590.78156,864.69684
0,0.2916,600.40436,878.78125
0,0.2916,596.32196,872.806
0,0.2916,609.1524,891.5852
0,0.2916,607.6944,889.45123
0,0.2916,610.02716,892.8656
0,0.2916,627.81476,918.90045
1,0.4616,1045.524,1437.1426
1,0.4616,1034.4456,1421.9146
1,0.4616,1016.44324,1397.1691
1,0.4616,973.5144,1338.1605
1,0.4616,589.0016,809.622
0,0.2916,167.67,245.41
0,0.2916,141.426,206.998
0,0.2916,131.5116,192.4868
0,0.2916,128.88719,188.6456
0,0.2916,128.304,187.792
0,0.2916,127.137596,186.08481
0,0.2916,121.5972,177.9756
0,0.2916,158.0472,231.3256
0,0.2916,195.372,285.956
0,0.2916,251.94238,368.75522
0,0.2916,317.2608,464.3584
0,0.2916,489.30478,716.1704
0,0.2916,628.9812,920.6076
0,0.2916,623.1492,912.07166
0,0.2916,630.1476,922.3148
0,0.2916,641.51996,938.96
0,0.2916,617.60876,903.9624
0,0.2916,594.28076,869.8184
0,0.2916,590.49,864.27
1,0.4616,924.58484,1270.9036
1,0.4616,917.6608,1261.3861
1,0.4616,915.3528,1258.2135
1,0.4616,876.1168,1204.281
1,0.4616,546.99603,751.8825
0,0.2916,164.46239,240.71521
0,0.2916,138.51,202.73001
0,0.2916,127.720795,186.9384
0,0.2916,127.42919,186.51161
0,0.2916,125.0964,183.0972
0,0.2916,120.43079,176.2684
0,0.2916,111.68279,163.4644
0,0.2916,114.3072,167.3056
0,0.2916,120.7224,176.6952
0,0.2916,151.9236,222.36281
0,0.2916,281.39398,411.862
0,0.2916,476.4744,697.39124
0,0.2916,615.8592,901.4016
0,0.2916,627.23157,918.0468
0,0.2916,628.1064,919.3272
0,0.2916,647.352,947.49603
0,0.2916,634.23,928.29004
0,0.2916,639.47876,935.9724
0,0.2916,637.43756,932.9848
1,0.4616,1002.5952,1378.134
1,0.4616,958.2816,1317.222
1,0.4616,934.74,1284.8625
1,0.4616,853.0368,1172.556
1,0.4616,524.3776,720.79205
0,0.2916,162.7128,238.1544
0,0.2916,139.67639,204.43721
0,0.2916,122.1804,178.82921
0,0.2916,120.43079,176.2684
0,0.2916,119.55599,174.988
0,0.2916,119.2644,174.5612
0,0.2916,114.015594,166.8788
0,0.2916,164.17079,240.2884
0,0.2916,193.91399,283.82202
0,0.2916,216.07559,316.25882
0,0.2916,260.6904,381.5592
0,0.2916,397.45078,581.7284
0,0.2916,557.83075,816.46844
0,0.2916,628.9812,920.6076
0,0.2916,618.19196,904.81604
0,0.2916,619.3584,906.52325
0,0.2916,636.2712,931.27765
0,0.2916,629.27277,921.0344
0,0.2916,619.3584,906.52325
1,0.4616,963.8208,1324.836
1,0.4616,947.6648,1302.6285
1,0.4616,940.7408,1293.1111
1,0.4616,853.0368,1172.556
1,0.4616,488.8344,671.93555
0,0.2916,158.922,232.606
0,0.2916,134.7192,197.18161
0,0.2916,125.0964,183.0972
0,0.2916,119.847595,175.41481
0,0.2916,118.6812,173.70761
0,0.2916,116.931595,171.1468
0,0.2916,110.22479,161.3304
0,0.2916,113.724,166.45201
0,0.2916,155.1312,227.0576
0,0.2916,240.86159,352.5368
0,0.2916,327.4668,479.29642
0,0.2916,493.38718,722.1456
0,0.2916,617.9004,904.3892
0,0.2916,638.3124,934.2652
0,0.2916,641.8116,939.38684
0,0.2916,652.8924,955.6052
0,0.2916,666.0144,974.8112
0,0.2916,676.2204,989.7492
0,0.2916,671.2632,982.49365
1,0.4616,1041.8312,1432.0665
1,0.4616,1033.0608,1420.0111
1,0.4616,1008.596,1386.3826
1,0.4616,935.6632,1286.1316
1,0.4616,572.8456,787.41455
0,0.2916,186.04079,272.2984
0,0.2916,155.1312,227.0576
0,0.2916,140.84279,206.14441
0,0.2916,137.3436,201.02281
0,0.2916,137.052,200.59601
0,0.2916,136.1772,199.31561
0,0.2916,135.3024,198.0352
0,0.2916,172.9188,253.0924
0,0.2916,214.0344,313.2712
0,0.2916,284.6016,416.55682
0,0.2916,332.42398,486.552
0,0.2916,487.84677,714.03644
0,0.2916,637.7292,933.4116
0,0.2916,634.23,928.29004
0,0.2916,593.1144,868.1112
0,0.2916,612.06836,895.8532
0,0.2916,607.4028,889.0244
0,0.2916,605.6532,886.4636
0,0.2916,597.1968,874.0864
1,0.4616,942.5872,1295.649
1,0.4616,925.9696,1272.807
1,0.4616,914.4296,1256.9446
1,0.4616,852.1136,1171.2871
1,0.4616,521.1464,716.3505
0,0.2916,198.87119,291.0776
0,0.2916,172.04399,251.81201
0,0.2916,155.7144,227.91121
0,0.2916,153.67319,224.9236
0,0.2916,148.4244,217.24121
0,0.2916,146.3832,214.2536
0,0.2916,137.92679,201.8764
0,0.2916,174.08519,254.7996
0,0.2916,205.28639,300.46722
0,0.2916,230.364,337.172
0,0.2916,295.6824,432.7752
0,0.2916,462.47757,676.90485
0,0.2916,682.05237,998.2852
0,0.2916,723.75116,1059.3176
0,0.2916,708.58795,1037.124
0,0.2916,701.5896,1026.8809
0,0.2916,696.6324,1019.62524
0,0.2916,700.42316,1025.1736
0,0.2916,702.756,1028.588
1,0.4616,1073.22,1475.2125
1,0.4616,1035.3688,1423.1836
1,0.4616,1009.0576,1387.0171
1,0.4616,948.1264,1303.2631
1,0.4616,609.7736,838.17456
0,0.2916,216.6588,317.1124
0,0.2916,189.83159,277.8468
0,0.2916,174.95999,256.08002
0,0.2916,166.5036,243.7028
0,0.2916,162.42119,237.7276
0,0.2916,154.54799,226.20401
0,0.2916,145.50839,212.9732
0,0.2916,185.74919,271.8716
0,0.2916,219.8664,321.80722
0,0.2916,251.65079,368.3284
0,0.2916,327.1752,478.86963
0,0.2916,528.9624,774.2152
0,0.2916,689.34235,1008.9552
0,0.2916,705.08875,1032.0024
0,0.2916,709.46277,1038.4044
0,0.2916,710.3376,1039.6848
0,0.2916,701.88116,1027.3076
0,0.2916,704.214,1030.722
0,0.2916,709.7544,1038.8312
1,0.4616,1093.5304,1503.1306
1,0.4616,1051.9865,1446.0255
1,0.4616,1035.3688,1423.1836
1,0.4616,986.9008,1356.561
1,0.4616,608.8504,836.9055
0,0.2916,170.586,249.67801
0,0.2916,147.8412,216.3876
0,0.2916,139.0932,203.5836
0,0.2916,125.38799,183.524
0,0.2916,120.43079,176.2684
0,0.2916,119.847595,175.41481
0,0.2916,112.557594,164.74481
0,0.2916,145.79999,213.40001
0,0.2916,183.12479,268.0304
0,0.2916,234.73799,343.574
0,0.2916,342.33838,501.0632
0,0.2916,508.2588,743.9124
0,0.2916,688.17596,1007.24805
0,0.2916,690.5088,1010.6624
0,0.2916,687.5928,1006.3944
0,0.2916,694.5912,1016.63763
0,0.2916,696.34076,1019.1984
0,0.2916,692.84155,1014.07684
0,0.2916,688.4676,1007.6748
1,0.4616,1015.52,1395.9
1,0.4616,990.132,1361.0026
1,0.4616,1003.0568,1378.7686
1,0.4616,955.97363,1314.0496
1,0.4616,559.4592,769.01404
0,0.2916,184.5828,270.1644
0,0.2916,154.2564,225.7772
0,0.2916,138.2184,202.3032
0,0.2916,135.01079,197.6084
0,0.2916,134.136,196.328
0,0.2916,132.96959,194.6208
0,0.2916,121.01399,177.12201
0,0.2916,128.304,187.792
0,0.2916,173.21039,253.51921
0,0.2916,253.1088,370.4624
0,0.2916,348.17038,509.5992
0,0.2916,550.8324,806.2252
0,0.2916,701.00635,1026.0272
0,0.2916,716.75275,1049.0745
0,0.2916,722.29315,1057.1836
0,0.2916,719.9604,1053.7693
0,0.2916,705.3804,1032.4292
0,0.2916,707.12994,1034.99
0,0.2916,698.96515,1023.0396
1,0.4616,1067.2192,1466.9641
1,0.4616,989.6704,1360.368
1,0.4616,986.9008,1356.561
1,0.4616,924.58484,1270.9036
1,0.4616,526.6856,723.96454
0,0.2916,180.79199,264.616
0,0.2916,155.42279,227.4844
0,0.2916,131.5116,192.4868
0,0.2916,124.5132,182.2436
0,0.2916,122.763596,179.6828
0,0.2916,122.763596,179.6828
0,0.2916,114.3072,167.3056
0,0.2916,147.54959,215.9608
0,0.2916,194.4972,284.6756
0,0.2916,242.61119,355.0976
0,0.2916,309.9708,453.68842
0,0.2916,550.8324,806.2252
0,0.2916,705.672,1032.8561
0,0.2916,705.96356,1033.2828
0,0.2916,721.4184,1055.9032
0,0.2916,734.2488,1074.6824
0,0.2916,734.2488,1074.6824
0,0.2916,723.16797,1058.464
0,0.2916,715.0032,1046.5137
1,0.4616,1065.8345,1465.0605
1,0.4616,1030.7528,1416.8385
1,0.4616,1013.21204,1392.7275
1,0.4616,943.0488,1296.2836
1,0.4616,570.9992,784.8765
0,0.2916,186.91559,273.5788
0,0.2916,153.9648,225.3504
0,0.2916,138.2184,202.3032
0,0.2916,130.05359,190.3528
0,0.2916,127.42919,186.51161
0,0.2916,123.346794,180.5364
0,0.2916,116.931595,171.1468
0,0.2916,163.8792,239.8616
0,0.2916,214.61758,314.12482
0,0.2916,247.2768,361.92642
0,0.2916,296.8488,434.48242
0,0.2916,478.22397,699.952
0,0.2916,666.88916,976.0916
0,0.2916,668.93036,979.0792
0,0.2916,676.8036,990.60284
0,0.2916,677.09515,991.0296
0,0.2916,694.88275,1017.06445
0,0.2916,663.97314,971.8236
0,0.2916,659.5992,965.42163
1,0.4616,1030.7528,1416.8385
1,0.4616,1021.5208,1404.1486
1,0.4616,1024.2904,1407.9556
1,0.4616,933.81683,1283.5935
1,0.4616,554.8432,762.669
0,0.2916,177.5844,259.9212
0,0.2916,144.342,211.266
0,0.2916,129.1788,189.0724
0,0.2916,121.5972,177.9756
0,0.2916,121.01399,177.12201
0,0.2916,117.2232,171.57361
0,0.2916,109.641594,160.4768
0,0.2916,159.50519,233.45961
0,0.2916,199.74599,292.358
0,0.2916,241.73639,353.8172
0,0.2916,341.7552,500.20963
0,0.2916,506.80078,741.77844
0,0.2916,647.352,947.49603
0,0.2916,662.80676,970.11646
0,0.2916,657.84955,962.86084
0,0.2916,602.154,881.34204
0,0.2916,590.49,864.27
0,0.2916,586.9908,859.14844
0,0.2916,595.1556,871.0988
1,0.4616,935.6632,1286.1316
1,0.4616,948.588,1303.8976
1,0.4616,941.664,1294.38
1,0.4616,873.3472,1200.474
1,0.4616,516.0688,709.37103
0,0.2916,170.586,249.67801
0,0.2916,139.0932,203.5836
0,0.2916,125.679596,183.9508
0,0.2916,120.43079,176.2684
0,0.2916,115.473595,169.0128
0,0.2916,113.724,166.45201
0,0.2916,107.600395,157.48921
0,0.2916,156.29759,228.7648
0,0.2916,183.708,268.884
0,0.2916,220.7412,323.08762
0,0.2916,283.1436,414.42282
0,0.2916,471.80878,690.56244
0,0.2916,616.15076,901.8284
0,0.2916,641.8116,939.38684
0,0.2916,647.9352,948.3496
0,0.2916,646.7688,946.64246
0,0.2916,600.696,879.208
0,0.2916,583.7832,854.4536
0,0.2916,570.36957,834.8208
1,0.4616,891.3496,1225.2196
1,0.4616,879.348,1208.7225
1,0.4616,867.34644,1192.2256
1,0.4616,814.2624,1119.258
1,0.4616,520.2232,715.08154
0,0.2916,185.166,271.018
0,0.2916,150.174,219.802
0,0.2916,131.22,192.06001
0,0.2916,122.47199,179.25601
0,0.2916,121.5972,177.9756
0,0.2916,137.92679,201.8764
0,0.2916,136.1772,199.31561
0,0.2916,169.41959,247.97081
0,0.2916,187.79039,274.85922
0,0.2916,235.6128,344.8544
0,0.2916,305.30518,446.85962
0,0.2916,459.27,672.21
0,0.2916,584.9496,856.1608
0,0.2916,623.1492,912.07166
0,0.2916,630.1476,922.3148
0,0.2916,631.31396,924.02203
0,0.2916,654.64197,958.166
0,0.2916,651.72595,953.898
0,0.2916,650.268,951.76404
1,0.4616,999.8256,1374.327
1,0.4616,970.2832,1333.7191
1,0.4616,985.516,1354.6576
1,0.4616,949.5112,1305.1665
1,0.4616,567.3064,779.80054
0,0.2916,174.3768,255.22641
0,0.2916,149.0076,218.0948
0,0.2916,131.5116,192.4868
0,0.2916,128.5956,188.21881
0,0.2916,123.92999,181.39
0,0.2916,116.931595,171.1468
0,0.2916,111.974396,163.8912
0,0.2916,158.33879,231.75241
0,0.2916,191.58119,280.40762
0,0.2916,242.02798,354.24402
0,0.2916,294.8076,431.4948
0,0.2916,481.43158,704.64685
0,0.2916,646.7688,946.64246
0,0.2916,661.0572,967.5556
0,0.2916,670.0968,980.78644
0,0.2916,668.6388,978.6524
0,0.2916,740.08075,1083.2184
0,0.2916,737.45636,1079.3772
0,0.2916,736.29,1077.67
1,0.4616,1106.9169,1521.531
1,0.4616,1087.5297,1494.8821
1,0.4616,1068.1425,1468.233
1,0.4616,1022.90564,1406.052
1,0.4616,587.6168,807.7185
0,0.2916,208.7856,305.5888
0,0.2916,180.20879,263.76242
0,0.2916,172.04399,251.81201
0,0.2916,150.46559,220.2288
0,0.2916,128.5956,188.21881
0,0.2916,125.38799,183.524
0,0.2916,116.05679,169.86641
0,0.2916,124.5132,182.2436
0,0.2916,160.9632,235.59361
0,0.2916,236.77919,346.5616
0,0.2916,287.8092,421.25162
0,0.2916,517.0068,756.71643
0,0.2916,680.886,996.578
0,0.2916,694.5912,1016.63763
0,0.2916,705.672,1032.8561
0,0.2916,701.88116,1027.3076
0,0.2916,663.38995,970.97003
0,0.2916,656.1,960.30005
0,0.2916,654.0588,957.31244
1,0.4616,1030.7528,1416.8385
1,0.4616,1012.2888,1391.4586
1,0.4616,998.4408,1372.4236
1,0.4616,942.1256,1295.0145
1,0.4616,572.8456,787.41455
0,0.2916,193.91399,283.82202
0,0.2916,167.37839,244.9832
0,0.2916,151.0488,221.08241
0,0.2916,149.2992,218.5216
0,0.2916,145.2168,212.5464
0,0.2916,144.342,211.266
0,0.2916,138.51,202.73001
0,0.2916,186.3324,272.72522
0,0.2916,222.4908,325.6484
0,0.2916,257.77438,377.2912
0,0.2916,317.2608,464.3584
0,0.2916,456.06238,667.5152
0,0.2916,564.82916,826.7116
0,0.2916,588.4488,861.2824
0,0.2916,640.06195,936.82605
0,0.2916,657.26636,962.0072
0,0.2916,662.80676,970.11646
0,0.2916,654.9336,958.59283
0,0.2916,655.80835,959.8732
1,0.4616,1026.5984,1411.128
1,0.4616,1007.21124,1384.479
1,0.4616,979.0536,1345.7745
1,0.4616,903.8128,1242.3511
1,0.4616,570.076,783.60754
0,0.2916,177.87599,260.34802
0,0.2916,137.6352,201.4496
0,0.2916,126.262794,184.80441
0,0.2916,123.6384,180.96321
0,0.2916,125.38799,183.524
0,0.2916,124.5132,182.2436
0,0.2916,112.557594,164.74481
0,0.2916,128.5956,188.21881
0,0.2916,183.99959,269.31082
0,0.2916,220.15799,322.234
0,0.2916,263.89798,386.254
0,0.2916,412.61398,603.922
0,0.2916,548.7912,803.2376
0,0.2916,592.23956,866.8308
0,0.2916,600.1128,878.35443
0,0.2916,605.3616,886.0368
0,0.2916,607.4028,889.0244
0,0.2916,637.7292,933.4116
0,0.2916,660.474,966.702
1,0.4616,1020.5976,1402.8795
1,0.4616,998.4408,1372.4236
1,0.4616,981.82324,1349.5815
1,0.4616,898.7352,1235.3716
1,0.4616,524.83923,721.4265
0,0.2916,162.1296,237.30081
0,0.2916,137.6352,201.4496
0,0.2916,123.92999,181.39
0,0.2916,122.1804,178.82921
0,0.2916,121.5972,177.9756
0,0.2916,119.847595,175.41481
0,0.2916,111.974396,163.8912
0,0.2916,169.41959,247.97081
0,0.2916,201.204,294.492
0,0.2916,235.02959,344.00082
0,0.2916,305.01358,446.4328
0,0.2916,511.46637,748.60724
0,0.2916,675.9288,989.32245
0,0.2916,678.8448,993.59045
0,0.2916,672.42957,984.2008
0,0.2916,670.68,981.64
0,0.2916,691.9668,1012.79645
0,0.2916,693.7164,1015.35724
0,0.2916,681.7608,997.85846
1,0.4616,1061.68,1459.3501
1,0.4616,1069.0657,1469.5021
1,0.4616,1046.4473,1438.4116
1,0.4616,973.0528,1337.526
1,0.4616,574.2304,789.31805
0,0.2916,185.166,271.018
0,0.2916,158.0472,231.3256
0,0.2916,138.80159,203.1568
0,0.2916,135.01079,197.6084
0,0.2916,133.5528,195.47441
0,0.2916,130.6368,191.2064
0,0.2916,125.0964,183.0972
0,0.2916,172.6272,252.6656
0,0.2916,214.32599,313.698
0,0.2916,257.4828,376.8644
0,0.2916,326.30038,477.5892
0,0.2916,477.64078,699.09845
0,0.2916,617.9004,904.3892
0,0.2916,678.55316,993.16364
0,0.2916,687.30115,1005.96765
0,0.2916,690.80035,1011.08923
0,0.2916,709.7544,1038.8312
0,0.2916,708.00476,1036.2704
0,0.2916,690.80035,1011.08923
1,0.4616,1074.6049,1477.1161
1,0.4616,1064.9113,1463.7915
1,0.4616,1052.9097,1447.2946
1,0.4616,955.512,1313.415
1,0.4616,628.2376,863.55457
0,0.2916,193.62239,283.3952
0,0.2916,157.1724,230.04521
0,0.2916,139.67639,204.43721
0,0.2916,135.3024,198.0352
0,0.2916,130.05359,190.3528
0,0.2916,123.92999,181.39
0,0.2916,120.1392,175.8416
0,0.2916,171.7524,251.38521
0,0.2916,198.288,290.224
0,0.2916,239.4036,350.4028
0,0.2916,339.4224,496.79523
0,0.2916,524.29675,767.3864
0,0.2916,673.8876,986.33484
0,0.2916,692.84155,1014.07684
0,0.2916,696.0492,1018.7716
0,0.2916,697.2156,1020.4788
0,0.2916,726.084,1062.732
0,0.2916,705.672,1032.8561
0,0.2916,660.474,966.702
1,0.4616,1040.908,1430.7976
1,0.4616,1026.1368,1410.4935
1,0.4616,1015.52,1395.9
1,0.4616,980.9,1348.3125
1,0.4616,612.5432,841.9815
0,0.2916,190.99799,279.55402
0,0.2916,164.46239,240.71521
0,0.2916,145.50839,212.9732
0,0.2916,145.2168,212.5464
0,0.2916,139.67639,204.43721
0,0.2916,137.3436,201.02281
0,0.2916,136.1772,199.31561
0,0.2916,175.5432,256.9336
0,0.2916,211.40999,309.43002
0,0.2916,236.19598,345.708
0,0.2916,267.98038,392.22922
0,0.2916,404.4492,591.9716
0,0.2916,583.4916,854.02686
0,0.2916,595.7388,871.95245
0,0.2916,612.06836,895.8532
0,0.2916,619.3584,906.52325
0,0.2916,615.56757,900.97485
0,0.2916,610.3188,893.2924
0,0.2916,604.1952,884.32965
1,0.4616,942.1256,1295.0145
1,0.4616,913.968,1256.31
1,0.4616,898.2736,1234.737
1,0.4616,847.036,1164.3075
1,0.4616,515.1456,708.10205
0,0.2916,179.91719,263.3356
0,0.2916,151.9236,222.36281
0,0.2916,139.3848,204.0104
0,0.2916,137.052,200.59601
0,0.2916,135.594,198.462
0,0.2916,130.6368,191.2064
0,0.2916,123.92999,181.39
0,0.2916,139.0932,203.5836
0,0.2916,171.4608,250.9584
0,0.2916,242.02798,354.24402
0,0.2916,270.8964,396.49722
0,0.2916,402.99118,589.83765
0,0.2916,513.50757,751.59485
0,0.2916,518.7564,759.2772
0,0.2916,531.5868,778.0564
0,0.2916,540.3348,790.8604
0,0.2916,531.29517,777.62964
0,0.2916,528.37915,773.36163
0,0.2916,526.0464,769.9472
1,0.4616,841.95844,1157.328
1,0.4616,837.3424,1150.983
1,0.4616,832.72644,1144.6381
1,0.4616,776.4112,1067.229
1,0.4616,469.9088,645.921
0,0.2916,146.3832,214.2536
0,0.2916,123.6384,180.96321
0,0.2916,112.8492,165.1716
0,0.2916,111.099594,162.61081
0,0.2916,103.80959,151.94081
0,0.2916,101.185196,148.09961
0,0.2916,93.6036,137.0028
0,0.2916,132.09479,193.34041
0,0.2916,161.838,236.87401
0,0.2916,198.57959,290.65082
0,0.2916,248.44319,363.6336
0,0.2916,422.81998,618.86005
0,0.2916,560.4552,820.30963
