is_hora_punta,tarifa_soles_kwh,mall_cost_soles,mall_co2_indirect_kg
1,0.4616,1015.9816,1277.6805
1,0.4616,921.35364,1158.678
1,0.4616,520.2232,654.2235
0,0.2916,178.4592,238.92479
0,0.2916,160.37999,214.72
0,0.2916,143.4672,192.0768
0,0.2916,144.342,193.248
0,0.2916,140.5512,188.17279
0,0.2916,138.2184,185.04959
0,0.2916,129.1788,172.94719
0,0.2916,158.33879,211.9872
0,0.2916,235.6128,315.4432
0,0.2916,299.47318,400.9408
0,0.2916,383.45398,513.376
0,0.2916,521.67236,698.4256
0,0.2916,645.894,864.73596
0,0.2916,647.9352,867.4688
0,0.2916,641.8116,859.2704
0,0.2916,647.9352,867.4688
0,0.2916,655.22516,877.22876
0,0.2916,648.81,868.63995
0,0.2916,626.94,839.36
1,0.4616,987.82404,1242.27
1,0.4616,991.05524,1246.3335
1,0.4616,969.36,1219.05
1,0.4616,865.5,1088.4375
1,0.4616,484.2184,608.9445
0,0.2916,157.46399,210.816
0,0.2916,138.2184,185.04959
0,0.2916,136.1772,182.3168
0,0.2916,136.4688,182.7072
0,0.2916,135.3024,181.1456
0,0.2916,133.2612,178.4128
0,0.2916,123.92999,165.92
0,0.2916,147.258,197.152
0,0.2916,231.23878,309.5872
0,0.2916,313.47,419.68
0,0.2916,365.95798,489.952
0,0.2916,533.91956,714.8224
0,0.2916,630.7308,844.4352
0,0.2916,641.2284,858.48956
0,0.2916,604.7784,809.6896
0,0.2916,574.1604,768.6976
0,0.2916,572.99396,767.136
0,0.2916,565.9956,757.76636
0,0.2916,554.9148,742.9312
1,0.4616,895.504,1126.17
1,0.4616,889.0416,1118.043
1,0.4616,878.4248,1104.6915
1,0.4616,838.72723,1054.7686
1,0.4616,532.6864,669.89703
0,0.2916,188.08199,251.808
0,0.2916,146.0916,195.5904
0,0.2916,143.4672,192.0768
0,0.2916,137.052,183.48799
0,0.2916,133.2612,178.4128
0,0.2916,130.05359,174.1184
0,0.2916,120.1392,160.8448
0,0.2916,133.2612,178.4128
0,0.2916,197.4132,264.30078
0,0.2916,269.4384,360.72958
0,0.2916,340.58878,455.98718
0,0.2916,507.67557,679.6864
0,0.2916,633.0636,847.5584
0,0.2916,628.9812,842.0928
0,0.2916,626.0652,838.1888
0,0.2916,638.3124,854.5856
0,0.2916,669.222,895.96796
0,0.2916,670.38837,897.5296
0,0.2916,671.2632,898.7008
1,0.4616,1026.1368,1290.4515
1,0.4616,1022.44403,1285.8075
1,0.4616,1000.28723,1257.9435
1,0.4616,942.1256,1184.8005
1,0.4616,528.07043,664.092
0,0.2916,164.46239,220.1856
0,0.2916,143.1756,191.6864
0,0.2916,135.3024,181.1456
0,0.2916,136.4688,182.7072
0,0.2916,132.09479,176.8512
0,0.2916,130.05359,174.1184
0,0.2916,123.0552,164.7488
0,0.2916,136.1772,182.3168
0,0.2916,169.12799,226.43199
0,0.2916,228.32278,305.6832
0,0.2916,337.6728,452.0832
0,0.2916,502.71838,673.04956
0,0.2916,668.0556,894.4064
0,0.2916,687.30115,920.1728
0,0.2916,696.34076,932.2752
0,0.2916,706.2552,945.54877
0,0.2916,689.0508,922.5152
0,0.2916,676.2204,905.3376
0,0.2916,661.0572,885.0368
1,0.4616,1043.6776,1312.5105
1,0.4616,1027.06,1291.6125
1,0.4616,1017.3664,1279.422
1,0.4616,916.7376,1152.873
1,0.4616,518.8384,652.482
0,0.2916,181.3752,242.8288
0,0.2916,157.1724,210.4256
0,0.2916,140.2596,187.7824
0,0.2916,132.09479,176.8512
0,0.2916,122.763596,164.3584
0,0.2916,121.01399,162.01599
0,0.2916,115.182,154.208
0,0.2916,140.5512,188.17279
0,0.2916,200.62079,268.59518
0,0.2916,320.46838,429.0496
0,0.2916,372.6648,498.93118
0,0.2916,490.7628,657.0432
0,0.2916,650.268,870.592
0,0.2916,669.222,895.96796
0,0.2916,640.93677,858.0992
0,0.2916,642.10315,859.66077
0,0.2916,639.1872,855.7568
0,0.2916,630.1476,843.65436
0,0.2916,626.0652,838.1888
1,0.4616,984.1312,1237.626
1,0.4616,984.1312,1237.626
1,0.4616,964.2824,1212.6646
1,0.4616,872.424,1097.145
1,0.4616,497.6048,625.779
0,0.2916,162.1296,217.0624
0,0.2916,141.426,189.344
0,0.2916,132.09479,176.8512
0,0.2916,133.2612,178.4128
0,0.2916,134.136,179.584
0,0.2916,131.22,175.68
0,0.2916,122.1804,163.57759
0,0.2916,153.09,204.95999
0,0.2916,212.28479,284.21118
0,0.2916,295.39078,395.4752
0,0.2916,345.8376,463.0144
0,0.2916,508.84198,681.248
0,0.2916,649.9764,870.2016
0,0.2916,646.18555,865.1264
0,0.2916,645.894,864.73596
0,0.2916,662.2236,886.5984
0,0.2916,633.0636,847.5584
0,0.2916,612.06836,819.4496
0,0.2916,605.07,810.07996
1,0.4616,966.1288,1214.9866
1,0.4616,951.3576,1196.4105
1,0.4616,938.8944,1180.737
1,0.4616,859.4992,1080.891
1,0.4616,482.372,606.6225
0,0.2916,163.29599,218.624
0,0.2916,130.92839,175.2896
0,0.2916,127.720795,170.9952
0,0.2916,130.05359,174.1184
0,0.2916,126.84599,169.82399
0,0.2916,127.137596,170.2144
0,0.2916,122.1804,163.57759
0,0.2916,148.1328,198.3232
0,0.2916,195.9552,262.3488
0,0.2916,260.3988,348.6272
0,0.2916,323.676,433.344
0,0.2916,452.8548,606.2912
0,0.2916,568.91156,761.6704
0,0.2916,573.8688,768.3072
0,0.2916,579.9924,776.5056
0,0.2916,595.1556,796.8064
0,0.2916,616.15076,824.91516
0,0.2916,614.10956,822.1824
0,0.2916,573.8688,768.3072
1,0.4616,967.5136,1216.728
1,0.4616,979.9768,1232.4015
1,0.4616,961.0512,1208.6011
1,0.4616,875.1936,1100.628
1,0.4616,477.2944,600.237
0,0.2916,166.21199,222.528
0,0.2916,150.174,201.056
0,0.2916,141.426,189.344
0,0.2916,140.2596,187.7824
0,0.2916,139.0932,186.2208
0,0.2916,136.1772,182.3168
0,0.2916,131.22,175.68
0,0.2916,149.2992,199.8848
0,0.2916,222.4908,297.87518
0,0.2916,319.5936,427.8784
0,0.2916,371.49838,497.3696
0,0.2916,514.67395,689.05597
0,0.2916,661.0572,885.0368
0,0.2916,663.0984,887.7696
0,0.2916,643.2696,861.2224
0,0.2916,646.7688,865.90717
0,0.2916,662.2236,886.5984
0,0.2916,666.30597,892.06396
0,0.2916,657.84955,880.7424
1,0.4616,1022.90564,1286.3881
1,0.4616,1013.6736,1274.778
1,0.4616,987.82404,1242.27
1,0.4616,895.96564,1126.7505
1,0.4616,516.5304,649.5795
0,0.2916,171.16919,229.1648
0,0.2916,145.2168,194.41919
0,0.2916,130.92839,175.2896
0,0.2916,129.1788,172.94719
0,0.2916,125.97119,168.6528
0,0.2916,125.97119,168.6528
0,0.2916,119.2644,159.6736
0,0.2916,132.3864,177.2416
0,0.2916,243.486,325.984
0,0.2916,318.71878,426.70718
0,0.2916,359.5428,481.3632
0,0.2916,569.7864,762.8416
0,0.2916,656.9748,879.57117
0,0.2916,703.3392,941.6448
0,0.2916,695.1744,930.71356
0,0.2916,699.2568,936.1792
0,0.2916,696.0492,931.88477
0,0.2916,657.26636,879.9616
0,0.2916,477.93237,639.8656
1,0.4616,916.7376,1152.873
1,0.4616,921.35364,1158.678
1,0.4616,899.19684,1130.814
1,0.4616,853.0368,1072.764
1,0.4616,491.604,618.2325
0,0.2916,161.25479,215.89119
0,0.2916,142.3008,190.5152
0,0.2916,129.1788,172.94719
0,0.2916,132.09479,176.8512
0,0.2916,139.3848,186.61119
0,0.2916,137.3436,183.8784
0,0.2916,132.09479,176.8512
0,0.2916,143.1756,191.6864
0,0.2916,203.53679,272.4992
0,0.2916,322.218,431.392
0,0.2916,351.378,470.43198
0,0.2916,497.17798,665.63196
0,0.2916,611.7768,819.0592
0,0.2916,640.93677,858.0992
0,0.2916,652.0176,872.9344
0,0.2916,645.01917,863.56476
0,0.2916,647.06036,866.2976
0,0.2916,646.7688,865.90717
0,0.2916,649.10156,869.0304
1,0.4616,995.6712,1252.1385
1,0.4616,981.36163,1234.1431
1,0.4616,946.28,1190.025
1,0.4616,832.26483,1046.6415
1,0.4616,529.4552,665.8335
0,0.2916,183.12479,245.17119
0,0.2916,167.08679,223.69919
0,0.2916,156.29759,209.2544
0,0.2916,155.42279,208.08319
0,0.2916,151.63199,203.008
0,0.2916,148.4244,198.7136
0,0.2916,141.1344,188.9536
0,0.2916,140.2596,187.7824
0,0.2916,145.50839,194.8096
0,0.2916,178.4592,238.92479
0,0.2916,307.34637,411.4816
0,0.2916,472.6836,632.8384
0,0.2916,610.902,817.888
0,0.2916,633.35516,847.9488
0,0.2916,635.97955,851.4624
0,0.2916,638.3124,854.5856
0,0.2916,626.0652,838.1888
0,0.2916,614.9844,823.3536
0,0.2916,620.8164,831.16156
1,0.4616,993.8248,1249.8165
1,0.4616,979.9768,1232.4015
1,0.4616,962.43604,1210.3425
1,0.4616,868.7312,1092.501
1,0.4616,507.2984,637.9695
0,0.2916,192.1644,257.2736
0,0.2916,168.25319,225.2608
0,0.2916,158.33879,211.9872
0,0.2916,145.50839,194.8096
0,0.2916,136.1772,182.3168
0,0.2916,131.22,175.68
0,0.2916,121.01399,162.01599
0,0.2916,139.0932,186.2208
0,0.2916,169.41959,226.8224
0,0.2916,243.1944,325.5936
0,0.2916,338.54758,453.2544
0,0.2916,509.71677,682.4192
0,0.2916,665.1396,890.5024
0,0.2916,696.34076,932.2752
0,0.2916,682.05237,913.14557
0,0.2916,681.17755,911.97437
0,0.2916,717.0444,959.9936
0,0.2916,712.962,954.52795
0,0.2916,707.12994,946.72
1,0.4616,1099.0696,1382.1705
1,0.4616,1075.528,1352.5651
1,0.4616,1049.6785,1320.057
1,0.4616,965.66724,1214.406
1,0.4616,521.60803,655.965
0,0.2916,160.37999,214.72
0,0.2916,141.426,189.344
0,0.2916,137.3436,183.8784
0,0.2916,138.2184,185.04959
0,0.2916,139.0932,186.2208
0,0.2916,137.3436,183.8784
0,0.2916,126.84599,169.82399
0,0.2916,152.7984,204.5696
0,0.2916,200.3292,268.2048
0,0.2916,317.5524,425.1456
0,0.2916,370.6236,496.1984
0,0.2916,513.216,687.104
0,0.2916,676.2204,905.3376
0,0.2916,689.0508,922.5152
0,0.2916,686.13477,918.6112
0,0.2916,647.06036,866.2976
0,0.2916,648.22675,867.8592
0,0.2916,640.93677,858.0992
0,0.2916,638.02075,854.1952
1,0.4616,1003.98004,1262.5875
1,0.4616,1009.0576,1268.973
1,0.4616,981.36163,1234.1431
1,0.4616,901.96643,1134.297
1,0.4616,469.4472,590.3685
0,0.2916,165.33719,221.3568
0,0.2916,147.54959,197.54239
0,0.2916,139.3848,186.61119
0,0.2916,136.4688,182.7072
0,0.2916,135.01079,180.7552
0,0.2916,133.2612,178.4128
0,0.2916,128.01239,171.38559
0,0.2916,153.38159,205.3504
0,0.2916,171.4608,229.55519
0,0.2916,275.2704,368.5376
0,0.2916,331.5492,443.8848
0,0.2916,459.85318,615.66077
0,0.2916,626.0652,838.1888
0,0.2916,661.0572,885.0368
0,0.2916,659.016,882.30396
0,0.2916,672.138,899.872
0,0.2916,682.9272,914.3168
0,0.2916,666.88916,892.8448
0,0.2916,656.9748,879.57117
1,0.4616,1019.2128,1281.744
1,0.4616,1002.1336,1260.2655
1,0.4616,990.5936,1245.753
1,0.4616,913.0448,1148.229
1,0.4616,507.2984,637.9695
0,0.2916,167.08679,223.69919
0,0.2916,146.3832,195.98079
0,0.2916,140.2596,187.7824
0,0.2916,135.3024,181.1456
0,0.2916,131.80319,176.4608
0,0.2916,130.05359,174.1184
0,0.2916,121.01399,162.01599
0,0.2916,129.1788,172.94719
0,0.2916,145.50839,194.8096
0,0.2916,267.1056,357.60638
0,0.2916,390.4524,522.7456
0,0.2916,543.2508,727.3152
0,0.2916,714.12836,956.0896
0,0.2916,759.32635,1016.60156
0,0.2916,769.53235,1030.2656
0,0.2916,768.6576,1029.0944
0,0.2916,757.28516,1013.8688
0,0.2916,735.1236,984.19836
0,0.2916,718.21075,961.5552
1,0.4616,1092.1456,1373.463
1,0.4616,1075.528,1352.5651
1,0.4616,1062.6033,1336.311
1,0.4616,967.052,1216.1475
1,0.4616,548.3808,689.63403
0,0.2916,180.5004,241.6576
0,0.2916,154.2564,206.52159
0,0.2916,144.342,193.248
0,0.2916,139.96799,187.392
0,0.2916,143.4672,192.0768
0,0.2916,141.426,189.344
0,0.2916,134.136,179.584
0,0.2916,142.3008,190.5152
0,0.2916,181.3752,242.8288
0,0.2916,258.3576,345.89438
0,0.2916,363.62518,486.8288
0,0.2916,534.5028,715.6032
0,0.2916,707.4216,947.11035
0,0.2916,709.17114,949.45276
0,0.2916,708.00476,947.8912
0,0.2916,712.08716,953.3568
0,0.2916,730.1664,977.5616
0,0.2916,697.5072,933.8368
0,0.2916,662.80676,887.3792
1,0.4616,992.44,1248.0751
1,0.4616,961.0512,1208.6011
1,0.4616,956.43524,1202.796
1,0.4616,900.5816,1132.5555
1,0.4616,486.5264,611.847
0,0.2916,153.38159,205.3504
0,0.2916,132.09479,176.8512
0,0.2916,124.804794,167.0912
0,0.2916,124.804794,167.0912
0,0.2916,125.0964,167.4816
0,0.2916,123.92999,165.92
0,0.2916,117.51479,157.33119
0,0.2916,130.3452,174.50879
0,0.2916,203.53679,272.4992
0,0.2916,307.34637,411.4816
0,0.2916,354.58557,474.72638
0,0.2916,517.0068,692.1792
0,0.2916,676.8036,906.1184
0,0.2916,687.0096,919.7824
0,0.2916,689.0508,922.5152
0,0.2916,693.1332,927.9808
0,0.2916,681.4692,912.3648
0,0.2916,657.84955,880.7424
0,0.2916,652.8924,874.1056
1,0.4616,989.2088,1244.0115
1,0.4616,979.5152,1231.821
1,0.4616,962.8976,1210.923
1,0.4616,924.58484,1162.7415
1,0.4616,529.4552,665.8335
0,0.2916,157.46399,210.816
0,0.2916,136.1772,182.3168
0,0.2916,128.88719,172.5568
0,0.2916,130.92839,175.2896
0,0.2916,128.01239,171.38559
0,0.2916,121.888794,163.1872
0,0.2916,120.1392,160.8448
0,0.2916,138.51,185.44
0,0.2916,170.29439,227.99359
0,0.2916,219.28319,293.58078
0,0.2916,351.6696,470.8224
0,0.2916,477.0576,638.6944
0,0.2916,637.146,853.024
0,0.2916,662.2236,886.5984
0,0.2916,679.13635,909.2416
0,0.2916,678.2616,908.0704
0,0.2916,649.10156,869.0304
0,0.2916,643.2696,861.2224
0,0.2916,632.1888,846.3872
1,0.4616,991.05524,1246.3335
1,0.4616,976.284,1227.7576
1,0.4616,967.9752,1217.3085
1,0.4616,879.80963,1106.433
1,0.4616,485.1416,610.1055
0,0.2916,162.42119,217.45279
0,0.2916,139.3848,186.61119
0,0.2916,132.09479,176.8512
0,0.2916,130.92839,175.2896
0,0.2916,130.05359,174.1184
0,0.2916,125.97119,168.6528
0,0.2916,116.3484,155.76959
0,0.2916,143.1756,191.6864
0,0.2916,184.2912,246.73279
0,0.2916,280.8108,375.9552
0,0.2916,358.668,480.192
0,0.2916,498.92758,667.97437
0,0.2916,659.016,882.30396
0,0.2916,684.09357,915.87836
0,0.2916,682.344,913.536
0,0.2916,686.13477,918.6112
0,0.2916,693.1332,927.9808
0,0.2916,696.92395,933.05597
0,0.2916,694.008,929.152
1,0.4616,1065.8345,1340.3745
1,0.4616,1049.6785,1320.057
1,0.4616,1038.1384,1305.5446
1,0.4616,951.3576,1196.4105
1,0.4616,503.144,632.745
0,0.2916,162.42119,217.45279
0,0.2916,147.258,197.152
0,0.2916,142.3008,190.5152
0,0.2916,143.4672,192.0768
0,0.2916,144.342,193.248
0,0.2916,139.0932,186.2208
0,0.2916,131.80319,176.4608
0,0.2916,160.37999,214.72
0,0.2916,215.49239,288.50558
0,0.2916,317.5524,425.1456
0,0.2916,366.5412,490.7328
0,0.2916,496.01157,664.0704
0,0.2916,657.26636,879.9616
0,0.2916,675.3456,904.1664
0,0.2916,670.0968,897.13916
0,0.2916,673.3044,901.4336
0,0.2916,682.9272,914.3168
0,0.2916,686.13477,918.6112
0,0.2916,676.51196,905.72797
1,0.4616,1022.90564,1286.3881
1,0.4616,1022.44403,1285.8075
1,0.4616,979.9768,1232.4015
1,0.4616,875.1936,1100.628
1,0.4616,505.9136,636.228
0,0.2916,166.21199,222.528
0,0.2916,146.0916,195.5904
0,0.2916,139.0932,186.2208
0,0.2916,135.3024,181.1456
0,0.2916,131.80319,176.4608
0,0.2916,132.09479,176.8512
0,0.2916,123.0552,164.7488
0,0.2916,147.258,197.152
0,0.2916,173.502,232.288
0,0.2916,270.3132,361.9008
0,0.2916,301.51437,403.67358
0,0.2916,426.61078,571.1552
0,0.2916,582.03357,779.2384
0,0.2916,591.0732,791.34076
0,0.2916,589.032,788.608
0,0.2916,589.32355,788.9984
0,0.2916,605.3616,810.4704
0,0.2916,626.0652,838.1888
0,0.2916,629.27277,842.48315
1,0.4616,985.0544,1238.787
1,0.4616,976.284,1227.7576
1,0.4616,968.89844,1218.4695
1,0.4616,893.196,1123.2675
1,0.4616,490.2192,616.491
0,0.2916,167.37839,224.0896
0,0.2916,144.342,193.248
0,0.2916,137.052,183.48799
0,0.2916,141.1344,188.9536
0,0.2916,137.3436,183.8784
0,0.2916,134.136,179.584
0,0.2916,127.137596,170.2144
0,0.2916,151.9236,203.39839
0,0.2916,206.45279,276.4032
0,0.2916,290.142,388.448
0,0.2916,362.4588,485.26718
0,0.2916,521.964,698.816
0,0.2916,687.0096,919.7824
0,0.2916,694.29956,929.54236
0,0.2916,687.30115,920.1728
0,0.2916,684.9684,917.04956
0,0.2916,683.21875,914.70715
0,0.2916,682.05237,913.14557
0,0.2916,659.89075,883.47516
1,0.4616,1039.9849,1307.8665
1,0.4616,1020.5976,1283.4855
1,0.4616,1003.98004,1262.5875
1,0.4616,907.044,1140.6825
1,0.4616,513.7608,646.0965
0,0.2916,165.33719,221.3568
0,0.2916,146.3832,195.98079
0,0.2916,137.3436,183.8784
0,0.2916,140.5512,188.17279
0,0.2916,143.4672,192.0768
0,0.2916,137.92679,184.6592
0,0.2916,127.137596,170.2144
0,0.2916,160.0884,214.32959
0,0.2916,227.15639,304.12158
0,0.2916,281.39398,376.736
0,0.2916,349.6284,468.0896
0,0.2916,506.80078,678.5152
0,0.2916,665.1396,890.5024
0,0.2916,665.1396,890.5024
0,0.2916,663.97314,888.9408
0,0.2916,663.0984,887.7696
0,0.2916,656.9748,879.57117
0,0.2916,642.10315,859.66077
0,0.2916,641.2284,858.48956
1,0.4616,1016.44324,1278.261
1,0.4616,1003.98004,1262.5875
1,0.4616,996.1328,1252.719
1,0.4616,953.20404,1198.7325
1,0.4616,558.0744,701.8245
0,0.2916,163.29599,218.624
0,0.2916,150.174,201.056
0,0.2916,142.3008,190.5152
0,0.2916,141.1344,188.9536
0,0.2916,139.3848,186.61119
0,0.2916,134.136,179.584
0,0.2916,125.97119,168.6528
0,0.2916,136.1772,182.3168
0,0.2916,187.2072,250.6368
0,0.2916,289.26718,387.2768
0,0.2916,336.79797,450.912
0,0.2916,461.0196,617.2224
0,0.2916,603.02875,807.34717
0,0.2916,628.9812,842.0928
0,0.2916,620.8164,831.16156
0,0.2916,632.1888,846.3872
0,0.2916,651.14276,871.7632
0,0.2916,645.894,864.73596
0,0.2916,634.23,849.12
1,0.4616,974.89923,1226.016
1,0.4616,976.7456,1228.338
1,0.4616,970.7448,1220.7915
1,0.4616,884.4256,1112.238
1,0.4616,505.9136,636.228
0,0.2916,171.4608,229.55519
0,0.2916,150.46559,201.4464
0,0.2916,142.3008,190.5152
0,0.2916,140.2596,187.7824
0,0.2916,139.96799,187.392
0,0.2916,140.2596,187.7824
0,0.2916,131.80319,176.4608
0,0.2916,143.1756,191.6864
0,0.2916,159.2136,213.1584
0,0.2916,216.6588,290.0672
0,0.2916,313.17838,419.28958
0,0.2916,472.6836,632.8384
0,0.2916,638.02075,854.1952
0,0.2916,659.016,882.30396
0,0.2916,643.8528,862.0032
0,0.2916,624.8988,836.6272
0,0.2916,618.19196,827.648
0,0.2916,609.1524,815.5456
0,0.2916,609.1524,815.5456
1,0.4616,987.3624,1241.6896
1,0.4616,986.4392,1240.5286
1,0.4616,957.82,1204.5375
1,0.4616,857.65283,1078.569
1,0.4616,448.2136,563.6655
0,0.2916,159.2136,213.1584
0,0.2916,142.59239,190.9056
0,0.2916,131.22,175.68
0,0.2916,124.804794,167.0912
0,0.2916,124.804794,167.0912
0,0.2916,124.804794,167.0912
0,0.2916,119.2644,159.6736
0,0.2916,133.2612,178.4128
0,0.2916,198.288,265.472
0,0.2916,257.1912,344.3328
0,0.2916,347.87878,465.7472
0,0.2916,505.926,677.344
0,0.2916,683.21875,914.70715
0,0.2916,702.1728,940.0832
0,0.2916,664.2648,889.3312
0,0.2916,659.016,882.30396
0,0.2916,681.4692,912.3648
0,0.2916,656.1,878.39996
0,0.2916,635.1048,850.2912
1,0.4616,949.97284,1194.6691
1,0.4616,945.3568,1188.864
1,0.4616,903.8128,1136.619
1,0.4616,835.49603,1050.705
1,0.4616,451.4448,567.729
0,0.2916,157.7556,211.20639
0,0.2916,137.052,183.48799
0,0.2916,129.1788,172.94719
0,0.2916,129.1788,172.94719
0,0.2916,128.01239,171.38559
0,0.2916,127.137596,170.2144
0,0.2916,120.1392,160.8448
0,0.2916,149.0076,199.4944
0,0.2916,201.49559,269.7664
0,0.2916,295.39078,395.4752
0,0.2916,373.83118,500.4928
0,0.2916,507.9672,680.0768
0,0.2916,657.26636,879.9616
0,0.2916,684.3852,916.2688
0,0.2916,683.5104,915.0976
0,0.2916,689.34235,922.9056
0,0.2916,706.2552,945.54877
0,0.2916,705.3804,944.37756
0,0.2916,696.0492,931.88477
1,0.4616,1056.1409,1328.184
1,0.4616,1037.2152,1304.3835
1,0.4616,1009.98083,1270.134
1,0.4616,910.2752,1144.746
1,0.4616,515.1456,647.838
0,0.2916,179.6256,240.48639
0,0.2916,152.50679,204.1792
0,0.2916,145.2168,194.41919
0,0.2916,138.2184,185.04959
0,0.2916,137.052,183.48799
0,0.2916,139.3848,186.61119
0,0.2916,131.80319,176.4608
0,0.2916,156.29759,209.2544
0,0.2916,226.28159,302.9504
0,0.2916,345.2544,462.23358
0,0.2916,399.7836,535.2384
0,0.2916,533.33636,714.04156
0,0.2916,699.2568,936.1792
0,0.2916,705.08875,943.9872
0,0.2916,705.3804,944.37756
0,0.2916,717.336,960.384
0,0.2916,688.17596,921.344
0,0.2916,637.146,853.024
0,0.2916,612.06836,819.4496
1,0.4616,957.82,1204.5375
1,0.4616,921.35364,1158.678
1,0.4616,927.35443,1166.2245
1,0.4616,817.9552,1028.646
1,0.4616,473.14,595.0125
0,0.2916,164.17079,219.7952
0,0.2916,145.50839,194.8096
0,0.2916,141.1344,188.9536
0,0.2916,138.2184,185.04959
0,0.2916,135.3024,181.1456
0,0.2916,130.92839,175.2896
0,0.2916,123.92999,165.92
0,0.2916,141.426,189.344
0,0.2916,195.372,261.568
0,0.2916,302.3892,404.8448
0,0.2916,357.79318,479.02078
0,0.2916,504.75958,675.7824
0,0.2916,628.1064,840.9216
0,0.2916,635.97955,851.4624
0,0.2916,628.1064,840.9216
0,0.2916,625.19037,837.0176
0,0.2916,626.94,839.36
0,0.2916,626.94,839.36
0,0.2916,620.8164,831.16156
1,0.4616,979.5152,1231.821
1,0.4616,976.7456,1228.338
1,0.4616,954.1272,1199.8936
1,0.4616,875.1936,1100.628
1,0.4616,481.9104,606.042
0,0.2916,158.33879,211.9872
0,0.2916,137.3436,183.8784
0,0.2916,128.01239,171.38559
0,0.2916,130.05359,174.1184
0,0.2916,128.01239,171.38559
0,0.2916,120.1392,160.8448
0,0.2916,113.14079,151.4752
0,0.2916,134.136,179.584
0,0.2916,184.2912,246.73279
0,0.2916,273.52078,366.1952
0,0.2916,367.70758,492.2944
0,0.2916,521.0892,697.6448
0,0.2916,637.146,853.024
0,0.2916,649.9764,870.2016
0,0.2916,682.9272,914.3168
0,0.2916,694.29956,929.54236
0,0.2916,699.2568,936.1792
0,0.2916,695.1744,930.71356
0,0.2916,690.21716,924.0768
1,0.4616,1080.144,1358.37
1,0.4616,1063.5264,1337.472
1,0.4616,1042.7544,1311.3495
1,0.4616,959.6664,1206.8595
1,0.4616,533.148,670.4775
0,0.2916,167.08679,223.69919
0,0.2916,149.59079,200.27519
0,0.2916,137.3436,183.8784
0,0.2916,134.136,179.584
0,0.2916,137.3436,183.8784
0,0.2916,136.4688,182.7072
0,0.2916,128.304,171.776
0,0.2916,141.1344,188.9536
0,0.2916,238.2372,318.9568
0,0.2916,301.51437,403.67358
0,0.2916,359.5428,481.3632
0,0.2916,552.8736,740.19836
0,0.2916,694.5912,929.9328
0,0.2916,711.2124,952.1856
0,0.2916,724.0428,969.36316
0,0.2916,727.25037,973.6576
0,0.2916,727.542,974.048
0,0.2916,724.0428,969.36316
0,0.2916,715.0032,957.2608
1,0.4616,1093.9921,1375.785
1,0.4616,1076.9128,1354.3065
1,0.4616,1045.0624,1314.2521
1,0.4616,956.43524,1202.796
1,0.4616,540.5336,679.7655
0,0.2916,154.54799,206.912
0,0.2916,130.05359,174.1184
0,0.2916,120.1392,160.8448
0,0.2916,117.51479,157.33119
0,0.2916,116.3484,155.76959
0,0.2916,118.389595,158.5024
0,0.2916,111.3912,149.1328
0,0.2916,122.1804,163.57759
0,0.2916,145.50839,194.8096
0,0.2916,218.11679,292.0192
0,0.2916,329.7996,441.5424
0,0.2916,493.67877,660.9472
0,0.2916,669.51355,896.3584
0,0.2916,687.30115,920.1728
0,0.2916,688.17596,921.344
0,0.2916,694.008,929.152
0,0.2916,696.34076,932.2752
0,0.2916,636.8544,852.6336
0,0.2916,675.3456,904.1664
1,0.4616,1070.4504,1346.1796
1,0.4616,1050.14,1320.6376
1,0.4616,1019.2128,1281.744
1,0.4616,919.9688,1156.9365
1,0.4616,442.2128,556.119
0,0.2916,146.3832,195.98079
0,0.2916,126.262794,169.0432
0,0.2916,117.51479,157.33119
0,0.2916,116.64,156.16
0,0.2916,117.51479,157.33119
0,0.2916,116.3484,155.76959
0,0.2916,108.18359,144.8384
0,0.2916,133.2612,178.4128
0,0.2916,185.4576,248.29439
0,0.2916,259.2324,347.06558
0,0.2916,377.62198,505.568
0,0.2916,566.2872,758.1568
0,0.2916,731.33276,979.12317
0,0.2916,745.9128,998.6432
0,0.2916,752.0364,1006.84155
0,0.2916,718.5024,961.94556
0,0.2916,694.88275,930.3232
0,0.2916,675.3456,904.1664
0,0.2916,657.26636,879.9616
1,0.4616,1011.3656,1271.8755
1,0.4616,1003.98004,1262.5875
1,0.4616,996.1328,1252.719
1,0.4616,926.4312,1165.0635
1,0.4616,485.1416,610.1055
0,0.2916,148.1328,198.3232
0,0.2916,124.804794,167.0912
0,0.2916,116.64,156.16
0,0.2916,117.51479,157.33119
0,0.2916,117.51479,157.33119
0,0.2916,117.2232,156.9408
0,0.2916,110.22479,147.5712
0,0.2916,137.052,183.48799
0,0.2916,225.40678,301.7792
0,0.2916,287.22598,384.544
0,0.2916,373.53958,500.1024
0,0.2916,521.67236,698.4256
0,0.2916,661.93195,886.208
0,0.2916,666.0144,891.6736
0,0.2916,661.0572,885.0368
0,0.2916,673.3044,901.4336
0,0.2916,679.13635,909.2416
0,0.2916,667.1808,893.23517
0,0.2916,672.138,899.872
1,0.4616,1067.2192,1342.116
1,0.4616,1047.832,1317.735
1,0.4616,1021.0592,1284.066
1,0.4616,927.35443,1166.2245
1,0.4616,534.0712,671.6385
0,0.2916,176.12639,235.80159
0,0.2916,143.1756,191.6864
0,0.2916,132.96959,178.0224
0,0.2916,130.05359,174.1184
0,0.2916,123.6384,165.5296
0,0.2916,122.763596,164.3584
