datetime,mall_demand_kwh,mall_co2_indirect_kg,is_hora_punta,tarifa_soles_kwh,mall_cost_soles
2024-01-01 00:00:00,487,220.1727,0,0.3,146.1
2024-01-01 01:00:00,646,292.0566,0,0.3,193.79999999999998
2024-01-01 02:00:00,636,287.5356,0,0.3,190.79999999999998
2024-01-01 03:00:00,625,282.5625,0,0.3,187.5
2024-01-01 04:00:00,622,281.2062,0,0.3,186.6
2024-01-01 05:00:00,608,274.8768,0,0.3,182.4
2024-01-01 06:00:00,619,279.8499,0,0.3,185.7
2024-01-01 07:00:00,652,294.7692,0,0.3,195.6
2024-01-01 08:00:00,665,300.6465,0,0.3,199.5
2024-01-01 09:00:00,683,308.7843,0,0.3,204.9
2024-01-01 10:00:00,708,320.0868,0,0.3,212.4
2024-01-01 11:00:00,711,321.4431,0,0.3,213.29999999999998
2024-01-01 12:00:00,914,413.2194,0,0.3,274.2
2024-01-01 13:00:00,1003,453.4563,0,0.3,300.9
2024-01-01 14:00:00,1017,459.7857,0,0.3,305.09999999999997
2024-01-01 15:00:00,1037,468.8277,0,0.3,311.09999999999997
2024-01-01 16:00:00,1027,464.3067,0,0.3,308.09999999999997
2024-01-01 17:00:00,1020,461.142,0,0.3,306.0
2024-01-01 18:00:00,1058,478.3218,1,0.5,529.0
2024-01-01 19:00:00,1071,484.1991,1,0.5,535.5
2024-01-01 20:00:00,1054,476.5134,1,0.5,527.0
2024-01-01 21:00:00,1009,456.1689,1,0.5,504.5
2024-01-01 22:00:00,911,411.8631,1,0.5,455.5
2024-01-01 23:00:00,738,333.6498,0,0.3,221.4
2024-01-02 00:00:00,659,297.9339,0,0.3,197.7
2024-01-02 01:00:00,604,273.0684,0,0.3,181.2
2024-01-02 02:00:00,567,256.3407,0,0.3,170.1
2024-01-02 03:00:00,577,260.8617,0,0.3,173.1
2024-01-02 04:00:00,588,265.8348,0,0.3,176.4
2024-01-02 05:00:00,567,256.3407,0,0.3,170.1
2024-01-02 06:00:00,684,309.2364,0,0.3,205.2
2024-01-02 07:00:00,800,361.68,0,0.3,240.0
2024-01-02 08:00:00,1168,528.0528,0,0.3,350.4
2024-01-02 09:00:00,1412,638.3652,0,0.3,423.59999999999997
2024-01-02 10:00:00,2028,916.8588,0,0.3,608.4
2024-01-02 11:00:00,2459,1111.7139,0,0.3,737.6999999999999
2024-01-02 12:00:00,2514,1136.5794,0,0.3,754.1999999999999
2024-01-02 13:00:00,2546,1151.0466,0,0.3,763.8
2024-01-02 14:00:00,2573,1163.2533,0,0.3,771.9
2024-01-02 15:00:00,2565,1159.6365,0,0.3,769.5
2024-01-02 16:00:00,2583,1167.7743,0,0.3,774.9
2024-01-02 17:00:00,2559,1156.9239,0,0.3,767.6999999999999
2024-01-02 18:00:00,2445,1105.3845000000001,1,0.5,1222.5
2024-01-02 19:00:00,2386,1078.7106,1,0.5,1193.0
2024-01-02 20:00:00,2288,1034.4048,1,0.5,1144.0
2024-01-02 21:00:00,2089,944.4369,1,0.5,1044.5
2024-01-02 22:00:00,1216,549.7536,1,0.5,608.0
2024-01-02 23:00:00,731,330.4851,0,0.3,219.29999999999998
2024-01-03 00:00:00,659,297.9339,0,0.3,197.7
2024-01-03 01:00:00,594,268.5474,0,0.3,178.2
2024-01-03 02:00:00,605,273.5205,0,0.3,181.5
2024-01-03 03:00:00,553,250.0113,0,0.3,165.9
2024-01-03 04:00:00,563,254.5323,0,0.3,168.9
2024-01-03 05:00:00,536,242.3256,0,0.3,160.79999999999998
2024-01-03 06:00:00,622,281.2062,0,0.3,186.6
2024-01-03 07:00:00,757,342.2397,0,0.3,227.1
2024-01-03 08:00:00,1110,501.831,0,0.3,333.0
2024-01-03 09:00:00,1258,568.7418,0,0.3,377.4
2024-01-03 10:00:00,1903,860.3463,0,0.3,570.9
2024-01-03 11:00:00,2360,1066.956,0,0.3,708.0
2024-01-03 12:00:00,2466,1114.8786,0,0.3,739.8
2024-01-03 13:00:00,2404,1086.8484,0,0.3,721.1999999999999
2024-01-03 14:00:00,2388,1079.6148,0,0.3,716.4
2024-01-03 15:00:00,2446,1105.8366,0,0.3,733.8
2024-01-03 16:00:00,2315,1046.6115,0,0.3,694.5
2024-01-03 17:00:00,2267,1024.9107,0,0.3,680.1
2024-01-03 18:00:00,2254,1019.0334,1,0.5,1127.0
2024-01-03 19:00:00,2215,1001.4015,1,0.5,1107.5
2024-01-03 20:00:00,2158,975.6318,1,0.5,1079.0
2024-01-03 21:00:00,1993,901.0353,1,0.5,996.5
2024-01-03 22:00:00,1213,548.3973,1,0.5,606.5
2024-01-03 23:00:00,733,331.3893,0,0.3,219.9
2024-01-04 00:00:00,642,290.2482,0,0.3,192.6
2024-01-04 01:00:00,609,275.3289,0,0.3,182.7
2024-01-04 02:00:00,616,278.4936,0,0.3,184.79999999999998
2024-01-04 03:00:00,598,270.3558,0,0.3,179.4
2024-01-04 04:00:00,584,264.0264,0,0.3,175.2
2024-01-04 05:00:00,533,240.9693,0,0.3,159.9
2024-01-04 06:00:00,646,292.0566,0,0.3,193.79999999999998
2024-01-04 07:00:00,738,333.6498,0,0.3,221.4
2024-01-04 08:00:00,947,428.13870000000003,0,0.3,284.09999999999997
2024-01-04 09:00:00,1251,565.5771,0,0.3,375.3
2024-01-04 10:00:00,1983,896.5143,0,0.3,594.9
2024-01-04 11:00:00,2439,1102.6719,0,0.3,731.6999999999999
2024-01-04 12:00:00,2428,1097.6988,0,0.3,728.4
2024-01-04 13:00:00,2419,1093.6299,0,0.3,725.6999999999999
2024-01-04 14:00:00,2556,1155.5676,0,0.3,766.8
2024-01-04 15:00:00,2508,1133.8668,0,0.3,752.4
2024-01-04 16:00:00,2402,1085.9442,0,0.3,720.6
2024-01-04 17:00:00,2336,1056.1056,0,0.3,700.8
2024-01-04 18:00:00,2278,1029.8838,1,0.5,1139.0
2024-01-04 19:00:00,2189,989.6469,1,0.5,1094.5
2024-01-04 20:00:00,2170,981.057,1,0.5,1085.0
2024-01-04 21:00:00,2038,921.3798,1,0.5,1019.0
2024-01-04 22:00:00,1205,544.7805,1,0.5,602.5
2024-01-04 23:00:00,729,329.5809,0,0.3,218.7
2024-01-05 00:00:00,649,293.4129,0,0.3,194.7
2024-01-05 01:00:00,608,274.8768,0,0.3,182.4
2024-01-05 02:00:00,595,268.9995,0,0.3,178.5
2024-01-05 03:00:00,584,264.0264,0,0.3,175.2
2024-01-05 04:00:00,574,259.5054,0,0.3,172.2
2024-01-05 05:00:00,536,242.3256,0,0.3,160.79999999999998
2024-01-05 06:00:00,615,278.0415,0,0.3,184.5
2024-01-05 07:00:00,666,301.0986,0,0.3,199.79999999999998
2024-01-05 08:00:00,900,406.89,0,0.3,270.0
2024-01-05 09:00:00,1192,538.9032,0,0.3,357.59999999999997
2024-01-05 10:00:00,1735,784.3935,0,0.3,520.5
2024-01-05 11:00:00,2133,964.3293,0,0.3,639.9
2024-01-05 12:00:00,2195,992.3595,0,0.3,658.5
2024-01-05 13:00:00,2277,1029.4317,0,0.3,683.1
2024-01-05 14:00:00,2329,1052.9409,0,0.3,698.6999999999999
2024-01-05 15:00:00,2391,1080.9711,0,0.3,717.3
2024-01-05 16:00:00,2381,1076.4501,0,0.3,714.3
2024-01-05 17:00:00,2330,1053.393,0,0.3,699.0
2024-01-05 18:00:00,2306,1042.5426,1,0.5,1153.0
2024-01-05 19:00:00,2274,1028.0754,1,0.5,1137.0
2024-01-05 20:00:00,2229,1007.7309,1,0.5,1114.5
2024-01-05 21:00:00,2071,936.2991,1,0.5,1035.5
2024-01-05 22:00:00,1193,539.3553,1,0.5,596.5
2024-01-05 23:00:00,628,283.9188,0,0.3,188.4
2024-01-06 00:00:00,563,254.5323,0,0.3,168.9
2024-01-06 01:00:00,573,259.0533,0,0.3,171.9
2024-01-06 02:00:00,570,257.697,0,0.3,171.0
2024-01-06 03:00:00,556,251.3676,0,0.3,166.79999999999998
2024-01-06 04:00:00,539,243.6819,0,0.3,161.7
2024-01-06 05:00:00,526,237.8046,0,0.3,157.79999999999998
2024-01-06 06:00:00,557,251.8197,0,0.3,167.1
2024-01-06 07:00:00,650,293.865,0,0.3,195.0
2024-01-06 08:00:00,899,406.4379,0,0.3,269.7
2024-01-06 09:00:00,1164,526.2444,0,0.3,349.2
2024-01-06 10:00:00,1827,825.9867,0,0.3,548.1
2024-01-06 11:00:00,2291,1035.7611,0,0.3,687.3
2024-01-06 12:00:00,2398,1084.1358,0,0.3,719.4
2024-01-06 13:00:00,2380,1075.998,0,0.3,714.0
2024-01-06 14:00:00,2422,1094.9862,0,0.3,726.6
2024-01-06 15:00:00,2469,1116.2349,0,0.3,740.6999999999999
2024-01-06 16:00:00,2459,1111.7139,0,0.3,737.6999999999999
2024-01-06 17:00:00,2442,1104.0282,0,0.3,732.6
2024-01-06 18:00:00,2391,1080.9711,1,0.5,1195.5
2024-01-06 19:00:00,2302,1040.7342,1,0.5,1151.0
2024-01-06 20:00:00,2274,1028.0754,1,0.5,1137.0
2024-01-06 21:00:00,2100,949.41,1,0.5,1050.0
2024-01-06 22:00:00,1265,571.9065,1,0.5,632.5
2024-01-06 23:00:00,769,347.6649,0,0.3,230.7
2024-01-07 00:00:00,642,290.2482,0,0.3,192.6
2024-01-07 01:00:00,583,263.5743,0,0.3,174.9
2024-01-07 02:00:00,585,264.4785,0,0.3,175.5
2024-01-07 03:00:00,573,259.0533,0,0.3,171.9
2024-01-07 04:00:00,577,260.8617,0,0.3,173.1
2024-01-07 05:00:00,543,245.4903,0,0.3,162.9
2024-01-07 06:00:00,570,257.697,0,0.3,171.0
2024-01-07 07:00:00,614,277.5894,0,0.3,184.2
2024-01-07 08:00:00,756,341.7876,0,0.3,226.79999999999998
2024-01-07 09:00:00,1189,537.5469,0,0.3,356.7
2024-01-07 10:00:00,1996,902.3916,0,0.3,598.8
2024-01-07 11:00:00,2484,1123.0164,0,0.3,745.1999999999999
2024-01-07 12:00:00,2465,1114.4265,0,0.3,739.5
2024-01-07 13:00:00,2486,1123.9206,0,0.3,745.8
2024-01-07 14:00:00,2268,1025.3628,0,0.3,680.4
2024-01-07 15:00:00,2215,1001.4015,0,0.3,664.5
2024-01-07 16:00:00,2174,982.8654,0,0.3,652.1999999999999
2024-01-07 17:00:00,2132,963.8772,0,0.3,639.6
2024-01-07 18:00:00,2137,966.1377,1,0.5,1068.5
2024-01-07 19:00:00,2137,966.1377,1,0.5,1068.5
2024-01-07 20:00:00,2048,925.9008,1,0.5,1024.0
2024-01-07 21:00:00,1896,857.1816,1,0.5,948.0
2024-01-07 22:00:00,1047,473.3487,1,0.5,523.5
2024-01-07 23:00:00,676,305.6196,0,0.3,202.79999999999998
2024-01-08 00:00:00,594,268.5474,0,0.3,178.2
2024-01-08 01:00:00,546,246.8466,0,0.3,163.79999999999998
2024-01-08 02:00:00,553,250.0113,0,0.3,165.9
2024-01-08 03:00:00,526,237.8046,0,0.3,157.79999999999998
2024-01-08 04:00:00,525,237.3525,0,0.3,157.5
2024-01-08 05:00:00,502,226.95420000000001,0,0.3,150.6
2024-01-08 06:00:00,577,260.8617,0,0.3,173.1
2024-01-08 07:00:00,753,340.4313,0,0.3,225.9
2024-01-08 08:00:00,1014,458.4294,0,0.3,304.2
2024-01-08 09:00:00,1174,530.7654,0,0.3,352.2
2024-01-08 10:00:00,1783,806.0943,0,0.3,534.9
2024-01-08 11:00:00,2198,993.7158000000001,0,0.3,659.4
2024-01-08 12:00:00,2230,1008.183,0,0.3,669.0
2024-01-08 13:00:00,2243,1014.0603,0,0.3,672.9
2024-01-08 14:00:00,2291,1035.7611,0,0.3,687.3
2024-01-08 15:00:00,2350,1062.435,0,0.3,705.0
2024-01-08 16:00:00,2220,1003.662,0,0.3,666.0
2024-01-08 17:00:00,2109,953.4789,0,0.3,632.6999999999999
2024-01-08 18:00:00,2069,935.3949,1,0.5,1034.5
2024-01-08 19:00:00,2043,923.6403,1,0.5,1021.5
2024-01-08 20:00:00,2000,904.2,1,0.5,1000.0
2024-01-08 21:00:00,1828,826.4388,1,0.5,914.0
2024-01-08 22:00:00,1141,515.8461,1,0.5,570.5
2024-01-08 23:00:00,693,313.3053,0,0.3,207.9
2024-01-09 00:00:00,619,279.8499,0,0.3,185.7
2024-01-09 01:00:00,591,267.1911,0,0.3,177.29999999999998
2024-01-09 02:00:00,591,267.1911,0,0.3,177.29999999999998
2024-01-09 03:00:00,570,257.697,0,0.3,171.0
2024-01-09 04:00:00,546,246.8466,0,0.3,163.79999999999998
2024-01-09 05:00:00,546,246.8466,0,0.3,163.79999999999998
2024-01-09 06:00:00,615,278.0415,0,0.3,184.5
2024-01-09 07:00:00,763,344.9523,0,0.3,228.9
2024-01-09 08:00:00,968,437.6328,0,0.3,290.4
2024-01-09 09:00:00,1069,483.2949,0,0.3,320.7
2024-01-09 10:00:00,1659,750.0339,0,0.3,497.7
2024-01-09 11:00:00,2089,944.4369,0,0.3,626.6999999999999
2024-01-09 12:00:00,2171,981.5091,0,0.3,651.3
2024-01-09 13:00:00,2154,973.8234,0,0.3,646.1999999999999
2024-01-09 14:00:00,2191,990.5511,0,0.3,657.3
2024-01-09 15:00:00,2250,1017.225,0,0.3,675.0
2024-01-09 16:00:00,2256,1019.9376,0,0.3,676.8
2024-01-09 17:00:00,2212,1000.0452,0,0.3,663.6
2024-01-09 18:00:00,2215,1001.4015,1,0.5,1107.5
2024-01-09 19:00:00,2179,985.1259,1,0.5,1089.5
2024-01-09 20:00:00,2154,973.8234,1,0.5,1077.0
2024-01-09 21:00:00,1928,871.6488,1,0.5,964.0
2024-01-09 22:00:00,1136,513.5856,1,0.5,568.0
2024-01-09 23:00:00,694,313.7574,0,0.3,208.2
2024-01-10 00:00:00,622,281.2062,0,0.3,186.6
2024-01-10 01:00:00,512,231.4752,0,0.3,153.6
2024-01-10 02:00:00,471,212.9391,0,0.3,141.29999999999998
2024-01-10 03:00:00,464,209.7744,0,0.3,139.2
2024-01-10 04:00:00,453,204.8013,0,0.3,135.9
2024-01-10 05:00:00,428,193.4988,0,0.3,128.4
2024-01-10 06:00:00,464,209.7744,0,0.3,139.2
2024-01-10 07:00:00,825,372.9825,0,0.3,247.5
2024-01-10 08:00:00,1068,482.8428,0,0.3,320.4
2024-01-10 09:00:00,1233,557.4393,0,0.3,369.9
2024-01-10 10:00:00,1858,840.0018,0,0.3,557.4
2024-01-10 11:00:00,2339,1057.4619,0,0.3,701.6999999999999
2024-01-10 12:00:00,2377,1074.6417,0,0.3,713.1
2024-01-10 13:00:00,2391,1080.9711,0,0.3,717.3
2024-01-10 14:00:00,2394,1082.3274,0,0.3,718.1999999999999
2024-01-10 15:00:00,2347,1061.0787,0,0.3,704.1
2024-01-10 16:00:00,2352,1063.3392,0,0.3,705.6
2024-01-10 17:00:00,2312,1045.2552,0,0.3,693.6
2024-01-10 18:00:00,2250,1017.225,1,0.5,1125.0
2024-01-10 19:00:00,2202,995.5242,1,0.5,1101.0
2024-01-10 20:00:00,2119,957.9999,1,0.5,1059.5
2024-01-10 21:00:00,1838,830.9598,1,0.5,919.0
2024-01-10 22:00:00,1096,495.5016,1,0.5,548.0
2024-01-10 23:00:00,725,327.7725,0,0.3,217.5
2024-01-11 00:00:00,642,290.2482,0,0.3,192.6
2024-01-11 01:00:00,598,270.3558,0,0.3,179.4
2024-01-11 02:00:00,606,273.9726,0,0.3,181.79999999999998
2024-01-11 03:00:00,577,260.8617,0,0.3,173.1
2024-01-11 04:00:00,580,262.218,0,0.3,174.0
2024-01-11 05:00:00,556,251.3676,0,0.3,166.79999999999998
2024-01-11 06:00:00,627,283.4667,0,0.3,188.1
2024-01-11 07:00:00,774,349.9254,0,0.3,232.2
2024-01-11 08:00:00,992,448.4832,0,0.3,297.59999999999997
2024-01-11 09:00:00,1134,512.6814,0,0.3,340.2
2024-01-11 10:00:00,1739,786.2019,0,0.3,521.6999999999999
2024-01-11 11:00:00,2151,972.4671,0,0.3,645.3
2024-01-11 12:00:00,2188,989.1948,0,0.3,656.4
2024-01-11 13:00:00,2215,1001.4015,0,0.3,664.5
2024-01-11 14:00:00,2260,1021.746,0,0.3,678.0
2024-01-11 15:00:00,2313,1045.7073,0,0.3,693.9
2024-01-11 16:00:00,2274,1028.0754,0,0.3,682.1999999999999
2024-01-11 17:00:00,2260,1021.746,0,0.3,678.0
2024-01-11 18:00:00,2254,1019.0334,1,0.5,1127.0
2024-01-11 19:00:00,2232,1009.0872,1,0.5,1116.0
2024-01-11 20:00:00,2191,990.5511,1,0.5,1095.5
2024-01-11 21:00:00,1972,891.5412,1,0.5,986.0
2024-01-11 22:00:00,1103,498.6663,1,0.5,551.5
2024-01-11 23:00:00,708,320.0868,0,0.3,212.4
2024-01-12 00:00:00,622,281.2062,0,0.3,186.6
2024-01-12 01:00:00,588,265.8348,0,0.3,176.4
2024-01-12 02:00:00,594,268.5474,0,0.3,178.2
2024-01-12 03:00:00,584,264.0264,0,0.3,175.2
2024-01-12 04:00:00,561,253.6281,0,0.3,168.29999999999998
2024-01-12 05:00:00,536,242.3256,0,0.3,160.79999999999998
2024-01-12 06:00:00,605,273.5205,0,0.3,181.5
2024-01-12 07:00:00,742,335.4582,0,0.3,222.6
2024-01-12 08:00:00,962,434.9202,0,0.3,288.59999999999997
2024-01-12 09:00:00,1078,487.3638,0,0.3,323.4
2024-01-12 10:00:00,1639,740.9919,0,0.3,491.7
2024-01-12 11:00:00,2002,905.1042,0,0.3,600.6
2024-01-12 12:00:00,2085,942.6285,0,0.3,625.5
2024-01-12 13:00:00,2104,951.2184,0,0.3,631.1999999999999
2024-01-12 14:00:00,2139,967.0419,0,0.3,641.6999999999999
2024-01-12 15:00:00,2209,998.6889,0,0.3,662.6999999999999
2024-01-12 16:00:00,2222,1004.5662,0,0.3,666.6
2024-01-12 17:00:00,2195,992.3595,0,0.3,658.5
2024-01-12 18:00:00,2185,987.8385,1,0.5,1092.5
2024-01-12 19:00:00,2157,975.1797,1,0.5,1078.5
2024-01-12 20:00:00,2144,969.3024,1,0.5,1072.0
2024-01-12 21:00:00,1972,891.5412,1,0.5,986.0
2024-01-12 22:00:00,1175,531.2175,1,0.5,587.5
2024-01-12 23:00:00,711,321.4431,0,0.3,213.29999999999998
2024-01-13 00:00:00,628,283.9188,0,0.3,188.4
2024-01-13 01:00:00,584,264.0264,0,0.3,175.2
2024-01-13 02:00:00,523,236.4483,0,0.3,156.9
2024-01-13 03:00:00,517,233.7357,0,0.3,155.1
2024-01-13 04:00:00,553,250.0113,0,0.3,165.9
2024-01-13 05:00:00,519,234.6399,0,0.3,155.7
2024-01-13 06:00:00,522,235.9962,0,0.3,156.6
2024-01-13 07:00:00,710,320.991,0,0.3,213.0
2024-01-13 08:00:00,1003,453.4563,0,0.3,300.9
2024-01-13 09:00:00,1165,526.6965,0,0.3,349.5
2024-01-13 10:00:00,1829,826.8909,0,0.3,548.6999999999999
2024-01-13 11:00:00,2271,1026.7191,0,0.3,681.3
2024-01-13 12:00:00,2336,1056.1056,0,0.3,700.8
2024-01-13 13:00:00,2333,1054.7493,0,0.3,699.9
2024-01-13 14:00:00,2353,1063.7913,0,0.3,705.9
2024-01-13 15:00:00,2394,1082.3274,0,0.3,718.1999999999999
2024-01-13 16:00:00,2419,1093.6299,0,0.3,725.6999999999999
2024-01-13 17:00:00,2381,1076.4501,0,0.3,714.3
2024-01-13 18:00:00,2302,1040.7342,1,0.5,1151.0
2024-01-13 19:00:00,2209,998.6889,1,0.5,1104.5
2024-01-13 20:00:00,2160,976.5360000000001,1,0.5,1080.0
2024-01-13 21:00:00,1995,901.9395,1,0.5,997.5
2024-01-13 22:00:00,1201,542.9721,1,0.5,600.5
2024-01-13 23:00:00,748,338.1708,0,0.3,224.4
2024-01-14 00:00:00,632,285.7272,0,0.3,189.6
2024-01-14 01:00:00,608,274.8768,0,0.3,182.4
2024-01-14 02:00:00,605,273.5205,0,0.3,181.5
2024-01-14 03:00:00,573,259.0533,0,0.3,171.9
2024-01-14 04:00:00,570,257.697,0,0.3,171.0
2024-01-14 05:00:00,549,248.2029,0,0.3,164.7
2024-01-14 06:00:00,567,256.3407,0,0.3,170.1
2024-01-14 07:00:00,619,279.8499,0,0.3,185.7
2024-01-14 08:00:00,728,329.1288,0,0.3,218.4
2024-01-14 09:00:00,1000,452.1,0,0.3,300.0
2024-01-14 10:00:00,1903,860.3463,0,0.3,570.9
2024-01-14 11:00:00,2409,1089.1089,0,0.3,722.6999999999999
2024-01-14 12:00:00,2442,1104.0282,0,0.3,732.6
2024-01-14 13:00:00,2406,1087.7526,0,0.3,721.8
2024-01-14 14:00:00,2411,1090.0131,0,0.3,723.3
2024-01-14 15:00:00,2374,1073.2854,0,0.3,712.1999999999999
2024-01-14 16:00:00,2353,1063.7913,0,0.3,705.9
2024-01-14 17:00:00,2309,1043.8989,0,0.3,692.6999999999999
2024-01-14 18:00:00,2295,1037.5695,1,0.5,1147.5
2024-01-14 19:00:00,2288,1034.4048,1,0.5,1144.0
2024-01-14 20:00:00,2226,1006.3746,1,0.5,1113.0
2024-01-14 21:00:00,1996,902.3916,1,0.5,998.0
2024-01-14 22:00:00,1168,528.0528,1,0.5,584.0
2024-01-14 23:00:00,721,325.9641,0,0.3,216.29999999999998
2024-01-15 00:00:00,632,285.7272,0,0.3,189.6
2024-01-15 01:00:00,598,270.3558,0,0.3,179.4
2024-01-15 02:00:00,609,275.3289,0,0.3,182.7
2024-01-15 03:00:00,605,273.5205,0,0.3,181.5
2024-01-15 04:00:00,587,265.3827,0,0.3,176.1
2024-01-15 05:00:00,562,254.0802,0,0.3,168.6
2024-01-15 06:00:00,663,299.7423,0,0.3,198.9
2024-01-15 07:00:00,725,327.7725,0,0.3,217.5
2024-01-15 08:00:00,970,438.537,0,0.3,291.0
2024-01-15 09:00:00,1226,554.2746,0,0.3,367.8
2024-01-15 10:00:00,1879,849.4959,0,0.3,563.6999999999999
2024-01-15 11:00:00,2392,1081.4232,0,0.3,717.6
2024-01-15 12:00:00,2411,1090.0131,0,0.3,723.3
2024-01-15 13:00:00,2449,1107.1929,0,0.3,734.6999999999999
2024-01-15 14:00:00,2442,1104.0282,0,0.3,732.6
2024-01-15 15:00:00,2410,1089.561,0,0.3,723.0
2024-01-15 16:00:00,2349,1061.9829,0,0.3,704.6999999999999
2024-01-15 17:00:00,2309,1043.8989,0,0.3,692.6999999999999
2024-01-15 18:00:00,2268,1025.3628,1,0.5,1134.0
2024-01-15 19:00:00,2267,1024.9107,1,0.5,1133.5
2024-01-15 20:00:00,2195,992.3595,1,0.5,1097.5
2024-01-15 21:00:00,1979,894.7059,1,0.5,989.5
2024-01-15 22:00:00,1192,538.9032,1,0.5,596.0
2024-01-15 23:00:00,741,335.0061,0,0.3,222.29999999999998
2024-01-16 00:00:00,670,302.907,0,0.3,201.0
2024-01-16 01:00:00,604,273.0684,0,0.3,181.2
2024-01-16 02:00:00,608,274.8768,0,0.3,182.4
2024-01-16 03:00:00,616,278.4936,0,0.3,184.79999999999998
2024-01-16 04:00:00,581,262.6701,0,0.3,174.29999999999998
2024-01-16 05:00:00,567,256.3407,0,0.3,170.1
2024-01-16 06:00:00,649,293.4129,0,0.3,194.7
2024-01-16 07:00:00,807,364.8447,0,0.3,242.1
2024-01-16 08:00:00,1040,470.184,0,0.3,312.0
2024-01-16 09:00:00,1112,502.7352,0,0.3,333.59999999999997
2024-01-16 10:00:00,1738,785.7498,0,0.3,521.4
2024-01-16 11:00:00,2229,1007.7309,0,0.3,668.6999999999999
2024-01-16 12:00:00,2274,1028.0754,0,0.3,682.1999999999999
2024-01-16 13:00:00,2302,1040.7342,0,0.3,690.6
2024-01-16 14:00:00,2233,1009.5393,0,0.3,669.9
2024-01-16 15:00:00,2099,948.9579,0,0.3,629.6999999999999
2024-01-16 16:00:00,2054,928.6134,0,0.3,616.1999999999999
2024-01-16 17:00:00,2034,919.5714,0,0.3,610.1999999999999
2024-01-16 18:00:00,2020,913.242,1,0.5,1010.0
2024-01-16 19:00:00,2040,922.284,1,0.5,1020.0
2024-01-16 20:00:00,2064,933.1344,1,0.5,1032.0
2024-01-16 21:00:00,1854,838.1934,1,0.5,927.0
2024-01-16 22:00:00,1140,515.394,1,0.5,570.0
2024-01-16 23:00:00,738,333.6498,0,0.3,221.4
2024-01-17 00:00:00,649,293.4129,0,0.3,194.7
2024-01-17 01:00:00,639,288.8919,0,0.3,191.7
2024-01-17 02:00:00,632,285.7272,0,0.3,189.6
2024-01-17 03:00:00,619,279.8499,0,0.3,185.7
2024-01-17 04:00:00,612,276.6852,0,0.3,183.6
2024-01-17 05:00:00,605,273.5205,0,0.3,181.5
2024-01-17 06:00:00,670,302.907,0,0.3,201.0
2024-01-17 07:00:00,705,318.7305,0,0.3,211.5
2024-01-17 08:00:00,920,415.932,0,0.3,276.0
2024-01-17 09:00:00,1103,498.6663,0,0.3,330.9
2024-01-17 10:00:00,1587,717.4827,0,0.3,476.09999999999997
2024-01-17 11:00:00,1889,854.0169,0,0.3,566.6999999999999
2024-01-17 12:00:00,1909,863.0589,0,0.3,572.6999999999999
2024-01-17 13:00:00,1889,854.0169,0,0.3,566.6999999999999
2024-01-17 14:00:00,1916,866.2236,0,0.3,574.8
2024-01-17 15:00:00,1968,889.7328,0,0.3,590.4
2024-01-17 16:00:00,2002,905.1042,0,0.3,600.6
2024-01-17 17:00:00,1971,891.0891,0,0.3,591.3
2024-01-17 18:00:00,1913,864.8673,1,0.5,956.5
2024-01-17 19:00:00,1913,864.8673,1,0.5,956.5
2024-01-17 20:00:00,1875,847.6875,1,0.5,937.5
2024-01-17 21:00:00,1718,776.7078,1,0.5,859.0
2024-01-17 22:00:00,1075,486.0075,1,0.5,537.5
2024-01-17 23:00:00,673,304.2633,0,0.3,201.9
2024-01-18 00:00:00,563,254.5323,0,0.3,168.9
2024-01-18 01:00:00,542,245.0382,0,0.3,162.6
2024-01-18 02:00:00,529,239.1609,0,0.3,158.7
2024-01-18 03:00:00,506,228.7626,0,0.3,151.79999999999998
2024-01-18 04:00:00,546,246.8466,0,0.3,163.79999999999998
2024-01-18 05:00:00,535,241.8735,0,0.3,160.5
2024-01-18 06:00:00,560,253.176,0,0.3,168.0
2024-01-18 07:00:00,649,293.4129,0,0.3,194.7
2024-01-18 08:00:00,975,440.7975,0,0.3,292.5
2024-01-18 09:00:00,1137,514.0377,0,0.3,341.09999999999997
2024-01-18 10:00:00,1711,773.5431,0,0.3,513.3
2024-01-18 11:00:00,2132,963.8772,0,0.3,639.6
2024-01-18 12:00:00,2202,995.5242,0,0.3,660.6
2024-01-18 13:00:00,2202,995.5242,0,0.3,660.6
2024-01-18 14:00:00,2144,969.3024,0,0.3,643.1999999999999
2024-01-18 15:00:00,2164,978.3444,0,0.3,649.1999999999999
2024-01-18 16:00:00,2019,912.7899,0,0.3,605.6999999999999
2024-01-18 17:00:00,1937,875.7177,0,0.3,581.1
2024-01-18 18:00:00,1914,865.3194,1,0.5,957.0
2024-01-18 19:00:00,1926,870.7446,1,0.5,963.0
2024-01-18 20:00:00,1858,840.0018,1,0.5,929.0
2024-01-18 21:00:00,1742,787.5582,1,0.5,871.0
2024-01-18 22:00:00,1041,470.6361,1,0.5,520.5
2024-01-18 23:00:00,669,302.4549,0,0.3,200.7
2024-01-19 00:00:00,576,260.4096,0,0.3,172.79999999999998
2024-01-19 01:00:00,564,254.9844,0,0.3,169.2
2024-01-19 02:00:00,553,250.0113,0,0.3,165.9
2024-01-19 03:00:00,539,243.6819,0,0.3,161.7
2024-01-19 04:00:00,533,240.9693,0,0.3,159.9
2024-01-19 05:00:00,519,234.6399,0,0.3,155.7
2024-01-19 06:00:00,574,259.5054,0,0.3,172.2
2024-01-19 07:00:00,687,310.5927,0,0.3,206.1
