Month,Hour,Day Type,solar_generation
7,9,3,0.0
7,10,3,0.0
7,11,3,0.03428265807834868
7,12,3,0.15594083633625225
7,13,3,0.28476606433735874
7,14,3,0.39149872715881945
7,15,3,0.4996713125984038
7,16,3,0.5306807798644265
7,17,3,0.5567547719261611
7,18,3,0.505311638094873
7,19,3,0.42897339731874784
7,20,3,0.2776428095184315
7,21,3,0.10881090901099817
7,22,3,0.016032558683939418
7,23,3,0.0
7,0,4,0.0
7,1,4,0.0
7,2,4,0.0
7,3,4,0.0
7,4,4,0.0
7,5,4,0.0
7,6,4,0.0
7,7,4,0.0
7,8,4,0.0
7,9,4,0.0
7,10,4,0.0
7,11,4,0.050103334059222356
7,12,4,0.2459307427177127
7,13,4,0.3926304317615703
7,14,4,0.48649131011072827
7,15,4,0.614196690367899
7,16,4,0.6617099360811278
7,17,4,0.6461936509860549
7,18,4,0.5035284566299204
7,19,4,0.42482408806137645
7,20,4,0.28593647886883444
7,21,4,0.14131393805721673
7,22,4,0.018416176983040298
7,23,4,0.0
7,0,5,0.0
7,1,5,0.0
7,2,5,0.0
7,3,5,0.0
7,4,5,0.0
7,5,5,0.0
7,6,5,0.0
7,7,5,0.0
7,8,5,0.0
7,9,5,0.0
7,10,5,0.0
7,11,5,0.045901005842370994
7,12,5,0.22197354488010274
7,13,5,0.388960166636512
7,14,5,0.48459279878848066
7,15,5,0.564548431072086
7,16,5,0.6305873398252991
7,17,5,0.564425461225762
7,18,5,0.5615177109395492
7,19,5,0.4917150865136159
7,20,5,0.31638442019468377
7,21,5,0.1265575622450103
7,22,5,0.01946556437934166
7,23,5,0.0
7,0,6,0.0
7,1,6,0.0
7,2,6,0.0
7,3,6,0.0
7,4,6,0.0
7,5,6,0.0
7,6,6,0.0
7,7,6,0.0
7,8,6,0.0
7,9,6,0.0
7,10,6,0.0
7,11,6,0.04240194194399883
7,12,6,0.2375558929478894
7,13,6,0.5177298489908041
7,14,6,0.6471397791089503
7,15,6,0.665415931220987
7,16,6,0.665415931220987
7,17,6,0.665415931220987
7,18,6,0.665415931220987
7,19,6,0.5686114180928928
7,20,6,0.3382551024652973
7,21,6,0.12702181512269775
7,22,6,0.012256904406262877
7,23,6,0.0
7,0,7,0.0
7,1,7,0.0
7,2,7,0.0
7,3,7,0.0
7,4,7,0.0
7,5,7,0.0
7,6,7,0.0
7,7,7,0.0
7,8,7,0.0
7,9,7,0.0
7,10,7,0.0
7,11,7,0.05855282879351122
7,12,7,0.2626706542223499
7,13,7,0.48520546276628324
7,14,7,0.6549597494581022
7,15,7,0.665415931220987
7,16,7,0.665415931220987
7,17,7,0.665415931220987
7,18,7,0.5697389690989757
7,19,7,0.45914960139239447
7,20,7,0.3266307325256715
7,21,7,0.1291709208404882
7,22,7,0.014864868347012396
7,23,7,0.0
7,0,1,0.0
7,1,1,0.0
7,2,1,0.0
7,3,1,0.0
7,4,1,0.0
7,5,1,0.0
7,6,1,0.0
7,7,1,0.0
7,8,1,0.0
7,9,1,0.0
7,10,1,0.0
7,11,1,0.05261870165543809
7,12,1,0.2398612770528781
7,13,1,0.4044723880892222
7,14,1,0.5265511320901755
7,15,1,0.6173191395161733
7,16,1,0.6338605450993555
7,17,1,0.6450151450481503
7,18,1,0.6461133711964311
7,19,1,0.48249285928040836
7,20,1,0.28388360967578813
7,21,1,0.14188117294257974
7,22,1,0.017438548878021116
7,23,1,0.0
7,0,2,0.0
7,1,2,0.0
7,2,2,0.0
7,3,2,0.0
7,4,2,0.0
7,5,2,0.0
7,6,2,0.0
7,7,2,0.0
7,8,2,0.0
7,9,2,0.0
7,10,2,0.0
7,11,2,0.022624950415556254
7,12,2,0.10891103783567045
7,13,2,0.19146532130781907
7,14,2,0.2553242390444195
7,15,2,0.3227019766740118
7,16,2,0.4624607025730101
7,17,2,0.5391040434494756
7,18,2,0.47726135807458997
7,19,2,0.31274442269909974
7,20,2,0.1535077063605391
7,21,2,0.06964686692845744
7,22,2,0.01585903077427935
7,23,2,0.0
7,0,3,0.0
7,1,3,0.0
7,2,3,0.0
7,3,3,0.0
7,4,3,0.0
7,5,3,0.0
7,6,3,0.0
7,7,3,0.0
7,8,3,0.0
7,9,3,0.0
7,10,3,0.0
7,11,3,0.05839122215531077
7,12,3,0.26820857924655156
7,13,3,0.40971312429359336
7,14,3,0.5286222650606339
7,15,3,0.6280540742025869
7,16,3,0.665415931220987
7,17,3,0.6515968126434583
7,18,3,0.5865121867108573
7,19,3,0.5215178733339183
7,20,3,0.34890903032102594
7,21,3,0.12478249026596484
7,22,3,0.014801044638039048
7,23,3,0.0
7,0,4,0.0
7,1,4,0.0
7,2,4,0.0
7,3,4,0.0
7,4,4,0.0
7,5,4,0.0
7,6,4,0.0
7,7,4,0.0
7,8,4,0.0
7,9,4,0.0
7,10,4,0.0
7,11,4,0.049270437735860054
7,12,4,0.2643864186214337
7,13,4,0.5242744758338976
7,14,4,0.6449386210220578
7,15,4,0.665415931220987
7,16,4,0.665415931220987
7,17,4,0.665415931220987
7,18,4,0.604410542826842
7,19,4,0.47329967675819334
7,20,4,0.3378426510157878
7,21,4,0.1257277540247185
7,22,4,0.014753031685189797
7,23,4,0.0
7,0,5,0.0
7,1,5,0.0
7,2,5,0.0
7,3,5,0.0
7,4,5,0.0
7,5,5,0.0
7,6,5,0.0
7,7,5,0.0
7,8,5,0.0
7,9,5,0.0
7,10,5,0.0
7,11,5,0.0522702114158412
7,12,5,0.27583593237824666
7,13,5,0.4567383914145848
7,14,5,0.6061543927299915
7,15,5,0.6522628707704684
7,16,5,0.6437836775156033
7,17,5,0.5870922522411377
7,18,5,0.5717102260622224
7,19,5,0.5559076549606499
7,20,5,0.34667121420907937
7,21,5,0.12622869211007523
7,22,5,0.015851888155322222
7,23,5,0.0
7,0,6,0.0
7,1,6,0.0
7,2,6,0.0
7,3,6,0.0
7,4,6,0.0
7,5,6,0.0
7,6,6,0.0
7,7,6,0.0
7,8,6,0.0
7,9,6,0.0
7,10,6,0.0
7,11,6,0.015675965672809076
7,12,6,0.0990897081345041
7,13,6,0.20294247267025614
7,14,6,0.3037550017851503
7,15,6,0.5160108005539868
7,16,6,0.6305216820304295
7,17,6,0.43979817480897127
7,18,6,0.18779077672116423
7,19,6,0.2678259343759964
7,20,6,0.24530659328696414
7,21,6,0.10225122922650326
7,22,6,0.016369298582387563
7,23,6,0.0
7,0,7,0.0
7,1,7,0.0
7,2,7,0.0
7,3,7,0.0
7,4,7,0.0
7,5,7,0.0
7,6,7,0.0
7,7,7,0.0
7,8,7,0.0
7,9,7,0.0
7,10,7,0.0
7,11,7,0.050275098909012404
